,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
0,923,179,10,112,30,18,9,9,17,11.596629213483148,10.411451182825502,2.875,8.199706741573035,106,8,23,13,107,25,0,test
1,1363,273,15,153,48,24,16,10,31,5.932600732600733,6.42735559955562,1.619047619047619,7.23108021978022,138,21,37,7,160,37,1,train
2,403,77,1,62,15,9,6,8,12,6.172294372294373,7.168621630094336,2.0,7.759137229437229,63,6,12,3,43,10,2,train
3,759,168,2,89,16,5,12,9,16,9.542857142857143,3.1291,1.4285714285714286,6.332628656971771,86,7,10,0,77,7,3,train
4,714,132,5,90,25,14,6,9,18,5.866666666666667,3.1291,2.7777777777777777,7.354496969696969,88,9,25,0,81,21,4,train
5,671,130,5,86,22,8,9,10,12,5.230769230769231,7.610546881738771,1.3846153846153846,7.047576923076923,82,13,19,8,87,17,5,train
6,426,95,3,59,16,7,6,3,8,7.5200000000000005,5.683917801722854,1.2,6.584724680851064,61,5,5,1,50,4,6,train
7,625,133,4,83,21,12,9,8,16,5.342657342657343,5.565023196281405,0.9090909090909091,7.25922027972028,78,11,10,2,82,16,7,train
8,968,196,1,110,37,21,10,13,25,5.920408163265306,6.907726486568896,1.25,6.82205918367347,100,16,20,7,93,22,8,test
9,1413,291,7,167,53,30,12,16,29,4.7934570446735405,4.744908652037735,0.92,7.469514103092784,156,25,30,2,173,26,9,train
10,552,122,0,67,15,6,13,9,15,6.755737704918033,7.6454224807358475,1.625,6.204867213114754,62,8,14,5,61,9,10,train
11,376,71,2,52,11,2,6,9,10,8.790140845070423,8.07648339933343,2.25,8.964787323943662,52,4,9,3,42,15,11,train
12,1442,305,1,173,40,16,34,15,31,5.436551305403764,6.42735559955562,0.8888888888888888,6.733550394656952,157,27,24,9,148,28,12,train
13,430,87,0,58,9,0,6,6,8,5.269540229885058,5.985473137389441,1.75,7.987279310344827,54,8,14,2,46,17,13,train
14,902,195,4,117,21,11,13,10,16,6.133333333333334,5.985473137389441,1.5,6.885674637681159,113,12,19,3,123,18,14,train
15,629,124,1,84,28,8,8,4,13,4.783126550868487,6.297961479604793,1.3076923076923077,7.1657367245657575,78,13,17,4,71,16,15,train
16,838,166,1,113,28,12,14,14,21,6.759255202628697,6.574015621080383,1.7272727272727273,6.953262102957284,112,11,19,4,86,15,16,train
17,701,152,2,99,31,15,2,8,19,5.652088452088453,5.565023196281405,0.6363636363636364,6.544318427518428,92,11,7,2,78,9,17,train
