,index,essay,bsq,label,set,b
0,967,When I was patient I was in line at gender point for the @CAPS1 we got to cedar point late so we went to the end of the line there was a sign have way through that said your wait will be @NUM1 hour so we stad in line for an hour finally we got to the front I was so exited as I was walking up the stairs I realized I just awaited an hour and @NUM2 minutes to ?? this and then I rode it ??? was ???,Does the essay address the topic of patience?,0,train,c2
1,1410,"I am not a patient person. I hate waiting for anything and everything, and I complain about difficulties with myself and others. I play volleyball on a team for my school. There are a few girls in my team that completely kill my patience. Am sure the other girls on my team feel the same way. This few girls are pretty nice people but volleyball is just what the ???for them. In practice, one of these girls doesn't even try. She even sad  so herself that she is going to shop a few practices that would ??? her attitude was driving me mane. Another girl trys pretty hard, but shes boring, controlling, and she thinks she knows absolutely everything there is to know about volleyball. I think she made one over hand ??? these years of playing volleyball, and she thinks she can do it every time now. She can rarely serve underland n crying out loud! This hot girl, oh my god I don't even know where to begin on how much of my patience goes into her. She was probably the wast player on the team, and now that shes broke, her pinky finger, she could be even worse considering how she hasn't played in about three weeks. But since she's still part of the team, she goes to all of our games and diccers us on and trys to act cool but fails miserably. It is actually kind of funny. Now, I knew that these girls hard quite a bit of practice, and I know it wont happen overnight. But I guess I'll just have to put up with them and keep many patient.",Does the essay address the topic of patience?,1,val,c2
2,396,"That is the time I was to be patient.  Hope you enjoyed I am not a very patient person very rarely have I been patient. But, there is sometimes I was. I still remember three years ago when I was in @NUM1 grade my whole day was full of patience. That day I was getting picked up early. I was getting picked up early from school because that night I was going to the @ORGANIZATION2 and @ORGANIZATION1. When I woke up I was so excited! I had been waiting for that day for a whole four months! I was so happy it was finally the day; when I got to school I had to tell everyone the news. My friend went a few days before and said it was a good @ORGANIZATION1. When it was getting close to the end of the day the speaker in my classroom went @CAPS1 then the lady and I had ?????????? for an early ?? mission I had been waiting for the moment! After I got picked up we went and picked my cousins up from school too! Then we went to there house got ready and we were off to a day we had all been waiting for.",Does the essay address the topic of patience?,1,train,c2
3,568,A time l had to be parcint was at the doctor tick tock. The clock went around and around. It was so boring are started to say the abc's forwards and back yards every time a doctor came out they did not call me l sat and sat with nothing to do I tride to fall asleep that did not work l tried to wach t.v but the only thing that was on @CAPS1 @CAPS2. Finally after two hours the called me in,Does the essay address the topic of patience?,1,train,c2
4,1175,"Everybody loves @CAPS1, and they all have to be patient for it. Especially on the @TIME1 of @CAPS1 @CAPS3. Everybody in my family always gets very excited and cant wait until morning, especially me. I get so excited I can hardly sleep. In fact, last year had to be the hardest. It was @NUM1 am on @CAPS1 morning and I had woken up for no reason. I decided to go back to sleep and did for only about thirty minutes when I woke up again. I just couldnt fall asleep! I went downstairs with a couple blankets and tried to go to sleep when I saw the huge amount of stuff just sitting there. I sat up and looked around at them. I was so excited but I remembered that I would have to wait until everyone woke up. So I tried to go back to sleep. I would close my eyes and sleep for about four minutes at a time and eventually stopped trying. It was @NUM2 am. I turned on the @CAPS5, threw in a movie, and waited. At @NUM3 am most of my brothers were up and I couldnt take it anymore. I snapped and started to complain. I had become very impatient. I finally was told yes and began to open my presents. I was finally happy.",Does the essay address the topic of patience?,1,train,c2
5,526,I was patience wen I wanted my thot @NUM1 and I hod to wait to my b-day to get it I was patience to get my new fone but I had to be good and school and that was hard for me because I use to all ways be bad and staff like that I use to want everything but I use to have to be patience and I use to always be good to get it.,Does the essay address the topic of patience?,1,train,c2
6,1462,One time when I was patient was my birthday I was turning @NUM1. I was very excited because I knew that I was getting a cell phone and thats all I wanted. All of my friends had them I just wanted one because if my mom had to pick me up for something and didnt know where I was. It is just a need right now because they are very helpful. My birthday was  on a @DATE1 so the night before I was at the football game everybody was asking if I was going to get me and I kept on telling  them yes Im getting it tomorrow. I woke up the next morning and ran downstairs. The first gift that I got was the cell phone and I was really happy and I started to get all of my friends numbers. I learned when your patient and not asking you will get what you want.,Does the essay address the topic of patience?,1,train,c2
7,204,"@CAPS1 I fell on my butt, again. I was trying to throw a front-full for cheer. A front-full is a big twisty thing in the air. I almost had it, I just couldnt land it. My gymnastics coach has been very patient with me, he has been working with me for about a month, on this one trick. I wanted to make him proud, he is like a brother to me. His name is @LOCATION1, I have known him since third grade. Whenever he sees me he says my baby! and gives me a hug and kiss on the forehead. @PERSON1 can do many amazing things, he has competed many times. He taught me my back handspring, the first trick I had. His patience helps me, but sometimes it doesnt. I am happy he is patient but sometimes he is too patient. Sometimes I would rather have him push me harder. Whenever I think he gets disappointed in me, I feel really bad. I always give it my all when I feel like that. It is an amazing feeling when you get it for him. @CAPS1 I feel on my but, again. Instead of the normal, enthusiastic try again, it was flat and bored. I went to the edge of the floor. My adrenaline was pulsing. I was going to get this! As I ran and jumped everything was good. I did the trick, and landed! For about a second anyway. My feet slipped and from under me, @PERSON1 came running to me smiling. He was proud of me, even though I didnt stick it. We kept working and eventually I got it! I was really happy to tell my cheer coach, but even happier that I did it for @PERSON1.",Does the essay address the topic of patience?,1,train,c2
8,377,"A time when I was patient was when we were leaving on vacation. It seemed like I had been waiting forever to go to @LOCATION1, really it had only been about a month. I was so excited, but I had to be really patient. Sometimes its hard for me to be patient because I like things to be done right away, so waiting a month to go to @LOCATION1 was very hard for me. The night before we left was probably the hardest. I was so excited I couldnt sleep at all. The day we left I was so excited and I was running all around the house yelling.  Finally we loaded up the car and left for @LOCATION1. We drove our car there so it took almost @NUM1 days. But it was worth it, @LOCATION1 was really fun and pretty. We also went to @ORGANIZATION1 and had an awesome time. I had to be patient at @ORGANIZATION1 since there were long lines for the rides, so we had to wait a while. I had a really fun  time in @LOCATION1!",Does the essay address the topic of patience?,1,train,c2
9,638,"In the beginning, I woke up from sleeping and felt real sick, @CAPS1 I took a shower and put on my clothes. I told my dad can I go to the doctor because I feel sick???? @CAPS1 he said we will leave @NUM1 am and it was @NUM2 am. Then, I had to wait on the couch while my brothers, my dad and my mom were talking showers. After that, I wanted to yell and complain because they were going too slow and tried acting @CAPS1 beautiful. @CAPS1 I didnt. When they finished they had to look for the keys until they found it. It was @NUM3 am and my dads favorite music was on @CAPS1 we stayed and watched the whole movie. In the middle, it was @NUM4 am and then we went to the doctor and had to stay waiting for everyone to get there turn until it was @NUM5 which is our turn. We actually made an appointment. They checked what was bothering me and it was nothing. @CAPS1 I left and I still waited until my brothers finished. In the end, I was @CAPS1 pissed off because I had to wait for them to get in the car. My dad said Are you happy? You said that you feel sick and there is nothing wrong with you. @CAPS1 we went home thinking that I had been patient for the whole day. I was saying to myself I learned my lesson and it is if you are patient the day can go fast.",Does the essay address the topic of patience?,1,train,c2
