,index,split,essay_id,c2 (N),c2 (Y),c10 (N),c10 (Y),c11 (N),c11 (Y),c1 (N),c1 (Y),c0 (N),c0 (Y),c6 (N),c6 (Y),c4 (N),c4 (Y),c9 (N),c9 (Y),c7 (N),c7 (Y),c5 (N),c5 (Y),c8 (N),c8 (Y),c3 (N),c3 (Y)
0,0,test,18671,0.5047857761383057,0.3355194628238678,0.5127171874046326,0.3290998935699463,0.5123714208602905,0.3278684020042419,0.5235198140144348,0.323541909456253,0.5092854499816895,0.3282882571220398,0.5111421346664429,0.3287835121154785,0.5177130699157715,0.3278976380825043,0.5162468552589417,0.3250879645347595,0.5233339667320251,0.3240702450275421,0.5178647637367249,0.3216030299663543,0.5201877355575562,0.3241629898548126,0.469163715839386,0.3478813171386719
1,1,train,18399,0.4865232110023498,0.3893132209777832,0.4918946027755737,0.3906483054161072,0.4930898249149322,0.3877173662185669,0.4949015378952026,0.3859869539737701,0.4857912361621856,0.3882699012756347,0.4942651093006134,0.3891579508781433,0.4988284111022949,0.3863524496555328,0.4978573620319366,0.3843572735786438,0.5043254494667053,0.3854293525218963,0.5038915276527405,0.3824658393859863,0.4979402422904968,0.3823243975639343,0.4587287902832031,0.3984134495258331
2,2,train,19165,0.6034644246101379,0.2903639376163482,0.6150352358818054,0.2823093235492706,0.6207687258720398,0.2797735333442688,0.6291922926902771,0.2766869366168976,0.608554482460022,0.283272385597229,0.61867755651474,0.2815515995025635,0.6252101063728333,0.2773813307285309,0.6237502098083496,0.2775036096572876,0.6309622526168823,0.2754469215869903,0.6344664096832275,0.2731474936008453,0.6292253732681274,0.2736276388168335,0.5488835573196411,0.3101178705692291
3,3,train,19333,0.5280502438545227,0.3224802315235138,0.5352200269699097,0.3164507746696472,0.5354961156845093,0.3149714171886444,0.5464287996292114,0.3104842901229858,0.5299602746963501,0.3149166703224182,0.5359752178192139,0.3154982030391693,0.5430189371109009,0.3126283288002014,0.5410450100898743,0.3105210959911346,0.5504662990570068,0.3076015412807464,0.5466167330741882,0.3074129521846771,0.5454885959625244,0.3091136813163757,0.4853658974170685,0.3366764783859253
4,4,train,18874,0.5079323053359985,0.3258668184280395,0.5141072273254395,0.3193995952606201,0.5150847434997559,0.3177996873855591,0.5262206792831421,0.3136903345584869,0.5111157894134521,0.3177405893802643,0.5151254534721375,0.3183464109897613,0.5212803483009338,0.316394031047821,0.5215758085250854,0.3139377534389496,0.527748167514801,0.3125825822353363,0.5250298380851746,0.3108767569065094,0.5244933366775513,0.3118623793125152,0.4722285866737366,0.3412771821022033
5,5,train,18217,0.5174710154533386,0.3178854882717132,0.5230002999305725,0.3102999925613403,0.5241841673851013,0.3101177513599396,0.5321804881095886,0.3049053251743316,0.5192688703536987,0.311001181602478,0.5237358808517456,0.3095541298389435,0.5309930443763733,0.3062024116516113,0.5282784104347229,0.3059110045433044,0.536032497882843,0.3031982183456421,0.5326308608055115,0.3008461594581604,0.5308323502540588,0.3036396205425262,0.485128104686737,0.3308469355106354
6,6,train,19162,0.6010586023330688,0.2933413386344909,0.6138166785240173,0.2848049700260162,0.6189263463020325,0.2811652719974518,0.6302440166473389,0.2784975171089172,0.6071833968162537,0.2855323851108551,0.6170617938041687,0.283952385187149,0.6237785220146179,0.2798143327236175,0.6223633885383606,0.2797202467918396,0.6303750872612,0.2778491973876953,0.6332652568817139,0.2754347324371338,0.6279001832008362,0.2765821516513824,0.5488845705986023,0.311652272939682
7,7,train,18237,0.5427229404449463,0.3207307159900665,0.5505468249320984,0.3142617046833038,0.551418125629425,0.312872976064682,0.5625285506248474,0.3084233999252319,0.5446258783340454,0.3129729032516479,0.5509364008903503,0.3142868280410766,0.5572525262832642,0.3116371631622314,0.5552554726600647,0.3105377852916717,0.5630713701248169,0.3076963126659393,0.559542715549469,0.3061657249927521,0.5596135854721069,0.3071658909320831,0.5051270723342896,0.3343285024166107
8,8,test,17858,0.4932712316513061,0.3464841246604919,0.498572438955307,0.3416005373001098,0.4992135167121887,0.3411212563514709,0.5070016980171204,0.3369843959808349,0.4949568510055542,0.3395383656024933,0.4988900125026703,0.3417637050151825,0.5059167742729187,0.3395372927188873,0.5058727264404297,0.3378381729125976,0.5125585794448853,0.3358688652515411,0.5088525414466858,0.3345912992954254,0.5075387358665466,0.3355487287044525,0.4629496037960052,0.3573950529098511
9,9,train,19229,0.505424439907074,0.4087091386318207,0.5075951814651489,0.4076662063598633,0.5054411888122559,0.4077888429164886,0.5089630484580994,0.4071428179740906,0.506118655204773,0.4082596004009247,0.5047828555107117,0.4090675413608551,0.5060058236122131,0.4076915681362152,0.5066552758216858,0.4064361751079559,0.5069923400878906,0.4093482792377472,0.5065304040908813,0.4076707363128662,0.5059730410575867,0.4065642654895782,0.4979452192783355,0.41515052318573
