,essay_id,essay_set,essay,score,split,llm
362,21244,8,"so one time my friends chad, justin and i ding dong ditched this old man. the reason we did this is because we would walk by his house everyday and he would turn on his sprinkler and this annoying alarm thing. so at like nine or ten at night we walked over to his house, banged on his door and ran. it was so funny cuz when we got back from running we went to our friend taylors house and we where sittting in the garage just basking in the glory of what we had just accomplished. about ten seconds later we heard banging on the garage door. at first we where kinda startled so we ran into taylors room, and thats when it happend... the funniest shit ever, the old mad just started scearming and banging on the door then he yelled ""come out boys what are you afraind of?!"" and we just crack up in laughter. well he totally knew we where in there so he went to the front door and started banging on that, waking up taylors mom. wel we ended up going out and talking to the guy and he said he called the cops cause he said it happened all the time. and we denied it was us, but it totally was so we couldnt help but laugh in his ugly face. he seriously looked like a turtle crossed with an eighty year old rapest. he had liver spots on his face and a terrible grey combover that wasnt fooling anyone. by the time the cops showed up the guy was long gone and we told the cop he was senile and didnt know what the hell he was talking about. so we got off scotfree. it was funny and awesome.",30,train,Score: 30
364,21206,8,"One day I woke @CAPS6 staring out my window and was listening to the birds chirp out my window I usually leave my window open to sleep with fresh air because I hate breathing in my own breath its to warm anyways as I woke @CAPS6 I walked out and ate some rice crispy s with my to sisters @PERSON2 and @PERSON3. As I was about to finish I had realized I was late for school I was only I @NUM1 grade so I ran got dressed and told my sisters to @CAPS5 and get ready but you no how girls can be putting @CAPS4 there make-@CAPS6 and doing there hair.      My sister @PERSON2 was in @NUM2 grade and my other sister was in @NUM3 grade our schools were right next to each other so they finally got ready and we were @CAPS4 our way heading off to school ready for an awesome day with my teacher @PERSON4hawk. She wasn't the nicest teacher in the world but I only liked her was because when we were cleaning our desk she gave us shaving cream and me and my friend @PERSON1 would have so much fun playing in the cream. We began the day with a book and the book was by ""@CAPS1 foul"" I can't recall the name but I remember the cover was gold an was about ghouls and monsters the way she read it was like if we were there that book was so intense even tho i really didn't understand it. Next she would give us a math worksheet I know right math in @NUM1 grade but I was really smart at math and she would always pick @CAPS4 me and give me harder math then others and when I asked her why I was getting harder math then the other kids she had told me I was different. I new I was smarter then some kids but not all so I never knew if that was a complement or an insult but I really didn't care. So now that we got that out of the way we can get to the fun part were all the laughter is so school is over right and I'm trying to find my sister to walk me home, after @NUM5 min looking for i find her walking to the cross walk I yell her name ""@CAPS2"". She looks and I'm running to her and her friends as you no she didn't want to be seen with an annoying little brother so she ran across the street.   My dad was waiting in the car and my sister got to the car before me and I was in a @CAPS5 to get to the car and I had to wait for the cross guard lady to @CAPS3 to me. At last she finally had noticed me, I was @CAPS4 walking in an hurried past to get to the car because I had herd my dad yelling ""@CAPS3 @CAPS4 @CAPS5 @CAPS6""so I was walking faster and faster and as I was walking I herd from a distance a car speeding down the street, but what I hadn't noticed it was it was heading straight for me. The car came flying around the corner nearly hit the cross guard lady, the car had hit the crossing stick the out of no were I was hit flying and rolling down the street. I was hit and bruised cuts every were my dad was panicking ran out of the car screaming at the lady who had hit me and getting her information license plate number.    As I was laying @CAPS4 the ground my dad came to me and was trying to get me @CAPS6 he pulled down my pants to see the damage and remember I had my scooby-doo underwear @CAPS4 and every one was staring at me I was more embarrassed then hurt I didn't feel the pain until the next day so I was all good I couldn't walk so my dad ran put me in the car and every one was laughing at me because they saw my underwear @CAPS4 and my dad rushed me to the house and then called the ambulance. they told my dad that I would be able to walk again but would have trouble doing sports because i have a fractured hip. i was living the dream my sisters were spoiling me giving me candy and my dad giving me ice cream and @CAPS4 top of that I couldn't feel the pain. Bu t the fireman said I should be able to go to school the next day and I did and my mean old teacher saw me and i was limping and what she told me got me mad she had told me to ""stop faking it"". I had told my mom that and she got so mad man you would not want to be that teacher so lets say it wasn't pretty. You're probably wondering what happened to the lady who hit me she pays for my docter bills. ",34,train,Score: 20
365,21103,8," My family and I went to our vacation house once in awhile to see how things were going. We would spend a couple days or a week there. It was nice, got to hang out with our neighbors, ride quads, feed the rabbits, horses and cows, put on make-up.    Sometimes my dad and i would be sitting on the porch and look at the scenery. The beautiful suset, the trees and their colors. A crowd of deer wandering around, picking on the groumd eating the scraps of food. The cows walking along the fence line waiting for dinner to go their way. While we were sitting there we would talk about random things or play jokes on eacother and just laugh and have a good time.  One evening when we were sitting on the porch my dad asked if i would like to take a walk. I said yes and so we went into the pasture, and somehow he had a camera. We walked and talked and he took pictures of everything. I wasn't looking but suddenly he was taking pictures of me. I looked at him and i saw that the camera was facing me and his finger was holding the button and wasn't letting go of it. I ran in circles and laughing so hard that i was crying and i couldn't stop. He kept going in circles, as me, still taking pictures of me and we were just laughing and laughing.",32,train,Score: 45
366,21555,8," The elements of laughter is to show emotion to other to let them know that you had a great time or to show that there are special. Laughter is some times in me. I laught when I have a great time. The greates laughter I always have is with friends saying crazy thing when we go to the bus after school. That the joy from friend and you to reales the tens strees from school. I always go home with a smile. Theres always jokes to tell to have joy. When the bell rings with in the end of my last class, I am tierd from working hard. When I go to my bus located on the front of the school. I feel strees out from the work I had to do. But I can't wait till my friends come to the bus. We always have a great time. I comepletely forget about school and laugh with the jokes and rediculace story we say. When we get to the first stop everyone gets out with joy even me. This prosses has lasted for three years. But the next year is going to be ower last ride from the bus @NUM1 my favorite number. I hope we will still have the great time.",25,train,Score: 30
367,21390,8," I think laughter is good for a relationships and here is why . When I first got to @CAPS1 @CAPS2 @CAPS3 i was trying to be myself and make friends. One day I was in class and @CAPS4 came into my class room and came up to me and she started talking to me and I started laughing .The she told me that she liked my laugh so she stared laughing like me. So that I would laugh more an @CAPS5 felt good knowing that she was making fun of my laugh she was enjoying @CAPS5 . She was trying to get me to laugh cause she thought @CAPS5 was funny because she had never heard anyone laugh like that. Everyone has a different laugh i have two laughs which she found out funny . @CAPS5 was the best day of my life because i was being myself and I know she wasn't laughing at me. Every time she hears me laugh she laughs and tries to make me laugh so that she can laugh and we all have a good time. For me @CAPS5 is funny because lot's of people don't notice how other people laugh.  @CAPS5 feel good that she noticed and liked @CAPS5 and wanted to have a good time. Most people when they make fun of someone they say hurtful things @CAPS4 wanted to make me laugh again i know she wasn't making fun of me. She just thought @CAPS5 was unique and funny but not a haha you are weird funny but like a omg i love your laugh, its cute and funny. Now every time she sees me she tries to make me laugh @CAPS5 makes me feel good every time she does @CAPS5.When you are new at @CAPS3 good to make other people laugh specially when its not at you directly. To be honest @CAPS5 made me feel like people were startling to like me and not knowing me as ""the new kid"" but as a human being an actual person and that they say me for me not for what i wanna be or for what people see me as. That's all i could really ask for. So my opinion is yes laughter is good for relationships @CAPS5 shows that you have a sense of humor and that there is a actual person inside that body not just bones.  Another reason is @CAPS5 shows your personalty your real self. Isn't that what people, to want people to see them for who they are not what people say there are.At least that's what i want. that's why i will never forget that class period. @CAPS4 showed me that if i just laugh with other people ill know that the aren't laughing at me like making fun of me they are saying that i am funny. That's what people want is to see people for who they are.  The teacher was a substitute for that day and she kept on getting mad at us for laughing but we couldn't help @CAPS5 because @CAPS5 was so funny. That period i laughed the whole time. I was laughing so @CAPS8 that i peed my pants a little. She made fish faces and sounds like she pretended to be a monkey in a tree. She laughed how I laugh she did everything to make me laugh. @CAPS5 was so funny @CAPS5 took up the whole period. That's is how much i was laughing.  I got up and was going to go to the bathroom and when i got back she was still there and i sat down and so she started making me laugh. So then i sat down and @CAPS7 and @PERSON1 came in and there was something in his pocket and i poked at @CAPS5 and said what is that its @CAPS8. We all started laughing cause @CAPS5 was funny @CAPS5 was is wallet. I didn't get why they were still laughing when I stopped but then I continued to still laugh because the way they were laughing. We all were laughing and then we all stopped at the same time and because we all stopped at the same time we all started laughing cause @CAPS5 was funny.The sub came and stood there by us and we all got quit and then started laughing again. I think that the reason why we were laughing was because we were doing dumb stuff. I turned around to do my work and then @CAPS4 spinned me around so that i would start laughing again. Then i started laughing again @CAPS5 I started crying. I was laughing so @CAPS8. @CAPS4 started laughing so @CAPS8 that she started laughing. At the end of the period I had to pee so bad. @CAPS4 wouldn't let me go she just kept on making me laugh more and more. Sometimes just laughing for no reason is the most fun. I guss my whole belief is that laughter is one of the best things that a person can do. Not only is @CAPS5 fun but @CAPS5 is also a very healthy thing to do.",36,train,Score: 30
368,21024,8,I was about ten when this story happened to me. I was with my grandma when the story happened. We were at the park and I put my head in the monkey bars. My grandma had went to the bathroom and I was stick in the monkey bars.The kids at the park thought it was funny and were laughing at me. I was really embarrassed.When I got my head out of the monkey bars I told the kids that they should try putting there head in the monkey bars. The other kids tried doing it and they all got there heads stuck in the monkey bars. The kid did not know that I had practiced putting my head in the monkey bars so that it would not get stuck. I was laughing very hard at what I had just done and when my grandma came out I asked if we could go home. The next day we went back to the park and I got some different kids with the same trick. What I don't get is if my head was stuck why would they try the same thing. The kids this time told there mom and dad what I did and they told my grandma and I got in a lot of trouble.We went home and I was grounded for about two weeks. The next time I went to the park I did the same thing. That shows that kids will be kids.,33,train,Score: 30
369,21073,8,"                Twins For a @CAPS1  Laughter is a large part of who I am. I am a very happy, outgoing person, and I love to laugh. I especially the laughs that make your stomach feel like its going to fall out of your body and continue laughing on the floor. That's @CAPS23 I surround myself with people that are like me, that's my best friend @PERSON1 and I are like two peas in a pod. People tell us all the time that we look like twins, and when we're together @CAPS24's like a hurricane of loud, crazy laughter. The best part of our friendship is that we are alike I think, and we use @CAPS24 to our advantage. One @CAPS1 @PERSON1 and I were taking a stroll downtown. We were just window shopping,when we past a clothing store that had on display a auburn tank top that had blue swirls coming up from the bottom and up one side, also a pair of dark blue jeans with a rip in the knee. @PERSON1 and I fell in love with the outfit, and as we stood outside the window like ravenous dogs drooling over a piece of freshly cut meat, an idea hit me.When I turned to @PERSON1 and said "" @PERSON2? (her nickname) @CAPS2 if I was you and you were me when we @CAPS14 meet @CAPS3 later?"". She turned to look at me, and her eyes lit up like @CAPS24 was @CAPS4. We ran into the store and bought the outfit. We looked in the mirror and we both knew we could pull this betrayal off. The pants fit our curves, that were identical, like a glove, and the tank top rested on our bodies in the same pattern. The only difference was she was a bit taller than me and my hair was longer than hers, but we deiced that showing a little neck wouldn't be to bad, @CAPS7 we just threw our hair up in buns and called @CAPS24 good. As we left the store, we got asked if we were sisters, and we replied in a simultaneous ""@CAPS5, kinda"" @CAPS24 was reassurance that if we could trick them, then we could trick anyone.  We comfortably walked towards the county library lawn where we were meeting @CAPS3. when we were close to the lawn of the library @PERSON1 turned to me and said ""hide behind this tree, tell I head back, and then sneak around back and freak him out!""@CAPS7 I hid behind the tree while she went up to say hello, he asked where I was and she said ""I do not know actually""while she dug in her bag, ""but I think I dropped something down there, I'll be right back, stay put."" ""@CAPS8"" he replied. All the while I was sneaking around the back of the garden and I hopped down off of an embankment and said ""@CAPS9 I am!"" he was gawking off at a car that was parked a little ways down the road, he jumped a little, and I said ""@CAPS10 did I scare you?"" in an little school girl voice, and he replied ""@CAPS5, of course not! A man does not get scared."" I just rolled my eyes and him and said ""I have something for you, but you have to close your eyes"". He was apprehensive at first but he did as I @NUM1 had managed to sneak up behind him, and when she tapped him on the shoulder he turned, but he gave me a look of bafflement as he did. When they were face to face @PERSON1 shouted ""@CAPS9 @CAPS13 @CAPS14!"" and @CAPS3 nearly jumped to the moon. @PERSON1 and I were laughing @CAPS7 hard we nearly peed our brand new pants. @CAPS3 in confusion whipped his head between @PERSON1 and I, and said ""@CAPS16 this is interesting"" we continued laughing like buffoons, and @CAPS3 even giggled a little. He told us ""@CAPS18't you two ever do this again!"" and I said ""@CAPS19! We basically are sisters @CAPS7 @CAPS23 not play the part?"" he just glared at me in discontent and @PERSON1 rolled her eyes and said ""@CAPS2? Did the man get scared?"". We both cracked up again and @CAPS3 just smiled cause he knew we were playing around. @CAPS24 was just a blast after that, @PERSON1 and I continued to torment the town as twins. We ran around cars and into stores and had a stupendous time being absolute fools. We even got @CAPS3 to laugh hard enough to clutch his stomach. When @CAPS24 was time to @CAPS14, we ventured to the parking lot where @PERSON1's mother was going to pick us up, she did a triple take when she saw us, she just laughed at us when we got in and asked ""@CAPS23 are you two wearing the same @NUM2 and I just looked at each other and busted out laughing, and we replied ""@CAPS24's a long story"". @CAPS24 was the perfect end to an amazing @CAPS1 being my best friend.",40,train,Score: 45
370,21134,8,"                             laughter @CAPS1 funny, normally when i fall of line, for some reason @CAPS1 humorous to me. I'm laughing in my head the hole way down down a rapid.I've taken plenty of beat downs whale I have been kayaking, @CAPS2 i think that my day running the upper stretch of the white salmon might have been my worst beat down yet. I like to call that day the @CAPS5 beat down. @CAPS4 was a very nice day and I felt like @CAPS4 would just be a normal day on the upper white salmon, @CAPS2 oh I was wrong. The bad news started as soon as @PERSON3, @PERSON2 and I parked the car. @PERSON3 had brought the wrong size spray skirt for his creek boat. I had no doubt that we could conquer this problem. the spray skirt ended up barely fitting, @CAPS4 took the strength of all three of us to get @CAPS4 on. After a long hike through an empty creek bed we found our selves at the put in. This is a fairly simple put in, you start off with finding a faltish spot on a @NUM1 foot rock slide. after you find your spot, you simply slide down the rock and of a seven foot drop into water. Unfortunately @CAPS4 wasn't that simple for me, I slid down the rock and of the drop perfectly fine @CAPS2 little did I know I didn't put my spray skirt on all the way so when I dropped into the water about a gallon or so rushed into my boat. I didn't think much about @CAPS4 because @CAPS4 was just a gallon. I actually thought @CAPS4 was kinda funny and that put a good feeling in my gut because that day I was paddling a big boat for my size so I thought @CAPS4 would help my weight distribution a little bit. There for I didn't empty out my boat and we just started paddling down stream.  The first few rapids were no big deal I poked through all the holes there were and I felt like I was doing realitavly good because @CAPS4 had been a while scene I had paddled this stretch. We were about half way through our run when I was starting to realize the magnitude of how gnarly this river was, I was rolling in every rapid I possibly could and laughing my face of every time, @CAPS2 I couldn't quit, there was no way out of this canyon, we had at least @DATE1 foot walls on either side of us, the only way out was down stream! We were nearing the end of our trip and we had @CAPS2 only one more big drop still left to conquer. @CAPS5 falls, a @NUM2 foot drop (depends on who you ask) of pure white water. this drop isn't like any ordanry waterfall in fact this drop isn't really anything like a waterfall, sure you definitely will feel the free fall @CAPS2 the water hydrolics are nothing like a waterfall. What happens on this drop is the canyon gets narrow and when all that water goes over a ledg @CAPS4 creates a hole at the bottom. @CAPS4 is also legged out at the bottom so there's tons of water boiling back up stream, so ounce your stuck in that hole @CAPS1 like trying to paddle up hill and there's basically no way to paddle out of this hole. you just have to hope for the best, hold your breath and stay calm. We were neering @CAPS5 falls and there's only @NUM3 eddies you can catch before the falls so you can scout @CAPS4. Funny enough when I was trying to make the second @PERSON1 my boat got bumped out by @PERSON3's boat and that little bump ended up flipping me upside down and spinning me backwards, at this point there wasn't much I could do about the next few minutes of my life. So I plunged over the falls, I was mixed up in a huge whitewater mess for about a minute and a half, only having brief moments where I could possibly catch a breath of air. I toughed through @CAPS4 and didn't pull my spray skirt because i didn't want to drink from the shoe(don't ask) and because of if I ended up ejecting from my boat there's no way to know what would happen to me in this monster. I powered through @CAPS4, what was only a short minute seemed like a lifetime to me. I ended up getting flushed out down stream and rolling up perfectly unharmed. when I rolled up, I had the biggest smile on my face and my heart was racing. I don't think I would have made @CAPS4 if I didn't have a good attitude coming into this day and having the need to laugh in my head when I messed up. All in all laughing saved my life! ",34,train,Score: 45
371,21265,8," Have you ever laughed so hard that you couldn't really breathe or you started to cry? well I can tell you that I do that all the time and that laughter is a big part of my life. I remember when my family and I all went out to eat for dinner one night. My grandpa wanted to go out to chinse food in @LOCATION1, so my mom, little brother, my grandma, grandpa, my friend @CAPS1 and I all went out to the chinse @CAPS2. That ngith was memorible because that was the night that we had the whole table laughing at @CAPS1 and I. When @CAPS1 and I got done orering our food the waiter brought us our appitzers and thats when the trears and laughter came out. It was ten minuates of talking to @CAPS1 about this boy that she liked and when she said the name my crab puff went launching toward her i couldn't help but laugh so loud, and hard.  As @CAPS1 and I sat there and laughed about what had just happened, I had seen that @CAPS1 couldn't really open her mouth because she was laughing to hard and her cheeks hurt from laughing, she ended up drooling into the little sauce bowl that at soy sauce in it, and when seeing that I new that I couldn't help but not tell her at all. The night came to an end when @CAPS1 ended up dumping her water all over the waiters son. I had to appologized to the waiter that night and her son to. Her son said that it was ok because it happens to him all the time. Laughter is a big part of peoples lives because laughing can make you happy, bring smiles to peoples faces, and make memories.",35,train,Score: 35
372,20728,8," Starting a story out with two @NUM1 @DATE1 old boys named @ORGANIZATION1 can already be considered a comedy. Those are the names of my identical twin cousins @ORGANIZATION1 I can honestly admit that they are @NUM2 of the funniest kids I know. My uncle isn't exactly the most intelligent human on earth, @ORGANIZATION1 by the way he named his children it's apparent that his sense of humor is a little bit off, but he's a really hard working man. Occasionally my mom does him favors by taking the twins off his hands for a little while because they can be a handful. Weekends are specifically better to have them over because of my hateful step siblings whom hate me, my brother, my sister, @ORGANIZATION1 even my mom. The amount of tension in the house isn't a healthy amount, so a couple of @NUM1 @DATE1 old running around livens it up a little @ORGANIZATION1 makes us all laugh together as a family. It must have been @DATE1 in @DATE2 when @CAPS7 was home @ORGANIZATION1 we were building onto our house when the twins came over. My mom was getting quite furious at their insanely high energy levels, she appeared to be on the verge of ripping out all her hair. My step dad @PERSON1 needed to go to @PERSON2's for nails @ORGANIZATION1 child locks @ORGANIZATION1 I decided to tag along with him. I thought it would have been a great idea to take the twins with us, just to relieve my mom of the loud mouths for a few minutes. We loaded up the car @ORGANIZATION1 I drove down the highway, amused with the twins in the back seat playing with the ponies @ORGANIZATION1 laughing at the people stopped at red lights. We all sang songs like twinkle twinkle little star, @ORGANIZATION1 the @ORGANIZATION2's until we arrived in the @PERSON2's parking lot. @ORGANIZATION1 finds it pretty hilarious to run down the isles @ORGANIZATION1 hide behind items on the lower shelves, while @ORGANIZATION1 enjoys pretending he's @ORGANIZATION1 @ORGANIZATION1 getting @CAPS7 confused. Eventually the twins were being too obnoxious, resulting in @LOCATION1 @ORGANIZATION1 me catching them @ORGANIZATION1 holding them as captives in the seat-belts of the @PERSON2's cart. It was helpful but didn't do as much justice as we had hoped. We continued along on our adventure in search of the child locks, @ORGANIZATION1 found them down isle @NUM4. There was a large man standing in front of our destination @ORGANIZATION1 when i say large I don't mean muscular, or tall... I mean he probably has a few too many @CAPS1 shows he watches daily, @ORGANIZATION1 maybe a few too many favorite snacks. His hair was long @ORGANIZATION1 sandy blond, he wore a dark purple @CAPS2 die shirt @ORGANIZATION1 slip on sandals. @ORGANIZATION1 apparently hadn't realized how inappropriate it is to talk about a person in a rude fashion, especially when they can hear you. He said, ""@CAPS3 cow @ORGANIZATION1 look at that lady! She's so huge!"" @ORGANIZATION1 laughed outrageously @ORGANIZATION1 agreed. ""@CAPS4! She's as big as our whole car!"" I panicked a bit @ORGANIZATION1 tried to get them to be quiet, however the twins paid @CAPS5 attention to me, they were much more excited to see the man on the tall ladder next to me giggling @ORGANIZATION1 laughing along with them. They were quiet for a moment then @ORGANIZATION1 gasped @ORGANIZATION1 exclaimed, "" @CAPS5 she's as big as a fire truck!"" The man turned around @ORGANIZATION1 glared at me; i apologized at least @NUM5 times @ORGANIZATION1 started to take the boys out of the isle when the man on the ladder hit a button to make the ladder move. I was walking behind the larger man when the ladder made a ridiculously loud beeping sound, like that of a construction vehicle. The boys screamed in fear @ORGANIZATION1 shouted frantically, ""@CAPS6 run as fast as you can hurry! She's backing up @ORGANIZATION1 she's going to squish you on the floor!"" @CAPS7 laughed, even the man they were making fun of, but i was so embarrassed that i just took them to the car @ORGANIZATION1 waited for @PERSON1. I tried to explain to the boys in the car that only big trucks beep when they are backing up, but unsurprisingly, they didn't listen to a word i said. @PERSON1 only took approximately @NUM6 more minutes before he came jogging out the door with the nails, the child locks, @ORGANIZATION1 a gigantic smile plastered on his face. I thought about what had happened in the store @ORGANIZATION1 i chuckled quietly until @PERSON1 hopped into the truck, then i started laughing profusely. When I returned home I told my mom what had happened, she laughed for a while @ORGANIZATION1 i laughed even harder @ORGANIZATION1 quite a bit longer than i had before. I went to sleep with a fairly massive headache that night, but i think it was worth laughing all day for.",44,train,Score: 45
