,Id,pred
0,27109,2
2,26985,2
3,26396,2
5,27508,1
7,26908,1
8,26098,2
9,26984,1
10,26885,1
12,27495,1
14,27468,1
15,27501,1
16,26493,1
17,27510,1
18,26606,1
19,27396,1
20,27186,1
21,26507,1
22,27047,1
24,26527,1
26,26455,2
27,26060,1
28,26798,1
29,26989,1
30,26221,1
31,26219,2
32,26973,1
33,26694,1
36,26890,1
37,25992,1
38,26019,2
39,26438,1
40,26911,1
41,26397,1
42,26570,1
43,26708,1
44,27472,1
46,26477,2
47,27185,2
48,26706,1
49,27266,1
50,26362,1
51,26305,1
52,26245,1
53,27238,1
54,26797,1
55,26062,1
56,26956,1
57,26835,1
58,25981,1
59,26643,1
60,26284,1
61,27513,1
62,27142,1
63,27399,1
64,27438,1
65,26998,1
66,26440,1
67,26090,1
68,26617,1
70,26006,1
71,27412,1
73,26860,1
74,26524,1
75,26711,1
77,27564,1
78,26547,1
80,27575,1
82,27146,1
84,26463,1
86,26042,1
87,26848,1
89,27178,1
90,26926,1
91,26542,1
92,27428,1
93,26027,1
94,26705,1
95,27119,1
96,26295,1
98,26667,1
99,26735,1
100,26901,2
101,26710,1
102,26914,1
103,26738,1
106,26601,1
107,27562,1
108,27577,1
109,27015,2
110,27306,2
111,27145,1
112,26255,1
113,27118,1
115,26951,1
117,27021,1
118,26103,1
119,26231,2
120,27507,1
121,27370,2
122,26291,1
123,27514,2
124,27236,1
125,27069,1
126,27409,1
127,26263,2
129,27204,2
130,26902,2
131,27397,1
132,27445,1
133,27201,1
134,26585,2
135,27447,1
136,25954,1
137,26123,1
138,26191,1
140,26055,1
141,27123,2
142,27095,1
143,27136,1
144,27170,1
145,26534,1
146,27165,1
147,27527,1
148,26375,2
149,26447,1
150,27117,1
151,27423,1
153,26922,2
154,27059,1
155,26995,2
156,26460,1
157,26139,2
158,27089,1
159,27210,2
160,27371,1
161,26088,2
162,26821,2
163,26892,1
165,26568,1
167,26669,1
169,26260,1
170,26122,1
171,26476,1
172,27499,1
173,26022,1
174,27151,1
176,27567,1
178,26465,0
180,26324,1
181,27506,1
182,27353,1
183,26069,1
186,27479,1
188,26793,1
189,27137,2
190,26162,1
192,26488,1
194,27227,1
196,26615,1
197,27329,1
198,26955,1
199,27100,2
200,26824,1
201,26642,1
202,27583,1
203,27313,1
205,26206,1
206,26766,1
208,27568,1
209,26782,2
210,26313,1
211,27337,1
213,27198,2
214,27388,1
215,26481,1
216,26131,1
218,26016,1
219,25985,2
221,26282,1
222,26288,2
223,27483,1
224,26954,1
225,27168,1
226,26107,1
227,26943,1
228,26226,2
229,26051,1
231,26304,1
232,27045,1
233,27315,1
234,27181,2
235,27131,1
236,26654,1
238,27262,2
239,27553,1
240,27552,1
241,26020,1
242,27378,1
243,27088,1
246,27212,1
247,26008,2
248,27528,1
250,26379,1
251,26034,1
252,27301,1
253,27230,1
254,26496,1
255,27003,1
256,26299,2
257,26411,1
258,26757,1
259,27561,1
260,26007,2
261,26091,0
262,26037,1
263,26234,1
264,26806,1
265,27207,1
267,26997,1
268,27322,1
269,26420,1
271,26028,1
272,26227,1
273,26300,1
274,26271,1
275,25979,2
276,26621,1
277,26399,1
279,27112,1
280,27509,1
281,26671,2
282,26392,1
284,26794,1
285,26874,1
286,26578,1
287,27300,1
289,27012,2
290,27578,1
291,26875,1
292,26887,1
293,26021,1
294,26337,1
295,26834,1
296,26485,2
297,26683,1
298,26096,1
300,27389,2
302,27387,1
303,27555,1
304,27541,1
306,26692,1
307,27269,2
308,27211,1
309,26891,0
310,26538,1
311,26510,1
312,26574,1
314,27232,1
315,26551,1
316,27559,1
317,26575,1
318,27296,2
319,26189,1
320,26721,1
321,26913,2
322,27415,2
324,26690,1
325,26959,1
326,26858,1
327,27139,1
328,25972,1
329,27283,1
330,27581,1
331,27404,1
332,27099,1
333,27394,1
334,26185,1
335,26216,1
336,26666,1
337,26614,1
338,26119,1
340,26301,1
341,27259,1
343,26338,1
344,26486,1
345,27544,2
346,26024,1
349,25965,1
350,26688,2
351,27461,1
352,25990,1
353,26289,2
354,26329,2
355,27443,1
357,26650,1
358,27093,1
359,27584,1
360,26831,1
361,27034,1
362,27016,1
363,27134,1
364,25952,1
365,26183,1
366,26223,1
368,27458,1
369,26417,1
370,26786,0
371,26374,1
372,26934,1
375,27209,1
376,26063,1
377,26318,1
378,26867,1
379,26717,1
380,27228,1
382,26014,1
384,27264,1
386,27166,1
388,26863,1
389,26290,1
390,26364,1
391,26910,1
394,26645,1
395,26204,2
396,26446,1
397,26618,1
398,25968,2
399,27040,1
400,26067,2
402,26731,1
403,27244,2
404,27191,1
406,26783,1
407,27486,1
410,27302,1
412,27469,2
415,27229,1
416,26716,1
420,26472,1
422,27586,1
424,26175,1
425,26171,1
427,27536,1
428,26113,2
429,26348,1
430,26517,1
431,26068,1
432,26598,1
433,27024,1
435,27518,2
436,26739,1
437,26480,1
438,27177,1
440,26045,0
441,26778,1
444,26833,1
445,26823,1
446,27304,2
447,26603,2
448,26655,1
449,27401,1
450,26841,1
451,27364,1
452,26261,2
453,27196,1
454,26745,2
455,27372,2
456,26339,1
457,26960,1
459,26689,1
460,27127,1
461,27482,1
463,27028,1
464,26406,1
465,26609,1
466,26563,1
468,27055,1
469,27087,1
470,27076,2
471,26212,1
473,26080,1
474,26672,1
475,26952,1
476,26114,1
477,26600,2
478,26864,1
479,26929,1
480,27549,1
481,26142,1
482,26281,1
483,26319,2
484,26808,1
485,26953,1
486,25966,1
487,27027,1
488,27526,1
489,27325,1
490,26475,1
491,26425,1
492,26586,1
493,26253,1
496,26152,1
497,26625,1
498,26730,1
499,27521,1
500,26584,1
502,26566,1
503,26773,1
504,27524,1
505,26918,1
506,26871,2
507,26258,1
508,26681,1
509,26308,1
510,26402,1
512,26896,1
513,27124,1
514,26927,1
515,26936,1
516,27420,1
517,26200,1
518,26307,2
519,26280,1
520,26011,1
521,26233,1
524,27160,1
525,27327,1
526,26720,2
529,27519,1
530,27049,2
531,26366,1
534,27565,1
535,27433,1
536,27235,1
537,26065,1
538,27223,1
539,27065,1
542,26932,2
543,27036,1
544,27183,1
545,27456,1
546,27159,1
547,26368,2
548,27225,1
551,26703,2
552,27277,1
553,27098,1
554,25977,1
555,27189,1
556,27161,1
557,27128,1
558,26363,1
559,26081,1
560,26530,1
561,26693,1
563,27195,1
564,26751,1
565,26166,1
566,27051,1
567,26311,1
568,26250,1
569,27324,1
570,26889,1
571,26082,1
572,27256,1
573,26543,2
574,26413,1
576,27180,1
577,26663,1
578,27163,1
579,26359,1
580,26347,1
581,27381,1
582,26980,1
583,26713,1
584,26209,1
585,26579,1
586,26605,1
587,26732,1
589,26072,2
591,26032,2
593,27308,1
596,26030,1
597,26479,1
598,26389,1
599,26607,1
600,27202,1
601,27328,1
602,26818,1
603,26170,1
604,26776,1
606,27014,1
607,26276,1
608,26684,2
609,26540,1
610,26303,2
611,26979,2
613,27073,1
618,27251,1
619,26058,2
620,26523,1
621,27116,2
622,26370,1
624,27410,1
625,26852,1
628,27442,1
629,26872,2
631,26790,1
632,26644,1
634,27218,2
637,27516,1
638,26077,1
640,26999,1
641,27481,1
642,26990,1
645,27147,1
646,26940,1
647,27366,1
648,26085,1
649,27580,1
650,26701,1
651,26670,1
652,26184,1
654,26529,1
655,26866,1
656,26646,1
658,26498,2
659,26012,1
660,26851,1
661,26215,1
663,26544,2
665,26509,1
666,27001,1
667,26376,1
668,26407,1
669,26331,1
671,26531,1
672,27480,1
673,26659,1
674,27290,1
675,27365,2
676,26602,1
677,26964,1
679,26075,2
680,27570,1
682,27081,1
683,26836,1
684,26727,1
685,27406,1
686,26141,1
687,26893,1
688,27471,2
689,27278,1
690,27292,1
691,25974,1
693,27474,1
694,26546,1
695,26685,2
696,26849,2
697,27523,1
698,26066,1
700,26556,2
702,27572,1
703,26679,1
704,26982,1
705,25993,1
706,26550,1
707,26843,2
708,27219,1
709,26257,1
710,26124,1
711,26653,2
713,26555,1
714,26665,1
715,26873,1
716,26298,2
717,26464,2
718,27323,2
720,26272,2
723,26267,1
724,26385,1
726,27080,1
727,26428,2
728,27556,2
729,26097,1
730,26230,1
731,26742,1
732,27532,1
733,27446,1
734,26259,2
735,26410,1
736,27299,2
737,26949,1
738,26571,1
739,26868,1
741,26795,1
742,26664,1
743,26059,1
745,26057,1
746,26181,1
747,27022,1
748,27436,2
749,26545,1
750,26560,2
751,26332,2
752,27419,1
753,26883,1
754,26192,1
756,27121,1
757,27271,1
759,27062,1
760,25987,1
761,27007,1
762,25976,1
764,27530,1
765,26140,1
767,27068,1
768,27083,0
769,26005,1
771,27026,1
772,26503,1
774,26837,1
775,26933,1
776,27534,1
777,26180,1
778,27375,1
779,26474,1
780,26116,1
781,26649,1
783,26188,1
784,26881,1
785,26365,1
786,26422,2
787,26128,1
790,26239,1
791,27319,2
792,26847,2
793,26747,1
794,27233,1
795,26564,1
796,26968,1
797,26147,1
798,27336,2
799,27046,1
800,26548,1
801,26442,1
802,27004,1
803,27252,1
804,26427,1
805,26187,1
806,26978,1
807,27226,1
808,27571,1
809,26197,1
810,26640,1
811,27395,1
813,26026,1
814,26494,1
