,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
0,755,139,1,92,22,14,12,1,23,8.149928057553957,8.548686976883017,2.4,7.733853669064748,88,10,22,8,69,21,0,train
1,386,70,2,53,13,8,4,3,8,9.857142857142858,9.516144504307135,2.75,7.6625000000000005,55,4,11,5,40,12,1,train
2,660,128,7,80,24,19,7,5,21,10.408333333333333,8.841846274778883,2.5,7.038461458333334,75,6,17,6,63,14,2,train
3,501,93,2,59,18,12,5,3,13,12.310752688172045,10.686352973137792,3.5,8.355183870967743,58,4,15,7,46,14,3,train
4,687,136,0,85,22,16,8,9,15,8.397385620915033,8.515128840125781,1.3333333333333333,6.591966993464052,79,9,12,8,64,13,4,train
5,287,52,1,38,12,10,2,0,8,13.087179487179487,12.457975602129121,4.0,9.051041025641025,38,3,12,8,29,11,5,train
6,366,73,1,50,10,9,7,4,7,7.4838356164383555,7.554174236665414,1.4,5.658468219178082,50,5,7,3,34,5,6,train
7,542,102,2,66,15,14,5,6,16,9.545098039215686,9.725611199111238,1.8333333333333333,8.349798039215687,64,6,12,8,49,11,7,train
8,541,107,1,59,23,20,5,8,15,23.642990654205608,15.247664890283005,5.5,8.060941121495327,58,2,11,9,39,9,8,train
9,283,53,0,43,9,6,1,1,7,13.618867924528303,11.20814326018867,4.0,8.823918867924528,42,2,8,4,25,7,9,test
10,354,65,0,44,17,13,4,4,8,11.12820512820513,10.504223727775692,3.3333333333333335,7.140397435897436,43,3,10,5,36,8,10,train
11,70,12,0,12,4,3,0,1,2,4.800000000000001,3.1291,2.0,8.1792,12,1,2,0,7,2,11,train
12,483,99,4,66,16,13,2,3,13,10.304040404040405,5.985473137389441,1.75,6.9375343434343435,65,4,7,1,39,8,12,train
13,370,72,0,52,15,9,4,2,10,7.755555555555556,5.985473137389441,1.5,6.722355555555556,51,4,6,1,30,4,13,train
14,443,85,1,55,16,8,3,5,10,9.911764705882355,8.841846274778883,3.0,6.733911764705883,53,4,12,4,32,9,14,test
15,439,84,2,53,10,8,5,2,12,8.14857142857143,8.841846274778883,2.6,7.4773990476190475,50,5,13,5,45,10,15,train
16,912,160,10,99,34,14,15,12,28,14.66666666666667,12.745084868956482,4.833333333333333,8.018479166666667,94,6,30,17,80,26,16,train
17,351,65,0,44,11,11,3,0,9,10.192307692307693,10.686352973137792,3.0,8.572192307692308,41,4,12,7,31,13,17,train
18,466,88,0,58,17,10,2,1,17,11.52727272727273,10.686352973137792,3.25,8.495768181818182,56,4,13,7,41,11,18,train
19,462,92,0,61,17,11,6,4,11,13.571014492753626,8.841846274778883,4.333333333333333,7.3887623188405795,59,3,13,3,39,11,19,train
20,627,114,6,78,13,5,9,3,19,6.470175438596491,6.937597516519254,1.6666666666666667,7.865994736842105,74,9,17,4,60,15,20,train
21,408,80,0,58,14,10,6,2,9,33.0,11.20814326018867,4.0,10.170375,55,1,5,2,32,12,21,train
22,245,48,0,36,6,7,2,1,11,19.651063829787233,8.841846274778883,7.0,7.647487234042553,36,1,7,1,20,4,22,train
23,249,51,0,34,11,10,3,2,6,10.984313725490196,7.168621630094336,3.5,7.99737843137255,33,2,7,1,20,7,23,test
24,622,117,2,71,28,19,3,7,22,10.535042735042737,10.504223727775692,2.8333333333333335,7.572759829059829,69,6,18,10,51,16,24,train
25,222,37,0,32,14,7,0,2,6,11.724324324324325,11.20814326018867,5.0,9.675181081081082,30,2,10,4,22,10,25,train
26,734,153,1,96,19,14,10,2,26,7.808187134502925,8.515128840125781,2.111111111111111,6.344057309941521,93,9,19,8,75,14,26,train
27,541,93,5,63,17,10,5,8,10,14.417391304347825,13.023866798666859,5.0,9.239691304347826,61,4,24,12,48,21,27,train
