,Id,pred
1,9083,-0.0394352562725544
2,9589,3.3936641216278076
3,8591,3.603116989135742
4,8575,-6.6636176109313965
7,8381,1.0098356008529663
8,8313,5.7500834465026855
9,8531,-0.7338268160820007
10,9800,5.933879852294922
12,8949,-1.6572126150131226
13,8260,2.945723533630371
14,8653,4.143259525299072
17,9578,-2.7603046894073486
18,8994,-1.9000978469848633
19,8332,-2.40488862991333
21,9479,0.9123894572257996
22,9164,-2.7318129539489746
23,8185,-3.2765936851501465
24,8945,3.9492645263671875
25,8939,-6.851632118225098
26,8689,1.7300927639007568
27,8815,-5.733146667480469
28,9483,-0.30325114727020264
29,8322,-3.4206576347351074
32,8434,3.2354259490966797
33,9446,-2.1445302963256836
34,8344,2.5035409927368164
35,8970,0.414081871509552
36,9793,-3.4858200550079346
37,8846,0.1514810472726822
38,8404,2.399959087371826
39,8463,3.749492645263672
40,8207,5.68278694152832
41,9280,-0.6549440622329712
42,9509,-6.840064525604248
44,9011,-0.6568247079849243
46,8321,2.2074427604675293
47,8093,5.37764310836792
48,8505,6.752531051635742
50,8659,-1.7320047616958618
51,9503,-5.874841690063477
52,8656,-2.2745800018310547
53,9528,1.7841615676879883
55,8258,1.2955727577209473
56,8112,-0.7889697551727295
57,8274,-1.5368292331695557
58,9207,-3.8399391174316406
59,8163,-6.585212707519531
60,8413,-3.1001906394958496
62,8821,4.34749698638916
63,8839,3.4438047409057617
64,9715,3.2557902336120605
65,8645,1.9490911960601807
66,8666,-0.2592087984085083
67,9710,2.4730918407440186
69,9363,-3.180203914642334
70,8384,-2.9124488830566406
71,8219,0.7766928672790527
72,8704,-2.9286611080169678
73,8582,0.32459813356399536
74,8600,0.8141922354698181
75,9016,-6.304943084716797
77,8775,-5.631011962890625
78,8594,0.9045807719230652
79,8127,-1.8018856048583984
81,8114,3.623974561691284
82,9716,5.894319534301758
84,8639,1.9008090496063232
86,9312,3.5164008140563965
87,8288,2.116260051727295
89,9297,-1.885085105895996
90,8987,-5.814420700073242
91,8140,1.5544018745422363
92,8997,-3.8245441913604736
94,9200,2.098996639251709
95,9317,1.5852253437042236
96,8225,-5.674925804138184
98,8224,4.885403633117676
99,8538,3.329923629760742
100,8196,2.8242664337158203
101,9097,-6.865593910217285
102,8198,-0.2929520606994629
103,8265,0.21398833394050598
104,8181,2.1865346431732178
105,8971,-0.11981658637523651
106,8678,-1.3714451789855957
107,8183,3.890972375869751
109,8560,3.5020816326141357
110,8357,-1.7034199237823486
111,8853,3.2392640113830566
112,9519,-1.570255994796753
114,9243,0.3869393467903137
115,9733,2.765486240386963
116,9037,1.886175513267517
117,9318,4.147292137145996
118,9063,2.5772786140441895
119,8748,2.9238386154174805
120,8615,3.6318583488464355
121,8583,-1.6385209560394287
123,8406,-6.734052658081055
124,9138,3.506188154220581
125,8717,3.7796714305877686
126,8566,3.279376745223999
127,8318,1.7759919166564941
129,9007,-1.7442063093185425
130,8249,-1.572417974472046
131,9431,-0.9069879651069641
132,8325,-1.1169692277908325
133,9553,0.7461734414100647
134,8369,1.0941784381866455
135,9797,0.334380179643631
136,9380,1.4061176776885986
138,9504,1.3393683433532715
140,9740,-5.981936454772949
141,8244,-3.30881667137146
142,9109,1.89115309715271
143,8075,-6.034189224243164
144,9013,1.5663660764694214
145,8869,0.5579581260681152
146,8353,-1.3207218647003174
148,9154,-0.17182397842407227
149,8456,-2.3587231636047363
150,8736,-0.15552918612957
151,9106,3.74566650390625
152,8568,2.2495007514953613
153,8770,-5.910769939422607
155,8141,3.3959455490112305
156,8339,2.4092648029327393
157,8774,1.1195926666259766
158,8440,2.0522918701171875
159,8247,4.784435749053955
160,9572,3.316133975982666
161,8349,3.2329957485198975
162,8399,-3.5269179344177246
163,9459,-0.14104731380939484
164,8626,-1.4443645477294922
165,8605,-2.0345382690429688
167,9272,0.44081175327301025
168,8930,-3.7335305213928223
169,8697,-1.603393316268921
170,8771,2.9129185676574707
171,8525,-1.5154850482940674
172,9206,0.8005670309066772
173,9387,-1.1930274963378906
176,8328,-0.3239259719848633
177,9233,-6.8416643142700195
179,9460,-5.3086700439453125
180,8716,3.0919318199157715
182,9449,-4.438766956329346
183,8574,2.1138646602630615
184,9419,1.660262107849121
185,8072,3.750772476196289
186,9076,-0.4155987799167633
187,9683,-2.603372812271118
188,8966,-6.60379695892334
190,8864,1.639949083328247
191,9099,-2.7192726135253906
193,9090,0.5720081329345703
194,8190,3.3967535495758057
196,9394,-2.0336925983428955
197,8416,0.5631978511810303
198,8131,-1.5020947456359863
200,9534,-5.37888765335083
201,9089,-3.399216651916504
202,8836,-5.398046970367432
205,8229,-3.4856133460998535
206,9626,-6.803654193878174
207,9354,0.3671245574951172
208,9573,-3.98445463180542
209,8785,1.3030519485473633
210,9170,0.988458514213562
211,8872,0.8152279257774353
212,8732,2.2137880325317383
213,9451,0.37293946743011475
214,9283,2.8298254013061523
215,9373,3.8139045238494873
216,8239,-4.64863920211792
217,8335,-0.7003398537635803
218,8608,1.5548162460327148
220,9275,2.416278123855591
221,9057,3.858225107192993
222,8283,3.9903721809387207
223,8932,-5.4780707359313965
225,9260,4.066137313842773
227,8714,-1.46897292137146
228,9550,-0.37304508686065674
229,8609,-4.386038780212402
230,8252,-2.056608200073242
232,9680,-2.5748517513275146
233,9263,-0.32884037494659424
234,9807,-1.3790022134780884
235,9644,2.8230600357055664
236,8544,-0.5270849466323853
237,8984,6.947732448577881
238,8499,-0.9996137619018555
240,8426,3.750002145767212
241,8918,1.762855052947998
242,8676,-0.6064496040344238
245,8172,2.546412944793701
246,8303,-5.414384841918945
247,9374,-6.769291877746582
248,9456,1.7062644958496094
250,9169,4.661102294921875
251,8530,-0.862146258354187
252,8481,0.7100427150726318
253,8797,-4.1984124183654785
254,8581,-0.16515223681926727
255,8809,3.263690948486328
256,9184,-4.529695510864258
257,9726,3.386317014694214
258,9582,0.8228541016578674
259,8816,-0.5989103317260742
260,8429,0.39464426040649414
261,8555,-3.2741665840148926
263,9221,0.4717966914176941
264,9748,-3.165059804916382
265,8557,-2.066551685333252
266,9603,-1.602161169052124
267,8893,-2.69484543800354
268,9241,-4.291932106018066
269,8212,3.5967068672180176
271,8158,1.60927414894104
272,8892,0.5682304501533508
273,9785,-5.389070510864258
274,9546,-1.2116987705230713
275,9129,-0.5304928421974182
276,8519,-5.89796781539917
277,8218,-0.5543146729469299
278,9443,-1.9834010601043701
279,8752,-2.631035804748535
280,8149,5.529440879821777
281,8523,2.9375176429748535
282,8948,4.138310432434082
283,9213,2.8733139038085938
284,9723,-4.510592460632324
285,8644,-2.234583616256714
286,8700,-1.1774473190307617
287,8081,4.4152679443359375
288,8669,-2.321052074432373
290,8570,-6.852039337158203
291,9042,3.6154050827026367
292,9788,1.2661856412887573
293,9679,-2.328831195831299
294,8865,0.581773042678833
295,8611,-2.151845932006836
296,8826,-3.056208610534668
297,9219,-3.6455020904541016
298,8130,-0.6313076615333557
299,9172,-5.613678455352783
300,9491,-2.3372726440429688
301,9435,-4.348751068115234
302,8798,5.912837505340576
303,8908,-4.46807861328125
304,8907,0.6197296380996704
305,8450,2.826308250427246
306,9753,2.625087022781372
307,8314,3.4686737060546875
308,8393,1.6780555248260498
310,8738,-0.022154446691274643
311,9384,0.7480939626693726
313,9250,-5.920104026794434
314,8871,-4.3013153076171875
315,9231,-1.377462387084961
316,8958,-4.226821422576904
318,9163,-0.07083770632743835
319,8850,2.104893207550049
320,9458,-3.580130100250244
321,8409,-2.9598238468170166
322,9620,1.6945838928222656
323,9593,-1.6414794921875
324,8365,-4.76940393447876
326,9630,-0.8485696315765381
327,8360,-0.4571949243545532
328,8616,-2.9387459754943848
329,9718,2.664663553237915
330,8668,2.341172695159912
331,8143,-2.0725812911987305
333,9414,-0.6638748645782471
334,8362,1.4629250764846802
335,8250,-0.29632726311683655
336,8455,-2.4082841873168945
337,9566,-3.965902328491211
338,9465,-4.230093479156494
339,8199,2.682586669921875
340,8448,0.08318401873111725
341,8115,-6.559161186218262
343,9600,4.172755241394043
344,9764,0.8954403400421143
345,9288,-3.8148767948150635
346,8989,-6.703105926513672
347,9719,2.0900323390960693
349,8237,-1.9163076877593994
350,8509,-1.5024516582489014
351,8843,0.0324409119784832
352,8345,2.7296464443206787
353,9796,-3.686769962310791
355,8927,1.651038646697998
356,8921,0.296117901802063
357,8617,-0.11107277870178223
358,8145,-2.5358572006225586
361,8086,1.8232944011688232
363,9119,-4.063504219055176
365,8718,4.296905517578125
367,9237,2.424243450164795
368,9079,-2.9506468772888184
369,9301,-2.179943084716797
372,8592,1.2710334062576294
373,8167,-3.9565649032592773
374,9194,-1.0282678604125977
375,9547,3.2017526626586914
376,9305,6.20534086227417
377,8073,2.4322009086608887
378,8304,3.5101983547210693
379,8402,3.345148801803589
380,8316,2.235583782196045
382,8432,6.0181884765625
383,9545,0.32862377166748047
384,8793,-1.2490999698638916
389,8184,2.2990424633026123
390,8443,-2.372298240661621
391,9127,2.9095005989074707
392,8293,-3.7562668323516846
393,8197,4.545671463012695
394,8284,-2.382516384124756
395,8330,-4.121373176574707
396,9473,0.7663401365280151
397,9061,4.46742057800293
398,9707,-0.663785457611084
399,9096,-0.9662183523178101
400,9548,-1.2472208738327026
401,9158,-2.337887763977051
403,9450,-0.5863171219825745
404,9051,-3.1983115673065186
408,9095,-1.5200285911560059
409,8559,-0.33241260051727295
411,8089,4.264986515045166
412,9367,-4.247764587402344
