,index,essay,bsq,label,set,b
0,1303,"Dear @LOCATION1 press, I believe that computers have a terrible impact on society, the reason I believe this is true is that kids can go ""braindead"" as some people call it. Also kids can get obese witch is already a greatly growing process. The last reason is that kids get bad eye sight from it. The first reason I believe that computers have a bad impact on our society is that all kids do is sit there and eat while they are on the computer and they get an addiction to it so they just keep getting fatter because they arn't getting any exercise. This problem with children getting fat is already a very brought up topic and with something like this out it's not going to get any better any time soon. Studies show that @PERCENT1 of kids who are on the computer more than a hour and a half a day are actually going braindead. This means that if this becomes the new trend for all kids that our next generation will not be smart and won't be able to keep up with other countries and fall behind, so we have to do something about this trend setting issue if you want our country to stay in one piece. The last but not least reason is kids are forming a bad eye sight. This can also bad for future generations. If you let this catch on the generation will all need glasses its almost like a domino effect. These are all the reasons that computers have a bad impact on the society. kids get obese, they go braindead, and they develop bad eye sight from it.",Does the essay present a clear opinion on the effects of computers on people?,1,train,c9
1,1385,"@ORGANIZATION1, In the @DATE1 computers have help man kinds. Computers are every where in a schools, homes band business across a @CAPS1. They help people in many ways depending on the what the person wants to set done. The ways that I use my computer is by staying in contact with my friends, a family, and it also helps me with my school work. I have been a live for @NUM1 @DATE1 and have already live in @NUM2 different states: @LOCATION3, @LOCATION1, @LOCATION2, and now @CAPS2 you would think I would have had lots of friends living in so many places. How do I stay in contact with them you @MONTH1 use? I use various and @CAPS3. If you get rid of computers I would not be able to stay in contact with tem anymore. Moving from place to place was very hard and sad thing to do for me. Another hard thing to do for me was moving away from my family, but thank to technology and computers I stay in contact with them. Imagine you haven't seen you family in @NUM3 @DATE1, well sadly thats my life so many birthday @CAPS4 all the family you can see is you parents. School another great example where society benefits from computers students and teachers use them everyday to learn. In my opoion learning is the greatest thing. One of my friends, @PERSON1, said this about the dell computers we use in the library @CAPS4 ever u don't get something about what we learned in @CAPS5 class that day. I use the computers to better understand it. Computers are a great way to research a topic, and thats why they should not be gotten rid of. I use computers every day for two reasons for school, researching or writing a project for any of my classes. Everyday I spend at least @NUM4 our writing something up for school. Computers help lessen the time spend writing it because it is fast and easy it is easy to type something, like a @CAPS6 paper on the ways to persuassive the readier. In the end computers are something we I need in are life because it makes life simpler. If I was to send a message to some of my friends in @LOCATION2 through @CAPS7 it would take seconds. Instead if I was to use the @ORGANIZATION2 it would take days. A life with out computers is a lot harder to do things, that we cant make simpler with computers""",Does the essay present a clear opinion on the effects of computers on people?,1,val,c9
2,1425,"Dear local news, @CAPS2 more and more people use computers people ask if computers actually benifit society. In my opinion I think computers do. They provide entertainment, acess to daily uses, and have many websites for social interactions. I think computers really do benefit society here in why. Computers provide entertainment to people. Many people will want to watch funny videos or thier favorite @CAPS1 show on the internet. of the most popular website for watching videos on you tube. Another great source of entertainment are video games. People buy video games at their or play them on websites like @CAPS2 you can see entertainment on the computer has a much more compared to the @CAPS1 were @CAPS2 program is shown at a certain time instead of when ever you want. Another benefit computers bring to society is acess to dailt uses, the internet provids that can tell you your local weather. Instead or local news imidiatly acess it on you @CAPS4 you can acess encyclopedia and distionarys like at the websites @CAPS5 provide an easy imidiats fools for daily uses. One least example towards the of computers Their are many websites that you can. One of @CAPS5 websites is called , @CAPS6 lets you upload picture of pople or family events for people in you @MONTH1 video chat with people over a and see the other persons face. You can't do that on a telephone or with texting or a cell phone. Many experts believe that computers are taking away time with family and friends but with websites like @CAPS6 it is actually adding time. In conclution, @CAPS5 reasons support my opinion that computers benefit society, They provide entertainment, easy acess to and have many websites for social interactions, @CAPS7 society would be alot harder and this is why I think computers benifit society. ",Does the essay present a clear opinion on the effects of computers on people?,1,train,c9
3,206,"Dear @CAPS1, @CAPS2 people think that computers are used too much, and are helping people become over weight, and even obese. This is maybe true, but computers also teach hand eye coordination, give people the oppertunity to learn about far away places, and people can even coordinate on them! Over all I think computers effect people in a positive way, and these are some reasons why. Computers help teach hand eye coordination. I know your probably thinking huh? How do computers do that? All your doing is staring at a screen. But to your dismay computers do teach hand eye coordination. It does this because while playing games, people watch the screen, and click with their hands. They dont just stare at the mouse while they play these games. By doing so, it teaches hand eye coordination. Scientist have provine that people who own a computer and use it at least @NUM1 hours a week, have better coordination that people who dont own a computer by @PERCENT1! Just that statistic alone speaks a thousand words alone. Hand-eye coordination is a thing. It helps you play better in sports like baseball, and not only that but it helps future jobs. As you can tell, @CAPS1, without computers out hand eye coordination. People think that computers are only used for games, but in reality, they teach us @CAPS2 things about the world. Without computers people would know about nearly anything thats going in other countries. For example, the other day, my mom was checking her email and came access the stay of a young, starving. That are story changer her anyday life because takes food for granted. Without computer my mom would have more in other countries. Because we live in the @CAPS4.S whats going on in other countries. Are less fortanite, but computer help remind and teach us whats going in the world everyday. One of the main advantages about computers is they allow people to communicate through them. Even my grandmother said the, without computers, I wouldnt be as close to you as I am today. @CAPS5 and my grandmother use the website skype.com. This websit allows you to not only talk to the other person, but to see them too! Because of site like these. Im allowed to stay in contact, and be able to see my grandmother who lives faraway. Without computers this wouldnt be possible. Not only do computers let you talk to people far away, but people close too. I often find myself asking friends over the computer, what the homework is, or whens the next test, etc. Computers make it easier to connect to people near and far. In conclusion, computers help in all different ways. The world would be upside down without them. They give people the ability to learn about far away places and people, teach hand eye coordination, and allow people to communicate with each other. Computers have @CAPS2 flaws, but they also have so @CAPS2 positive effects too that I think they shine over all the tiny flaws. Thank you",Does the essay present a clear opinion on the effects of computers on people?,1,train,c9
4,1564,"I believe that computers make everyday work easier to do. Computers allow someone from a faraway place to talk to another person who they cant see in person, they allow you to get work done in a quicker manner. And get a college education without leaving your home. Imagine that you have a relative who lives a great deal of miles away from you and its too expensive to call or fly over there. Computers enable us to communicate with them through email or video chat without the hefty price. Because of computers, talking to your faraway family is a few clicks away. Getting work done can sometimes feel like another chore. Computers only make doing your work easier and faster. Would you rather sit and write out a term paper for hours or type it up and email to your in half the amount time college students find that computers get them efficiently than writing by hand. Computers are way to burdens of work. Education is an of all need, but what if the college that you want to attend is too far from home and you cant afford to move in ? Thankfully, online college courses are available. If it wasnt for this source of technology, you would be left to do what? Online courses allow an eager student to learn without breaking their bank or leaving their child if they are parents. Without computers, everyone would not be able to get the education that they have a right to. Computers have allowed us to communicate with our family that live somewhere we cant afford to travel to. These technological devices have enabled to us to get our work done in a timely matter to receive the grade that we deserve. Computers have allowed over @NUM1 citizens to get their education right in their home at a price they can afford. Without this gadget, we could not be able to live the life we have @DATE1, a life that can get us to where need to be.",Does the essay present a clear opinion on the effects of computers on people?,1,train,c9
5,1348,"I believe that computers have good effects on people. Computers allow people to stay in touch with long distance friends or family. Computers have games for kids that help them learn, and, also, people learn new things, too. My first reason is that, computers allow people to stay in touch. If someone in their family live long distance then they could always use e-mails to talk. That way they wont lose each other. Also, sometimes, friends move away and you always want to keep in touch. Another thing is that, if they want to send photos to each other, they can use e-mail. Also, because, thru an mail takes forever. Please, let the people stay in touch! My second reason is that, computers has games kids play. The games kids play could help them learn more. Sometimes watching t.v. don't help. If they acutually play the game and see what their doing, then they will got smarter. That's what we want for our kids, right? Also, kids have fun playing these games. Do you really want to take the learning experience away? My third reason is, computers help people learn new things. Like, they could go on the computer and learn what's happening in the world. People can learn new words they never knew about. Also, pictures on the computer help, too. For example, if someone is traveling somewhere, and they don't know how the price. They can get on the computer and check it out, right? So, in conclusion, I believe that computers are good use. They help people stay in touch, help kids learn by playing games and help people learn new things about the world and more. So, I'm saying, please, keep the computers. They are not a waste of our time. Turst me!",Does the essay present a clear opinion on the effects of computers on people?,1,val,c9
6,351,"Dear Local Newspaper, Have you ever been running late to a party and just realize you don't have the directions to the person's house? Have you ever had to write a paper and there wen't any books or encyclopedias available? Or have you ever just wanted to catch up with an old friend? @CAPS1 you answered yes to at least one of these questions, there is a good chance you have used a computer in your lifetime. Computers have positive effects because they can give you quick and reliable @CAPS2 and the can be fun too. To begin with let's go back to that example in the paragraph above. Have you ever been running late to a party and realize you do not have the direction's to the person's house? @CAPS1 you have, there are two things you can do in that situation. You can call up the person who probably wan't answer because they're @CAPS4 fun at their party, or you can go on the computer, type the person's address in and you will have your directions in seconds. Call me crazy, but this way seems quicker more efficient and reliable. My mother always says to me, ""@CAPS1 you're @CAPS4 trouble finding @CAPS2, go on the computer,"" because she knows that there is all the @CAPS2 in books on the @CAPS3, and more. And it's just one click away, @CAPS4 sold that, the computer has positive effects on you because it gives you quick and reliable @CAPS2 In addition, computers have positive effects on you when you're trying to have fun. For example, @CAPS5. @CAPS5 is used by teens and adults like, and for one reason only, to socialize with friends via computer. @CAPS1 you to another date and wait to see what your last friend's up the best thing to do would be to go on @CAPS5 and ask A @ORGANIZATION1 shows that in a family of five, four of them use the @CAPS3 to communicate and socialize with friends. Obviously, this is how computers have a positive effect. In conclusion, whether you're bored at home and it's a rainy day, or @CAPS1 you have to nght a research paper you saved until the last minute, a computer will be there for you. Positive effects computers have - are that they are quick and reliable, and they are fun to use.",Does the essay present a clear opinion on the effects of computers on people?,1,train,c9
7,1686,"Dear Newspaper, Computers are not something to be afraid of. They help many people in different ways, like the @CAPS1, teachers, students, scientists, and locals dealing with their jobs and daily life. Hasn't a computer already helped you today? Because of that, computers help us learn, keep in contact with people, and are our future. Who has said that by using computers you dont interact with your family as much? Well, I can tell you that I'm staying in contact with my grandma, cousins, and aunts through my e-mail. With e-mail you can check up on news or simply write to friends and family! Also, if you are planning a trip to visit your loving family members, dont bother with a map that gets in your face all the time and you just ""happen"" to get lost, try going on @ORGANIZATION1 maps and plan the shortest route to your destination without getting lost along the way. Computers can do more than creating a simple map, it can give you precious information! Many schools across the country use computers to help teach kids. The kids can look up @LOCATION1 and in @NUM1 seconds they have all the information they need! In most school paper you have to type and provide what websites you used to achieve finishing the paper. What is also nice is that you dont need to go through huge books for one small piece of information. It is much easier, looking it up on the computer. Speaking of not using big books for imformation computers don't use paper and will lead us to a healthier tomorrow! Millions of toms of paper land in landfills each day! By using computers we could read online and conserve paper! Another fantastic fact is that computers will grow in the future. people have already created touch-screen computers and computers will grow even more! Many people think that using computers is a bad thing, but look at the facts! Doesnt the newspaper write the newspaper on computers? If they didnt, they would be having hand cramps all the time! And what about docters dont they have your medical history on the computer, if not all these papers would get lost! Like in the beginning, computers help us learn, keep in contact with people, and are our future.",Does the essay present a clear opinion on the effects of computers on people?,1,val,c9
8,701,"Dear @LOCATION1, @CAPS1 you believe people spend way to much that on computers? In a survey @PERCENT1 out of @NUM1 of people rather go on the computer then take a walk in as parts. People who spend a lot of time on computers are lacking important things. For istance, they spend so much time on computer they have lose time to exerise, enjoy natue, and interact with friends and family. Computers have a negative effect on people. Many people don't excerise for only @NUM2 min. But when you are distracted on your computer aming or facebooking you forget to excrise or just go it for @NUM3 min. Because you want to get back to the computer. Computers on your desk starring at you and you sampled to go on. While, the yoga mat or weights sit on ground sterring at you too. However, the computers is mak fun and less woris. Therefore, your more willing to go on computer then excrise. Computers make it hand to excrise because your less into thinking how to this right and take you the because your thinking about a computer game, you played facebook, email and bunch more things on computer. So computers are unhealthy for people to have. Nature is beatiful, how the trees sway in the and butterflies fly in the air then there are all type of seasons with beatiful senery and. However there re stuffy room with sholves a desk and some picture that's the serey the people got when @MONTH1 are on the computer all the time. People are missing out on enjoying nature little and big beatities. People comuter aren't walking on beach on taking a nice long hike in woods dad not taking a stroll in a ark these are missing out on getting some fresh air and seeing the senery nature has to offer us. Instead they are sitting chair starring at a computer screen. However, pretty could that be compared to enjoying nature beatity? Computers are testing away people enjoying nature. Hanging-out with friends are family is a fun thing to @CAPS1 but how are you suppose to long out with them if your to the computer? They aren't going to internet with their friends or family. This could affect their future they could grow up sad and lonely aren't know how to act around people they get job their works around people. The people who are addicted to computer are missing out an doing something fun with some they lose or enjoy to be around. Computers could be people far away friends but how about instead call that friend on. They probably rather hear wire then. See a message so computers interesting with friends and family. Now, that you know how had the computers affect people you can understand why I'm computers. They cut in the peoples the excrise, and have people not enjoying nature. people want hang out with friends and famlies. So hopefully you can see what a bad affect computers have.",Does the essay present a clear opinion on the effects of computers on people?,1,train,c9
9,133,I believe computers are a benefit to society. Computers help hand eye cordination they make it easy to learn about different places and allow people to talk and video chat. Computers teach hand eye cordination when typing and eventually you get so good you dont ever have to look down at the keyboard. you can search for anything on the internet and if you want to learn about a country you can search it and find out all new things you never knew before. Maybe you want to go on vaction to another country and can't decide which country to go to you can go on the computer and look up tourist attractions in those countrys to decide which are you want to go to. If you are on vaction or live in a different place from you and want to see them you can video chat with them over the computer. Those are the reasons why I think that computers are a benifit to our society.,Does the essay present a clear opinion on the effects of computers on people?,1,train,c9
