,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
0,42,8,0,8,2,1,0,0,2,8.200000000000001,8.841846274778883,1.0,11.9283,8,1,1,1,5,2,0,train
1,212,31,0,22,9,6,4,0,2,12.13225806451613,10.686352973137792,3.25,10.642512903225807,22,4,13,6,20,12,1,train
2,207,39,1,28,9,7,3,7,4,8.002564102564103,8.841846274778883,1.25,9.383433333333334,28,4,3,2,27,8,2,test
3,214,38,0,25,8,11,5,0,3,9.063157894736841,9.516144504307135,1.5,10.340594736842105,22,4,6,5,24,11,3,train
4,281,51,2,42,11,7,3,2,4,9.805882352941177,11.20814326018867,2.25,11.080272549019607,41,4,9,8,33,17,4,train
5,170,26,0,15,10,7,1,2,3,18.092307692307692,15.903189008614273,8.0,13.428407692307694,15,1,8,5,14,11,5,train
6,381,76,1,45,13,14,4,8,12,8.65263157894737,7.168621630094336,2.75,9.14968947368421,44,4,11,2,42,12,6,train
7,158,30,0,23,4,4,4,2,3,13.333333333333336,11.20814326018867,6.0,8.808833333333332,23,1,6,2,14,4,7,train
8,19,5,0,5,1,1,0,0,1,2.0,3.1291,0.0,7.0425,5,1,0,0,1,0,8,train
9,114,20,0,16,5,3,0,2,3,6.666666666666668,7.793537801064561,1.6666666666666667,9.493666666666666,17,3,4,3,12,5,9,test
10,163,32,0,26,8,5,2,1,4,8.200000000000001,8.841846274778883,1.0,10.4479875,24,4,4,4,19,9,10,train
11,174,33,2,23,7,6,3,4,6,16.83636363636364,14.554592549557764,8.0,10.536633333333334,26,1,8,4,19,9,11,train
12,92,19,1,11,2,2,1,0,3,11.810526315789474,11.20814326018867,3.0,14.551531578947367,11,1,3,2,14,4,12,train
13,114,22,0,20,2,3,3,4,2,14.254545454545458,13.023866798666859,3.0,10.469518181818183,20,1,3,3,12,6,13,test
14,108,19,3,17,4,0,2,2,2,9.705263157894738,8.841846274778883,4.0,8.734163157894738,19,1,4,1,11,4,14,test
15,131,24,0,19,3,2,3,1,3,5.733333333333334,7.168621630094336,1.0,8.539516666666668,17,4,4,2,13,4,15,train
16,82,10,0,9,3,1,0,0,3,12.0,11.20814326018867,6.0,13.6065,9,1,6,2,6,6,16,train
17,15,3,2,3,1,0,0,0,0,14.533333333333335,8.841846274778883,0.0,19.5753,4,1,0,1,5,2,17,train
18,267,52,0,37,11,7,3,2,6,13.856410256410255,13.023866798666859,2.6666666666666665,10.26565641025641,35,3,8,9,27,12,18,train
19,203,35,0,22,5,5,1,2,3,9.214285714285714,9.516144504307135,1.5,11.288785714285716,23,4,6,5,20,9,19,test
20,54,12,0,8,2,0,1,0,3,4.800000000000001,3.1291,0.0,9.495033333333335,8,1,0,0,8,3,20,train
21,79,8,3,8,2,1,0,0,1,13.200000000000001,11.20814326018867,4.0,13.902050000000001,13,1,6,2,12,4,21,test
22,141,27,0,22,4,6,1,3,4,9.844444444444445,10.125756701596842,1.5,11.323877777777778,22,2,3,3,16,9,22,train
23,138,23,0,17,6,6,3,0,1,5.778260869565218,7.168621630094336,1.5,12.159960869565218,17,4,6,2,19,9,23,train
24,66,12,0,12,4,2,0,0,2,8.133333333333335,8.841846274778883,3.0,9.495033333333335,13,1,3,1,7,3,24,test
25,335,60,2,38,15,9,3,2,11,9.466666666666667,9.888512548439397,1.8,7.3897,38,5,9,7,41,10,25,train
26,67,11,0,10,4,1,0,1,2,11.672727272727274,11.20814326018867,3.0,14.230281818181819,11,1,3,2,9,6,26,train
27,181,36,2,25,6,5,2,0,4,18.844444444444445,14.554592549557764,4.0,8.930988888888889,27,1,4,4,13,4,27,train
28,102,12,3,10,6,3,0,0,1,14.8,13.023866798666859,6.0,12.1267,16,1,4,4,17,8,28,train
29,208,37,0,28,4,7,3,1,5,8.024324324324324,9.516144504307135,1.75,10.069894594594595,28,4,7,5,24,9,29,train
30,215,34,1,26,10,5,1,4,2,13.945098039215688,12.457975602129121,2.6666666666666665,13.022456862745099,26,3,8,8,23,15,30,train
31,39,6,1,6,2,0,0,0,0,2.4000000000000004,3.1291,2.0,17.092433333333332,8,1,2,0,7,4,31,train
32,19,1,0,1,1,0,0,0,0,40.400000000000006,8.841846274778883,1.0,19.476100000000002,1,1,1,1,1,1,32,train
