,essay_id,pred
1,18399,4.57023286819458
2,19165,-3.258493661880493
3,19333,-1.27633798122406
4,18874,0.0988643616437912
5,18217,-0.11212746798992157
6,19162,-3.7294154167175293
7,18237,-0.5247732400894165
9,19229,5.759100437164307
10,18627,-1.4592552185058594
11,18325,-3.641282796859741
12,19212,5.2620368003845215
13,19107,-3.7566559314727783
14,18977,1.5340293645858765
15,19096,-0.5370328426361084
16,18429,1.0144355297088623
17,19208,-0.5782012343406677
19,18919,1.6353858709335327
20,18925,-2.3874127864837646
23,18374,-6.678310394287109
24,19176,0.3553937077522278
25,18362,5.934537887573242
26,18442,2.399538278579712
27,18345,2.4037206172943115
28,19025,-0.9726402759552002
29,18535,-6.678049564361572
30,19202,4.339900493621826
31,18656,5.34818696975708
32,18354,-6.381405353546143
33,19017,-3.4600136280059814
34,17933,-2.274355411529541
35,19331,3.635356903076172
36,18244,0.47556090354919434
37,18934,-1.8951716423034668
38,17937,-4.563571453094482
39,19275,6.851041316986084
40,19007,0.033241186290979385
41,18554,4.3389434814453125
42,19546,-3.2905170917510986
45,19187,-1.3286296129226685
46,18525,3.584080696105957
47,18108,-3.1952924728393555
50,17867,0.13282763957977295
51,17917,-4.216067790985107
52,19378,5.745731830596924
53,18780,3.569061756134033
54,18713,0.1960289031267166
55,18727,-0.31168943643569946
56,19353,-6.983771800994873
57,18142,6.880156517028809
58,19108,-2.0993311405181885
59,19286,1.7561923265457153
60,19311,6.394186496734619
61,19213,-2.333204984664917
64,18530,-2.55258846282959
65,18715,2.420499086380005
66,18152,-7.028817653656006
67,18765,6.008388042449951
68,18718,-7.005587577819824
69,18391,1.9630426168441772
70,18219,-0.9184527397155762
71,18572,-1.6469157934188843
72,18026,-1.3974429368972778
73,18857,7.024218559265137
74,19398,-5.2991557121276855
75,19000,2.079162359237671
76,18974,5.592872619628906
77,18336,0.6097605228424072
78,18185,-2.063051700592041
79,19375,-1.922823429107666
80,18295,-1.8804234266281128
83,18682,7.032139778137207
84,18674,-0.8070167303085327
85,18015,2.8237297534942627
86,19168,-3.400627613067627
88,18187,6.7614545822143555
89,19057,0.10620446503162384
90,18807,-6.749733924865723
91,19332,-2.773923635482788
92,19507,1.9068812131881714
93,18132,2.078770160675049
94,19448,-0.03613629564642906
95,17943,-0.9301894307136536
96,19082,-2.4467782974243164
97,19524,4.88413667678833
98,18871,-1.5463473796844482
99,18528,5.735245227813721
101,19211,6.162409782409668
102,18768,-1.7889503240585327
103,19319,-2.1193745136260986
104,18463,-2.750225782394409
105,18654,-1.9899235963821411
106,19241,4.896069526672363
107,17910,3.0577282905578613
108,18706,2.73911714553833
109,18276,-0.5571470260620117
111,19129,-2.9706575870513916
112,18764,-4.980543613433838
113,18210,1.247848391532898
114,19293,-0.18322987854480743
115,18481,-6.825438499450684
