,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
0,226,48,3,39,6,2,1,1,5,7.233333333333333,6.42735559955562,1.3333333333333333,7.061766666666667,41,3,4,1,25,2,0,train
1,129,24,1,21,3,1,0,0,4,9.8,10.125756701596842,2.0,8.1792,22,2,4,3,13,3,1,train
2,263,48,2,39,7,2,2,0,9,7.300000000000001,8.07648339933343,1.25,6.534408333333333,39,4,5,3,28,6,2,test
3,240,46,0,40,4,2,3,1,7,7.0028985507246375,7.793537801064561,1.3333333333333333,7.48638115942029,40,3,4,2,31,5,3,train
4,425,74,5,61,16,6,2,5,8,8.082162162162163,9.3871,2.6,8.424769189189188,65,5,13,5,54,12,4,train
5,130,24,0,23,1,1,0,2,5,6.466666666666668,8.841846274778883,2.0,9.495033333333335,25,2,4,2,13,4,5,test
6,127,22,0,21,3,0,1,0,2,6.218181818181819,10.125756701596842,2.5,7.770736363636364,22,2,5,3,12,4,6,train
7,173,32,1,31,3,1,2,3,5,8.9,8.841846274778883,3.5,7.390725,31,2,7,2,17,5,7,test
8,247,46,0,37,7,3,1,3,8,10.93913043478261,8.841846274778883,4.0,9.582952173913045,37,2,8,2,24,9,8,train
9,302,58,5,47,7,3,4,3,9,9.802298850574713,8.841846274778883,2.0,8.679054022988506,48,3,6,3,37,8,9,test
10,135,26,1,22,2,2,1,2,4,6.738461538461539,7.168621630094336,2.0,8.532453846153846,24,2,4,1,14,4,10,train
11,42,7,0,6,0,0,1,0,0,2.8000000000000003,11.20814326018867,2.0,0.3472,6,1,2,2,3,0,11,train
12,146,29,0,26,3,0,1,0,5,7.028571428571429,7.168621630094336,1.5,8.842328571428572,28,2,3,1,18,4,12,train
13,346,64,3,55,11,4,2,3,10,8.016666666666666,8.841846274778883,1.6666666666666667,7.372910416666667,53,6,10,6,39,8,13,test
14,245,50,1,39,6,1,2,2,7,5.800000000000001,5.985473137389441,1.5,6.4671,40,4,6,1,24,4,14,train
15,101,21,1,19,6,1,0,0,2,6.104761904761905,7.168621630094336,0.5,6.4130142857142864,22,2,1,1,13,1,15,train
16,165,30,0,24,5,3,0,1,4,8.666666666666668,10.125756701596842,2.5,8.064833333333333,25,2,5,3,13,4,16,train
17,435,82,2,52,9,4,1,1,11,8.68780487804878,8.07648339933343,2.0,8.311958536585365,52,4,8,3,43,13,17,train
18,69,11,0,11,1,0,1,0,3,11.672727272727274,11.20814326018867,3.0,14.230281818181819,12,1,3,2,9,3,18,train
19,188,33,0,29,5,2,3,1,4,14.412121212121214,14.554592549557764,5.0,9.101178787878787,31,1,5,4,25,3,19,train
20,187,34,0,26,3,1,1,4,2,11.505882352941178,12.161744961471694,3.0,8.65940588235294,27,2,6,5,16,7,20,train
21,102,21,0,21,1,2,3,0,2,4.2,3.1291,0.5,8.668728571428572,21,2,1,0,15,2,21,train
22,529,96,3,70,13,5,4,5,17,10.18,10.355215969177355,3.4,8.700799166666666,66,5,17,8,51,20,22,train
23,287,60,0,45,7,3,1,3,8,4.800000000000001,5.683917801722854,0.8,6.6002,45,5,4,1,25,6,23,train
24,219,43,0,30,7,3,1,1,8,8.6,3.1291,2.0,7.27336511627907,29,2,4,0,18,3,24,test
25,221,41,0,33,7,1,0,1,5,8.333333333333334,8.841846274778883,2.0,9.034833333333333,32,3,6,3,22,7,25,train
