index,Id,EssaySet,Score1,Score2,EssayText,split
1650,20579,8,2,2,"The background information has a significant effect on Paul.  When Paul first learns from his coach that Mr. Leonard was a star athlete, he goes and asked about what happened.  Mr. Leonard told Paul that he could not read and fluncked out of college, which Paul himself could relate to.  In the end they both bettered the other and a way.",train
379,20837,8,0,0,"That why would he be teaching him how to run the hurdles if he was so good and also to ask him why he is the hall monitor for the school, not a track star person.",train
675,21094,8,0,0,Mrs. Leonard didn't want him to go to the reading center.,train
175,21069,8,0,0,It made people think of him different.,train
84,21260,8,2,2,This effected Paul because he saw how the hall monitor helped him succeed in a sport so he wanted to help the hall monitor read. Paul connected Leonard because they both had a hard time reading.  Once Paul knew Leonard couldn't read that well he decides to teach him as Leonard tought Paul. Leonard was a great athleet but got kicked out of school when he flunked out of school.,train
858,20690,8,0,0,The effect is embarrassment and and sadness. Here are details from the story. 'The emotions in Mr. Leonard's words were all too familiar to me. I knew them well-feelings of embarrassment when I was called upon to read aloud or when I didn't know an answer everyone else knew.',train
1327,20068,8,0,0,Mr.Leonard told Paul that he could go big with his runing careerif he worked har at it and had Pual workout with the team.,train
270,20456,8,2,2,"The background information Paul gets about Mr. Leonard effects Paul becuase, he learns that Mr. Leonard has the same feelings, and the same problem he does. That makes Paul feel like he isn't alone, and that he could try to help Mr. Leonard with the same problem Paul has with reading. It also makes him feel like he can acheive things, that he didn't know he could.",train
146,20577,8,2,2,"He could feel what Mr. Leonard was feeling, and he felt as if he needed to help with out with something, just as he helped Paul. So, he was going to teach him how to read.",train
1322,21500,8,1,2,"Paul was suprised that Mr. Leonard wasn't good at rading. He was shocked when he saw that Mr. Leonard was a college track star but, not a good student.",train
460,20052,8,1,0,Paul can relate to the information quite well. The emotions he heard in Mr. Leonard's words was kind of what he felt like when he was called on on class to read aloud or when everyone knew an answer and he didn't. Both Paul and Mr. Leonard can relate to one another.,train
1625,20085,8,1,1,"Mr. Leonard was a good athlete but not a good student, not because he didn't try but because he couldn't read very well. Paul and Mr. Leonard are similiar because they are both good at hurdles but they had trouble reading. 'The college scouts told me that my grades didn't matter, that I'd have tutors to help me, but college work is a whole lot harder than high school work. I lost my scholarship and flunked out.' He wanted Paul to be a good reader so that if he gets a scholarship for hurdles than he wouldn't lose it because of his grades.",train
946,20584,8,0,2,The information it like how paul is struggling to read and that M. Leonard was going throught the same thing and that if he helped Paul then paul would help him read and overcome the embarrasment of not being able to read well.,train
179,20217,8,2,1,I think that the background effected Paul in a good and bad way. Paul understands and knows how Mr. Leonard feels. Paul tells Mr. Leonard to come on and that it is time to start his training.,train
1520,20528,8,0,0,"Near the end of the story, Paul reads that Mr. Leonard has had problems with reading, although he was a great track hurdler. That had a big effect on Paul because Paul has the same problem, which is That he can't read. He goes to the remedial reading program so he can learn to read. The coach knew that, so he had Paul do the hurdles so he could show Paul that even though you can't read, you can still do well in other areas, but you should still try your hardest cause life is hard when you can't read well.",train
1101,19977,8,2,2,"The information Paul finds about Mr. Leonard on the website is surprising to him.  He found out that Mr. Leonard also had, and still does, trouble reading.  Mr. Leonard was a great hurdler in college and flunked out of school because he could not read.       Paul finds this to be surprising.  He feels empowered to help Mr. Leonard to learn how to read, since Mr. Leonard has helped him learn to jump hurdles and get pass obstacles, like not being able to read very well or at all.",train
1208,20938,8,0,0,Mr. Leonard has background infromation he doesn't want to tell Paul because his college sport he played he was disappointed on.,train
939,20375,8,2,2,the effects that the background information had on Paul was that he felt good and surprised because you wouldn't think a hall monitor would be like that.he felt surprised about being trained by Mr. Leonard because he was a track star in college and set records in the 400 meter.,train
1796,20234,8,2,2,"When Paul found out that Mr. Leonard won the 400 meter hurdles he was surprised. When he seen Mr. Leonard the next day at practice he asked why he did not tell Paul about his award and record breaking college life. Mr Leonard responded with, ' Things were different back then, the college scouts told me that my grades didn'y matter, that I'd have tutors to help me, but college work is a whole lot harder then high school work. I lost my scholarship and flunked out. No nother school wanted a runner who couldn't read.' So in the end Paul had realized Mr. Leonard had changed his life so it was time to change his. Paul took him to class and said, 'C'mon, Mr. Leonard, It's time to start your training.'",train
