,essay_id,pred
0,8905,2
1,9123,1
2,9754,2
3,9383,2
4,10003,2
5,9633,2
6,9790,1
7,9954,2
8,8945,2
10,10261,1
11,9977,0
12,9432,2
13,9654,1
15,9053,2
16,10578,2
17,9786,2
18,9182,2
19,10096,1
20,10191,2
21,9141,1
22,9842,1
24,9843,2
25,9446,1
26,10357,1
27,10523,2
28,10423,2
30,8947,1
32,9081,2
33,9714,2
34,9190,2
35,9134,2
36,8987,2
37,10501,2
38,9845,2
39,9587,2
40,10621,1
41,9026,2
42,10447,2
43,10630,1
44,9622,2
45,10008,1
46,9128,2
47,9627,2
48,9990,1
50,9217,2
51,9329,2
53,8964,1
54,9950,1
55,9693,1
56,10202,1
57,9597,2
59,10245,1
60,10061,1
61,10561,1
62,9519,1
63,8911,2
64,9074,2
65,10562,1
66,10252,1
67,10077,0
68,9819,1
69,9711,2
71,10371,1
72,9495,1
73,9276,1
74,8919,2
76,9508,2
77,9973,1
80,9766,2
82,9307,2
83,9424,1
84,9469,2
85,10143,1
87,9403,2
88,10571,1
89,9309,1
91,9543,2
92,8956,1
93,9983,2
94,9185,2
95,9664,1
96,9012,2
97,9682,2
99,10075,2
100,9199,2
101,9293,2
102,10058,2
104,9500,2
105,9211,2
106,10269,1
107,9502,2
108,9444,2
109,9679,1
110,10136,2
111,9534,2
112,10553,2
113,9733,2
114,10410,2
115,10581,1
116,8983,2
117,9932,2
118,9775,1
119,10444,2
120,9326,1
121,9972,2
124,10382,2
125,10430,1
128,10017,2
129,10608,1
130,9650,2
131,9279,1
132,10427,2
133,10029,2
134,9299,1
136,10389,2
137,10328,1
138,10428,2
139,9135,2
140,10082,2
141,9606,2
142,9344,2
144,10150,2
146,10172,2
148,10119,0
149,9310,2
151,9245,1
152,8974,2
154,9031,2
155,10315,2
157,9897,1
158,10398,1
159,9000,1
161,9391,2
162,8920,1
163,9033,1
166,9868,2
167,9017,2
168,9740,1
171,10568,2
172,9629,1
173,8962,2
174,8910,1
175,10033,1
176,10041,1
179,10280,2
180,9362,2
181,10365,1
182,8868,1
183,9317,2
184,10007,2
186,9395,2
187,9912,2
188,10622,1
189,10340,1
190,10460,1
191,10087,2
192,8955,2
194,9161,2
195,10012,2
197,10599,2
198,10572,2
200,10519,2
201,9435,1
202,8899,1
203,10421,1
204,10377,2
205,10083,2
206,10606,1
208,9171,2
211,10620,2
212,10640,2
213,9846,2
214,9407,2
215,9224,1
216,9367,2
218,10112,1
219,9177,2
220,10054,2
221,9142,1
223,9485,2
224,9236,2
226,10387,2
227,8929,1
228,9855,2
229,8967,2
230,9686,1
233,10478,1
234,9915,1
235,10541,1
237,10184,2
238,9802,1
239,8875,1
241,9169,1
242,10271,2
243,9453,2
244,9232,2
245,9727,2
246,9728,1
248,9040,2
249,9987,1
250,9297,1
253,9292,2
255,8882,2
257,10338,2
259,10015,2
260,9535,1
261,9411,1
262,9924,1
263,9810,2
264,9675,2
265,9122,2
266,10292,1
267,10624,1
269,8969,2
270,9105,2
271,10026,2
273,10262,1
274,9220,2
275,9231,1
276,9809,1
277,9061,2
278,9532,1
280,8924,2
281,9525,2
282,10289,1
283,9311,1
285,9002,1
287,9998,1
288,10318,2
290,10270,2
291,8932,1
292,9981,2
293,10436,2
295,9129,1
296,9271,1
297,9192,2
298,9610,2
299,10160,2
300,10027,2
301,9710,2
302,9538,2
303,10260,1
304,9949,1
305,9698,2
306,9405,2
307,9137,1
308,9515,3
309,9132,2
311,9096,2
314,9269,2
315,10274,1
317,8878,1
318,10326,1
319,10426,1
320,9738,3
321,9965,2
322,9253,1
323,9833,2
324,10332,1
325,9341,2
327,10509,1
328,9747,1
330,10125,2
331,10331,0
332,9021,2
333,10576,2
334,9734,2
336,9085,2
337,10626,2
338,10441,2
339,9178,2
340,9191,2
341,10039,1
342,10636,2
343,9752,2
344,9324,1
345,9875,2
346,9939,2
347,10055,2
348,10445,1
350,9059,1
351,10253,2
352,9636,2
353,9151,1
354,9792,2
355,9829,3
357,9931,1
358,9899,2
360,9707,2
361,10358,1
362,10506,1
363,9575,1
365,9011,2
366,10545,2
367,9202,1
368,9541,2
369,8942,1
370,10152,2
371,10099,2
372,9768,1
373,10431,1
374,9296,1
375,9853,1
377,10452,2
378,9180,2
379,10113,1
380,10127,2
381,8874,1
382,9402,3
383,9229,2
384,9034,2
385,9408,2
386,10380,1
388,9154,1
389,9735,1
390,10071,1
391,10095,2
393,8923,2
394,10066,2
395,9814,1
397,9545,1
398,9600,2
399,8935,2
400,10115,1
402,9228,2
403,9778,1
404,9106,2
405,9089,2
406,9010,1
407,10437,0
411,9175,2
412,10337,2
413,9284,1
414,9908,1
416,9877,1
418,9315,2
419,9173,1
420,9114,2
421,10356,2
422,9158,2
424,10554,2
425,9188,2
426,8873,2
427,9499,1
428,9103,2
429,9346,2
430,9769,1
431,9145,2
432,10243,2
434,9043,2
435,9864,2
436,9818,2
438,10178,2
439,9561,2
440,9458,2
441,8908,2
443,9993,2
444,9651,2
445,9940,2
448,9486,1
449,10022,0
450,9131,1
451,10166,2
453,10121,2
455,10373,1
456,10360,1
458,9375,2
459,9062,0
460,9481,2
461,8949,1
462,8938,1
463,9503,2
465,9397,1
466,8879,2
467,9713,2
468,9582,1
469,9959,1
470,10588,2
471,10210,1
472,9204,2
473,9489,2
475,9189,1
476,9776,1
477,10212,2
478,10198,2
479,10449,2
480,10238,1
481,9583,2
482,10414,1
483,9905,1
484,8866,2
485,9097,2
486,9214,2
487,9108,1
489,9314,1
490,10593,1
491,10641,1
492,9945,1
496,9377,1
497,8977,2
498,9233,1
499,9870,1
500,9936,1
501,8990,1
502,9077,2
503,10567,1
504,10635,2
