,Id,EssaySet,Score1,Score2,EssayText,split,llm
904,18377,7,0,0,Guilty would describe Rose because in paragraph 19 Rose was afraid to tell Aunt Kolab because the dosen't want to hurt her aunt and she also thought that her aunt would tell her mother so Rose just kept it to herself.,train,Score: 2
905,18562,7,0,0,Rose is a nice person. She works hard at school and she helps out her family. She also has a part time job. She shows that she cares for her sister.,train,The answer provides multiple traits
907,18598,7,0,0,"One trait is the fact that she doesn't want to hurt her family, no matter the reason, so she decides to lie. In paragraph 19 she puts this theory into effect.",train,Score: 1.
909,17675,7,0,0,"Rose is overwhelmed, you get this idea because whenever you look at the things Rose says you can imagine the feelings that are going through her. One of the examples would be the essay- Rose is overwhelmed with her busy life that she's barley having enough time to just write an essay for the contest.",train,Score: 1.
910,18528,7,2,2,"A trait that Rose shows in her conversation with Aunt Koleb is caring. She begins the conversation with Anna by asking, 'Are you worried?' This shows how she cares about her sister. She also mentions to Anna how her father has to work hard to send Paul to college. Anna sincerely cares about Paul and her little sister, and wants to go to college herself.",train,The answer provided has some
911,17646,7,2,2,"In the story, Rose is hopeful. In Paragraph 11, she stated that her brother Paul will finish college, in addition, he will get a good job, and then pay for the two sisters college education.",train,Score: 2
912,18055,7,0,0,"In the story, Rose changes the subject when Anna reveals that she had had a bad dream. This shows me that Rose is too concerned about her own problems. Also, Aunt Kolab starts offering to do extra work so that Rose wouldn't have to do as much work, and this also shows to me that she is to concentrated on how busy she is.",train,The answer provided has some
913,18065,7,0,0,"I think Rose tries to help the family out a lot, but being so young and trying to do everything is hard for her. While Rose was talking to her Aunt Kolab, her aunt said, 'Do you feel so weighed down by what you're doing to help this family?' Rose only nodded and fell silent. I think this shows that Rose is young and does a lot for her family/",train,Score: 2
914,18518,7,0,0,"Rose is a very two-faced person. In her conversation with Anna, she faked a laugh that she knew wasn't there. ('She tried a laugh that sounded fake even to her.') And for what reason? to simply get Anna to leave. Additionally, when she spoke with her Aunt Kolab, she did NOT tell her how she really felt because she knew that she would get mad.",train,Score: 2
915,17479,7,0,0,Anna is very courageous. She doesn't mind working hard for the family even though it might hurt her. An example of this is how she works a four hour shift after school to bring in money to help pay for her brother's schooling.,train,The answer does not fully
916,18017,7,0,0,One trait that can describe Rose is stress. Why I say stress is because in the begining she is getting home from having to work all the time. Also she has a long essay to write along with fixing food. With all of this going on its going to cause stress on her which is causing her dreams. Since she realizes this she goes and talks to her aunt even if she wanted to hold it all inside.,train,Score: 1.
917,17880,7,1,1,I think she is caring. I believe this because when her little sister comes in all worried she pretty much tells her that everything will be okay.,train,Score: 2
919,17879,7,0,0,"The conversation they had about the family, Aunt Kolab asked Rose if she was feeling weighed down by what she was doing to help her family. She didn't answer, because she knew if she did Rose would have hurt her aunt and her aunt would probably go tell her mom.",train,Score: 2
921,17116,7,2,2,"One trait of Rose's is reassurance.  She tries to reassure her sister that everything will be better when she says, 'Then he'll get a good job, Anna, and he'll pay for you and me to go to college.'  This statement clearly proves the point of her being a good big sister and trying to make her sister feel better.",train,Score: 2
922,17427,7,0,0,They are in the same family and like roses,train,Score: 0
923,18382,7,0,0,Rose can be described as overwhelmed. She is noted quite a few times through out the story as being overly busy.,train,Score: 1.
925,17009,7,0,0,"Rose has an introverted personality. She listens to what the other person has to say and then internalizes her thoughts and emotions without communicating them aloud. By beind too afraid of telling her aunt how she truly feels and by just assuring Anna that their parents are doing their best for the family, this character seems to keep her true opinions to herself.",train,Score: 2
