,Id,pred
0,18402,1
1,17285,1
3,18679,2
4,18034,1
6,18630,2
8,17343,2
10,18185,2
11,17658,1
12,18064,2
14,17211,2
15,17074,1
16,18113,2
17,17261,2
18,17612,1
19,17036,1
20,18066,2
21,17780,1
22,17661,1
23,17361,2
25,18160,2
26,17133,1
27,17930,1
28,17650,1
29,18596,1
30,18186,2
31,17483,1
32,16996,1
33,18376,2
35,17002,2
36,17103,1
39,18404,1
41,18427,2
42,17404,1
43,18558,2
45,17172,1
46,18176,1
47,17379,2
48,18495,2
49,17323,2
50,18334,2
51,18566,1
53,17545,2
54,18054,1
55,17697,1
56,17959,2
57,18424,2
58,17619,2
59,17205,1
60,17310,1
63,17739,2
64,18485,1
67,18189,2
70,18347,1
71,18716,2
72,18355,2
73,17960,1
74,18086,1
76,18692,2
77,18194,1
78,17454,2
80,18139,2
81,18357,1
83,18338,2
84,18261,2
85,17017,2
87,17773,1
88,17288,1
90,18249,1
91,18504,1
92,17752,2
93,17328,1
94,18724,2
95,17010,1
96,16972,1
97,18237,2
98,17564,1
99,18657,1
100,17902,2
101,18042,1
104,17721,1
106,18698,1
107,18623,1
108,18437,1
109,18159,2
110,17334,1
111,17037,2
112,17860,2
113,18228,2
114,17841,2
116,18662,1
117,17458,2
118,18576,1
119,17678,1
120,17840,1
122,18472,1
123,17921,2
124,18511,1
125,17353,2
126,18292,1
127,18001,2
128,17276,1
129,17444,2
130,18331,2
131,17378,1
132,18400,1
133,18072,2
134,17445,1
135,17198,1
136,17305,2
137,18033,1
138,18145,1
140,18289,2
142,18608,2
143,18170,2
144,18523,1
145,17547,2
146,17578,1
148,18375,1
149,17282,2
150,18728,1
152,17796,2
153,17572,1
154,18586,2
155,17109,2
156,17906,2
157,17484,1
158,17822,1
159,18740,2
161,17512,2
162,18129,2
163,17681,1
164,17491,2
166,18187,2
168,17253,2
169,17440,2
170,17624,1
171,18117,2
173,18061,2
174,17558,1
175,18070,1
176,17280,1
177,17986,2
179,17218,1
181,17770,1
182,18301,1
183,17855,2
184,18094,2
185,17525,2
187,17502,2
188,18640,1
190,17108,1
192,17591,2
193,17722,2
195,18509,2
196,17802,1
197,17240,1
198,18346,2
199,17764,2
200,17001,1
201,18502,1
203,17050,1
205,18079,2
207,18477,1
208,18631,2
209,17955,2
210,17329,2
212,17804,2
213,18212,2
214,18304,1
215,17897,1
216,17020,2
217,17713,1
218,18069,2
219,17046,1
220,18290,1
221,18688,2
222,17786,2
223,17067,2
224,17342,2
225,17639,1
226,18206,2
227,17849,2
228,17158,1
230,17024,1
231,16990,2
232,17254,1
234,18747,1
235,17317,1
236,18741,2
237,17366,2
239,17983,2
240,18078,1
242,18522,2
243,18647,1
244,17747,1
245,17964,2
246,17368,2
247,16993,2
250,17289,1
251,17443,2
253,18373,2
255,18059,1
256,17843,2
258,18121,2
260,18021,1
261,17698,1
262,18285,1
263,18727,2
265,17267,1
267,17779,2
268,18174,1
269,17526,0
270,17457,1
272,16973,2
273,18431,1
275,17315,2
276,17314,1
278,18665,1
279,17487,1
280,18297,2
281,17336,1
282,18643,1
283,17077,1
284,18525,1
285,17250,1
286,17060,1
287,17196,2
288,18299,1
290,17821,2
291,18581,2
292,18693,2
293,17995,1
294,17326,2
296,17756,2
297,17015,2
298,17632,2
299,17400,2
300,17582,2
301,18721,2
305,18661,2
306,17377,2
307,17414,1
310,17907,1
311,17693,2
312,18464,2
313,16956,2
314,17570,1
316,17219,2
317,17385,2
319,18395,2
320,18096,1
322,17903,2
323,17552,1
