,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
0,204,34,0,28,12,5,0,2,3,6.886274509803923,8.841846274778883,3.6666666666666665,9.30716274509804,28,3,11,3,18,11,0,train
1,380,73,0,55,17,10,0,6,9,11.925114155251142,10.504223727775692,4.666666666666667,9.602063470319635,53,3,14,5,40,14,1,train
2,349,64,0,47,17,9,0,5,8,11.033333333333333,10.504223727775692,5.666666666666667,10.615883333333333,45,3,17,5,34,17,2,test
3,473,92,4,65,21,8,2,6,15,9.038241758241758,8.238735603445708,3.2,11.479879340659341,64,5,16,4,65,17,3,test
4,377,70,0,48,14,13,2,3,9,7.885714285714286,8.238735603445708,2.8,9.0679,49,5,14,4,38,11,4,test
5,434,78,3,56,19,9,4,8,4,5.712820512820514,5.46131890053228,3.5,11.366556410256411,54,6,21,1,55,22,5,train
6,240,46,1,37,10,6,1,4,7,10.93913043478261,8.841846274778883,4.5,9.926213043478262,40,2,9,2,26,11,6,train
7,397,77,0,55,18,12,3,6,9,10.786147186147188,6.42735559955562,4.666666666666667,10.651384848484849,53,3,14,1,39,15,7,train
8,162,31,1,26,8,5,0,2,5,5.423655913978495,7.793537801064561,2.3333333333333335,11.280001075268817,26,3,7,2,24,8,8,train
9,364,66,2,45,12,9,4,3,8,9.406060606060606,6.42735559955562,4.666666666666667,10.469518181818183,44,3,14,1,37,17,9,train
10,506,86,1,63,20,11,4,6,7,13.251162790697675,12.161744961471694,6.0,10.761853488372093,63,4,24,10,51,26,10,train
11,180,33,0,26,8,4,1,2,1,5.516666666666667,6.42735559955562,2.6666666666666665,10.580254166666666,25,3,8,1,21,8,11,train
12,476,87,1,61,15,9,4,7,9,9.718620689655172,9.3871,4.8,10.488850344827586,63,5,24,6,54,20,12,train
13,542,106,0,77,19,13,3,9,15,12.404761904761905,9.516144504307135,3.5,9.149166666666668,77,4,14,5,59,14,13,train
14,365,63,1,47,13,12,1,6,9,9.484444444444444,10.355215969177355,2.8,9.524793333333335,49,5,14,8,34,17,14,train
