,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
0,565,99,2,75,21,13,0,8,12,10.640404040404041,10.864195022040775,2.8333333333333335,7.166314141414142,71,6,17,11,63,16,0,train
1,194,33,1,30,9,5,1,2,5,11.44848484848485,11.20814326018867,4.0,9.718233333333334,30,2,8,4,21,7,1,train
2,70,14,0,11,0,0,0,3,4,8.457142857142857,13.023866798666859,3.0,6.586614285714286,11,1,3,3,4,2,2,test
3,257,42,2,36,14,5,2,2,8,15.06666666666667,14.554592549557764,5.5,9.941433333333334,37,2,11,8,27,13,3,train
4,130,22,0,20,8,4,0,0,6,12.436363636363637,11.20814326018867,5.0,8.316336363636363,20,1,5,2,11,4,4,train
5,165,29,2,24,4,3,1,0,4,7.179310344827586,8.841846274778883,2.5,7.622596551724138,24,2,5,2,19,5,5,train
6,756,123,6,91,31,16,6,8,18,12.752845528455286,12.745084868956482,5.0,9.916633333333333,89,6,30,16,89,26,6,train
7,153,21,0,21,7,4,1,2,2,17.923809523809524,17.122413403193683,9.0,12.19714761904762,22,1,9,6,13,9,7,train
8,343,61,2,45,7,6,8,8,8,10.69016393442623,11.20814326018867,2.75,10.346506557377051,46,4,11,8,39,13,8,train
9,51,11,0,11,1,0,0,1,2,4.4,8.841846274778883,1.0,7.053009090909091,11,1,1,1,5,0,9,test
10,233,41,1,37,11,4,1,1,7,10.34471544715447,11.20814326018867,2.6666666666666665,8.5507081300813,37,3,8,6,29,8,10,train
11,381,75,1,54,15,5,5,6,12,10.166666666666668,9.516144504307135,2.5,7.935033333333333,56,4,10,5,39,12,11,train
12,117,17,0,16,5,2,0,2,2,10.458823529411767,12.161744961471694,3.5,11.488688235294118,16,2,7,5,12,6,12,train
13,613,108,7,84,24,11,5,7,20,10.162962962962965,10.864195022040775,2.3333333333333335,8.330596296296296,77,6,14,11,74,19,13,test
14,255,49,3,36,5,5,1,4,5,12.248979591836736,11.20814326018867,3.0,6.462924489795919,35,2,6,4,23,3,14,train
15,232,43,0,38,10,2,1,5,10,9.530232558139536,10.125756701596842,3.0,9.476620930232558,38,2,6,3,23,6,15,test
16,86,15,0,14,4,2,0,0,3,8.666666666666668,8.841846274778883,4.0,9.643833333333333,15,1,4,1,9,4,16,train
17,302,51,2,37,15,10,5,4,6,9.805882352941177,10.125756701596842,2.0,8.293801960784315,37,4,8,6,30,11,17,train
18,433,75,1,54,22,5,0,3,19,8.733333333333334,10.125756701596842,2.0,7.835566666666667,52,6,12,9,48,11,18,test
19,202,39,1,32,11,3,4,2,7,8.276923076923078,9.725611199111238,1.3333333333333333,6.710530769230769,29,3,4,4,21,5,19,train
20,404,65,2,49,15,12,2,1,9,8.025641025641026,10.125756701596842,2.6666666666666665,7.331833333333334,49,6,16,9,51,11,20,train
21,404,70,2,56,12,6,3,1,15,10.428571428571429,11.20814326018867,3.25,8.564785714285716,54,4,13,8,38,15,21,test
22,605,111,6,67,22,15,1,4,13,14.343243243243245,12.161744961471694,3.5,7.857945045045045,62,4,14,10,59,14,22,train
23,285,54,1,44,10,7,0,7,5,6.881481481481481,9.516144504307135,2.25,6.937766666666667,45,4,9,5,27,7,23,train
24,80,12,0,12,7,2,0,1,1,14.8,13.023866798666859,4.0,9.495033333333335,14,1,4,3,11,4,24,test
25,202,33,2,32,13,4,1,1,4,8.036363636363637,8.841846274778883,2.3333333333333335,9.923918181818184,34,3,7,3,25,9,25,train
26,503,91,3,67,18,11,4,5,18,10.796483516483518,10.355215969177355,2.8,8.183066153846154,66,5,14,8,54,15,26,train
27,177,30,1,26,10,6,1,1,3,10.666666666666668,10.504223727775692,2.0,9.395833333333334,27,3,6,5,22,10,27,train
28,396,70,0,54,13,5,6,9,7,9.476129032258065,11.20814326018867,3.0,8.326378709677419,52,5,15,10,37,13,28,train
29,420,82,3,56,13,11,4,5,13,14.347967479674796,11.855464076750408,3.6666666666666665,7.302965040650406,58,3,11,7,33,11,29,train
30,154,26,2,24,6,5,1,0,3,15.015384615384617,13.023866798666859,8.0,10.391869230769231,24,1,8,3,13,9,30,train
31,158,30,0,26,6,2,1,1,4,5.333333333333334,7.793537801064561,1.3333333333333333,7.816833333333333,27,3,4,2,15,3,31,train
32,324,59,0,45,15,5,1,0,13,10.578531073446328,10.504223727775692,3.6666666666666665,8.091119209039547,43,3,11,5,35,10,32,train
33,137,25,0,21,3,3,2,1,4,2.5,5.985473137389441,1.5,8.9993,20,4,6,1,16,5,33,train
34,357,62,3,52,15,8,5,4,8,17.71578947368421,15.247664890283005,8.0,9.759398245614035,51,2,16,9,39,16,34,train
35,414,69,0,45,25,12,2,3,12,10.378260869565217,10.686352973137792,4.25,9.755433333333334,46,4,16,7,42,18,35,train
36,284,53,0,33,16,8,2,2,7,7.564150943396226,8.841846274778883,1.5,7.570869811320755,32,4,6,4,31,6,36,train
37,258,48,0,31,10,1,2,2,7,6.4,3.1291,1.6666666666666667,8.377600000000001,31,3,5,0,28,8,37,test
38,255,43,0,32,10,8,2,3,4,8.951162790697675,9.516144504307135,2.75,10.412258139534885,29,4,11,5,26,12,38,train
39,410,76,0,55,18,7,2,7,14,9.178947368421053,9.516144504307135,3.5,8.318636842105263,55,4,14,5,44,12,39,train
40,162,32,1,29,9,5,4,4,2,5.7,7.168621630094336,0.75,6.5004875,29,4,3,2,21,5,40,train
41,130,21,1,18,6,4,0,0,3,11.81904761904762,11.20814326018867,3.0,10.172538095238096,20,2,6,4,13,6,41,train
42,115,21,0,19,4,3,1,1,2,16.019047619047623,14.554592549557764,6.0,10.693338095238095,19,1,6,4,10,5,42,train
43,23,4,0,4,2,0,0,0,0,1.6,3.1291,0.0,15.6774,5,1,0,0,5,1,43,train
44,827,146,3,104,41,25,4,15,16,6.911154598825831,9.04235418022936,1.9285714285714286,9.128688649706458,107,14,27,15,115,31,44,test
45,493,85,7,62,22,14,5,5,8,11.505882352941178,12.68835289967788,4.2,7.823464705882353,63,5,20,14,59,15,45,train
46,384,68,3,51,13,10,4,4,4,10.329411764705883,11.698219412168324,2.5,7.730582352941177,51,4,10,9,41,10,46,train
47,227,38,1,32,9,4,3,2,8,10.329824561403509,11.20814326018867,2.3333333333333335,8.835556140350878,34,3,7,6,27,8,47,train
48,88,16,0,13,5,1,0,1,4,8.9,8.841846274778883,3.0,9.364474999999999,14,1,3,1,11,5,48,train
49,233,38,0,32,10,5,0,2,9,9.27719298245614,11.20814326018867,4.0,8.835556140350878,31,3,12,6,24,10,49,train
