,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
0,67,12,0,11,1,0,0,0,1,11.466666666666669,11.20814326018867,2.0,10.810866666666666,11,1,2,2,5,4,0,train
1,319,54,1,41,16,10,0,6,4,12.385185185185186,11.855464076750408,3.3333333333333335,10.669855555555555,45,3,10,7,40,16,1,train
2,248,43,0,23,11,12,0,1,5,8.524031007751939,9.725611199111238,3.3333333333333335,8.753944961240311,23,3,10,4,25,9,2,test
3,222,39,1,30,12,9,0,0,6,18.676923076923078,13.023866798666859,9.0,9.214746153846153,31,1,9,3,16,9,3,train
4,373,66,4,49,14,8,3,4,10,10.236363636363638,10.686352973137792,4.25,8.761263636363637,46,4,17,7,38,15,4,train
5,350,56,3,39,20,5,1,7,7,10.194285714285716,10.355215969177355,3.0,11.52309142857143,36,5,15,8,43,25,5,train
6,52,5,0,5,3,0,0,0,1,26.0,13.023866798666859,4.0,16.5165,5,1,4,3,4,4,6,train
7,119,20,2,16,8,6,0,0,4,14.0,13.023866798666859,5.0,8.576,17,1,5,1,14,5,7,train
8,317,51,4,36,10,4,4,3,9,9.937254901960785,9.725611199111238,4.333333333333333,8.19499411764706,37,3,13,5,32,12,8,train
9,14,1,0,1,1,0,0,0,0,40.400000000000006,8.841846274778883,1.0,19.476100000000002,2,1,1,1,2,1,9,test
10,257,42,0,28,13,7,2,4,6,11.314285714285715,11.20814326018867,4.666666666666667,10.346138095238096,24,3,13,6,33,16,10,train
11,290,42,0,30,20,5,1,3,7,16.076190476190476,14.06817628641468,5.333333333333333,12.601852380952382,32,3,17,10,33,19,11,train
12,63,10,0,10,4,1,0,1,1,8.0,8.841846274778883,3.0,10.448500000000001,10,1,3,1,7,3,12,train
13,143,22,0,19,8,1,0,0,4,16.072727272727274,14.554592549557764,9.0,12.6227,19,1,9,4,15,9,13,test
14,157,23,2,20,10,3,0,1,3,19.63478260869565,17.122413403193683,9.0,11.642517391304349,22,1,9,6,18,9,14,train
15,181,34,0,25,6,2,1,2,3,8.062745098039215,8.841846274778883,0.3333333333333333,11.16480980392157,26,3,1,3,20,11,15,test
16,110,21,2,17,5,2,0,0,2,8.4,3.1291,2.0,7.685719047619047,19,1,2,0,12,2,16,train
17,18,2,2,2,1,0,0,0,0,40.800000000000004,11.20814326018867,2.0,19.5257,3,1,2,2,4,2,17,train
18,246,39,0,30,15,7,0,3,6,10.328205128205129,10.504223727775692,3.0,9.544633333333334,31,3,10,5,28,12,18,train
19,215,33,2,23,13,6,0,0,5,13.872727272727275,13.023866798666859,6.0,10.675203030303031,24,2,12,6,24,12,19,train
20,69,10,0,10,5,2,0,0,2,12.0,11.20814326018867,3.0,8.8695,11,1,4,1,9,4,20,train
21,141,20,0,18,8,3,0,2,5,12.0,11.20814326018867,3.0,10.448500000000001,20,2,7,4,14,7,21,train
22,148,26,1,23,9,1,0,1,4,5.005128205128205,7.793537801064561,1.6666666666666667,8.317520512820513,23,3,5,2,16,4,22,train
23,100,21,0,19,3,0,1,0,4,4.2,7.168621630094336,0.5,8.668728571428572,21,2,1,1,15,1,23,test
24,31,3,2,3,2,0,0,0,0,41.2,13.023866798666859,3.0,19.5753,4,1,3,3,5,3,24,test
25,92,18,0,15,6,1,0,0,2,7.2,3.1291,3.0,9.792633333333335,16,1,3,0,11,4,25,train
26,91,16,1,15,6,3,0,0,3,8.200000000000001,8.841846274778883,1.5,8.967675,16,2,3,2,12,3,26,train
27,47,5,0,5,4,0,0,0,0,26.0,13.023866798666859,4.0,16.5165,5,1,4,3,4,4,27,train
28,231,39,1,28,12,7,3,1,7,8.276923076923078,8.841846274778883,3.0,9.139761538461538,26,3,9,3,27,10,28,test
29,176,30,1,24,11,4,0,0,5,10.0,10.125756701596842,3.5,10.170166666666667,25,2,7,3,23,9,29,train
30,92,8,0,8,5,1,0,1,1,18.2,13.023866798666859,3.0,13.902050000000001,12,1,5,2,12,6,30,train
31,190,35,0,27,9,6,0,2,4,8.095238095238095,8.841846274778883,2.3333333333333335,8.27545238095238,27,3,7,3,20,8,31,train
32,335,59,2,37,14,10,1,4,7,9.900564971751415,8.841846274778883,2.3333333333333335,11.035017514124295,38,3,8,3,40,20,32,train
33,143,27,0,17,5,3,0,1,7,8.044444444444444,8.841846274778883,1.3333333333333333,7.0069740740740745,17,3,4,3,13,5,33,train
34,41,4,1,4,3,0,0,1,0,41.6,14.554592549557764,4.0,19.6249,4,1,4,4,5,4,34,train
35,85,10,1,10,6,1,0,0,1,21.333333333333336,10.504223727775692,2.0,11.696833333333334,13,3,6,5,11,6,35,train
