,Id,pred
0,24198,1
1,23283,1
3,24341,2
4,24640,1
5,23494,1
6,24627,2
7,23655,1
8,23341,1
10,24048,2
11,23656,1
12,24254,1
14,23209,1
16,24314,1
17,23259,1
19,23034,1
20,24063,1
22,23659,1
23,23359,1
25,23801,1
26,23131,1
27,24407,1
28,23648,1
29,24131,1
30,24183,1
31,23481,1
32,22994,1
33,24568,1
34,24226,2
35,23000,2
36,23101,1
38,24182,1
39,24401,1
40,23230,1
41,24424,1
42,23402,1
43,24308,1
45,23170,2
46,23546,1
47,23377,1
48,23938,1
49,23321,1
50,24331,0
51,24563,2
52,24621,1
53,23543,1
54,24257,1
55,23695,2
56,23956,2
58,23617,1
59,23203,2
60,23308,1
63,24275,2
64,24553,1
66,24371,1
67,24018,1
68,23045,1
70,24344,2
71,24173,1
72,24545,1
73,23957,1
74,24083,1
77,24191,1
78,23452,1
80,24358,1
81,24354,1
83,24335,2
84,24736,1
85,23015,1
86,24670,2
87,23770,1
88,23286,1
90,23802,1
91,23786,1
92,24633,1
93,23326,1
94,24217,2
95,23008,1
96,22970,1
97,24540,1
98,23562,2
99,24654,2
100,24150,1
101,23175,1
104,23719,2
106,24479,1
107,24620,1
108,24396,1
109,24156,2
110,23332,1
111,23035,1
112,23857,1
113,24225,1
114,23762,1
116,24659,1
117,23456,1
118,24570,2
119,23676,1
120,24085,2
122,24469,1
123,24309,2
124,24508,1
125,23351,1
126,23754,0
127,24607,1
128,23274,1
129,23442,2
132,24192,1
133,24069,2
134,23443,1
135,23196,2
136,23303,1
137,24030,1
138,23885,1
139,23450,1
140,24286,1
142,24605,1
144,23931,1
145,23545,2
146,23576,2
148,24372,2
150,24466,2
152,23397,1
153,23570,1
154,24149,1
155,23107,1
156,23838,1
157,23482,1
158,23320,2
159,24737,2
161,23510,1
163,23679,2
164,23489,0
165,23400,1
167,23417,1
168,23251,2
169,23438,1
170,23622,0
171,24624,1
173,24058,1
175,24475,1
176,23278,2
177,24351,1
179,23216,1
181,24387,1
182,24077,1
183,23852,1
185,23523,1
187,23500,1
188,24729,1
189,23117,1
190,23106,1
192,23589,1
194,24495,1
195,24628,0
196,24364,1
197,23238,1
198,23735,1
199,23761,1
200,22999,2
201,24499,1
202,23886,1
203,23048,1
205,23734,1
207,24623,1
208,23779,1
209,23952,1
210,23327,0
211,23042,2
212,24719,1
213,24532,1
214,24027,1
215,23876,1
217,23711,1
218,23491,1
219,23929,1
220,24287,1
221,24685,1
222,24696,1
223,23065,2
226,24303,1
227,24102,1
228,23955,1
229,23270,1
230,23022,1
232,23252,1
234,23748,1
235,23315,1
236,24665,1
237,23364,2
239,23899,1
240,23918,1
241,24724,1
243,24644,1
244,23090,0
245,23934,1
246,23366,2
250,23287,2
251,23441,1
253,24370,1
254,24490,1
255,24516,1
256,23840,1
258,23056,2
259,23795,1
260,24211,2
261,23696,1
262,24282,1
265,23265,2
267,24057,1
268,24194,1
269,23524,1
270,23455,1
272,22971,1
273,24428,1
275,23313,1
276,23312,1
277,24347,1
278,24662,1
279,23485,1
280,24199,1
281,23334,0
282,23742,1
283,23075,1
284,24242,1
285,23248,1
286,23058,1
287,23785,1
288,24296,1
290,23882,2
291,24215,1
292,23791,1
293,23992,2
294,24071,1
296,24232,1
297,24297,1
298,23630,1
299,23398,1
300,23580,1
302,23395,2
304,23091,1
305,24658,1
306,23375,1
307,23412,1
310,24504,1
311,23691,1
312,24461,1
313,22954,1
316,23217,2
317,23383,1
318,23778,1
319,24392,1
320,24666,0
322,23744,1
323,23550,1
324,23873,1
325,23741,2
326,23365,2
327,23888,1
328,23511,1
329,23225,2
330,24454,1
331,23220,2
333,24222,1
334,24589,1
335,23121,2
336,24116,2
337,24418,1
338,24725,1
339,24100,1
340,24420,2
343,24498,1
344,24204,1
345,23134,2
346,23487,1
347,24742,1
348,24730,1
349,24712,1
350,23490,1
353,24440,1
357,23054,1
358,24103,1
361,23266,1
363,23306,1
364,23590,1
365,23862,1
367,23447,1
368,24652,1
369,24007,1
370,23037,1
372,24076,1
373,24704,1
374,24312,1
376,23950,1
378,23868,1
379,24492,1
380,23094,1
381,24507,1
382,23040,1
383,23572,1
384,23120,1
385,24600,1
386,23941,1
387,23953,1
388,24576,1
389,23100,1
390,23723,1
391,23290,1
392,23978,1
393,23031,1
394,24556,1
395,24398,1
396,23254,1
397,23904,1
398,22981,1
400,23446,2
401,24413,2
402,23914,1
403,23191,1
404,24528,1
406,23391,1
407,24039,1
408,24559,1
409,23726,1
412,23242,1
413,24629,1
414,23833,1
415,23504,1
416,24433,1
417,23012,1
418,24147,2
419,23087,1
420,24573,2
421,23816,2
422,23652,1
423,23024,1
424,23463,1
425,23468,1
426,23316,2
427,23288,2
429,24163,1
432,22987,2
433,23201,1
434,24674,1
435,23864,1
436,24180,1
437,24446,1
438,23197,1
440,23824,1
441,24124,2
442,24020,1
443,23261,1
444,23148,1
445,24521,1
446,23246,1
448,24419,1
449,23368,2
450,22962,1
451,24108,1
452,24587,1
453,23478,1
455,23233,2
456,24133,1
457,23243,1
458,23132,1
459,23542,1
460,23051,1
461,24089,1
462,24484,2
464,23360,1
465,24421,2
467,24548,1
469,24673,0
471,24518,1
472,23345,2
473,23406,1
475,23471,1
476,23219,1
477,24650,2
478,23119,2
479,24066,2
480,24187,1
481,23892,2
484,24021,1
485,23293,1
486,23807,2
488,23038,2
489,23027,2
490,23608,1
491,23559,2
493,24322,1
496,23373,1
497,24614,1
498,24178,1
499,22993,2
500,23292,1
501,23910,1
502,23827,1
503,23277,2
504,24744,1
505,23211,1
506,23698,2
507,23049,1
508,24045,1
509,24473,2
510,24524,1
512,24482,1
513,23503,1
514,24718,2
515,24318,1
517,23917,1
518,23232,2
519,23612,1
521,24333,1
522,23066,1
523,23079,1
524,23867,1
525,23109,1
526,24493,1
527,23127,0
528,23854,1
529,24359,1
530,23004,1
532,24051,2
533,24747,1
534,24271,1
535,24152,2
536,23434,2
537,24551,1
538,23869,1
539,24196,2
540,23445,2
541,23540,1
542,24137,1
543,23685,1
545,23284,1
547,23281,1
548,22958,1
549,23601,2
551,24118,1
552,23879,1
553,24139,1
554,24283,1
555,23071,0
556,24320,1
557,24134,1
559,24179,1
561,24261,1
563,23891,1
564,23190,1
566,23379,1
568,23587,0
569,22959,1
570,23975,1
571,23342,2
572,23809,1
573,24415,1
574,24450,1
575,24205,1
576,24636,2
578,23634,1
579,23484,1
580,23215,1
581,22996,1
582,23796,2
584,24564,2
585,24416,1
586,24509,1
587,24512,1
588,22969,1
589,24711,0
590,23901,1
591,24693,1
592,23603,1
594,24543,1
595,23256,2
596,23684,1
597,23367,2
599,23763,1
600,23813,1
601,23620,1
602,23296,2
603,24584,1
604,23311,1
605,24036,1
606,24506,0
607,24596,1
608,24569,1
609,24687,1
610,22975,1
611,23936,1
612,24697,2
613,23565,1
614,23014,1
615,23236,1
618,24239,1
619,24161,1
620,22976,1
621,24598,1
622,23130,1
623,24332,2
624,23122,1
625,23369,1
627,23618,1
628,24722,1
630,23667,1
631,23837,1
632,23255,1
633,23686,1
634,23068,2
635,23093,1
636,24128,0
638,24501,1
639,24635,1
640,24489,1
641,23841,2
642,23279,1
644,23537,1
645,23371,1
646,23760,2
647,23625,2
648,24307,1
649,23814,1
651,23486,1
653,23928,1
656,24517,1
657,24733,1
658,23057,1
659,23682,2
662,24684,1
664,23619,1
665,24339,1
666,22984,1
667,24738,2
668,23001,1
669,23169,1
670,24376,2
671,23314,1
672,23253,2
673,24247,2
674,23687,1
675,24093,1
676,23800,0
677,24432,1
678,23739,2
680,24688,1
681,24277,1
682,23528,1
683,24710,2
684,24294,2
685,23362,1
686,23506,1
687,24090,1
688,23346,1
689,24745,1
690,23662,1
693,23108,1
695,23994,1
696,23179,1
697,23819,2
698,23986,1
699,24278,1
700,24611,1
702,22983,2
703,23323,1
706,24523,1
707,23541,1
708,23392,1
709,23820,2
710,23551,1
711,23080,1
712,23842,2
713,23856,2
714,24037,1
715,23092,1
716,24054,1
717,24632,1
718,23451,1
719,24483,1
720,23505,0
721,24425,1
722,23513,1
