,index,split,Id,c9 (N),c9 (Y),c4 (N),c4 (Y),c8 (N),c8 (Y),c3 (N),c3 (Y),c1 (N),c1 (Y),c11 (N),c11 (Y),c2 (N),c2 (Y),c6 (N),c6 (Y),c0 (N),c0 (Y),c5 (N),c5 (Y),c10 (N),c10 (Y),c7 (N),c7 (Y)
0,0,train,3898,0.2637790739536285,0.6632118225097656,0.2860941588878631,0.6721680164337158,0.5975554585456848,0.3304778039455414,0.5253740549087524,0.4775814712047577,0.7922118306159973,0.1570881158113479,0.2432513087987899,0.7056456208229065,0.8321044445037842,0.1238629147410392,0.601398766040802,0.3643160164356231,0.5852810740470886,0.3683542609214782,0.354633629322052,0.664371907711029,0.2443268895149231,0.7116010785102844,0.2846375405788421,0.7083936929702759
1,1,train,3680,0.2042808830738067,0.7158745527267456,0.2169967591762542,0.7293800711631775,0.5394914150238037,0.3872385323047638,0.4468988180160522,0.556732714176178,0.7683079242706299,0.1956849098205566,0.1728863418102264,0.7673083543777466,0.835313081741333,0.1330866813659668,0.555164098739624,0.4145829677581787,0.5098486542701721,0.4334182441234588,0.2764700353145599,0.7266060709953308,0.1907882392406463,0.7671182155609131,0.2233947366476059,0.7591840624809265
2,2,test,3272,0.2195202410221099,0.7072800993919373,0.2331602573394775,0.7210955619812012,0.5565308332443237,0.3649744689464569,0.460842490196228,0.5559955835342407,0.7734134793281555,0.1975131183862686,0.1899739801883697,0.7580394148826599,0.8368463516235352,0.1398548930883407,0.56440269947052,0.3985064327716827,0.529589831829071,0.4148492217063904,0.2958148419857025,0.714496910572052,0.2059123963117599,0.7587044835090637,0.2418757826089859,0.7515490055084229
3,3,test,4026,0.1858674883842468,0.7306290864944458,0.1896754056215286,0.7518081665039062,0.4549168348312378,0.4748170375823974,0.3909085392951965,0.5692100524902344,0.6965406537055969,0.2738604247570038,0.1580209583044052,0.7809557318687439,0.819058358669281,0.1586646884679794,0.4994361102581024,0.4613046944141388,0.4278853237628937,0.4939572811126709,0.2452146857976913,0.7244791984558105,0.1775577068328857,0.7690860629081726,0.1969827860593795,0.7687563896179199
4,4,test,2949,0.2040408998727798,0.7193492650985718,0.2124047130346298,0.734366238117218,0.524731457233429,0.3955996036529541,0.443091869354248,0.5757418870925903,0.7766880393028259,0.1932690441608429,0.1734844893217086,0.7682555317878723,0.8390709757804871,0.1346862614154815,0.536427915096283,0.4306671917438507,0.4876315891742706,0.4444012641906738,0.2771420776844024,0.7274595499038696,0.1886674910783767,0.7685935497283936,0.2190118432044983,0.7610686421394348
5,5,train,3084,0.1918512433767318,0.737102746963501,0.1983024626970291,0.755134105682373,0.5114366412162781,0.4214256107807159,0.4155589640140533,0.582717776298523,0.7524515390396118,0.2212114185094833,0.1597074568271637,0.7915937900543213,0.8317034244537354,0.1420316249132156,0.5315028429031372,0.4400963485240936,0.4554772675037384,0.4737817943096161,0.2565299272537231,0.7418076395988464,0.1789870262145996,0.7815999984741211,0.2049956023693084,0.7772820591926575
6,6,train,2963,0.2439634799957275,0.6855605840682983,0.2599867284297943,0.698082685470581,0.5766671299934387,0.3477899134159088,0.48635995388031,0.5291639566421509,0.7859994769096375,0.1787740141153335,0.2163735777139663,0.7316558361053467,0.8384717702865601,0.1289127469062805,0.5891359448432922,0.3858428597450256,0.5660812258720398,0.386209636926651,0.33179971575737,0.6881301999092102,0.2210531681776046,0.7352019548416138,0.2612739205360412,0.7324067950248718
7,7,train,3631,0.2096493542194366,0.7173848152160645,0.2198191881179809,0.7357494235038757,0.5295529365539551,0.3807522058486938,0.4336740672588348,0.5588759183883667,0.7622337341308594,0.2028946131467819,0.1806041151285171,0.77039635181427,0.8289287686347961,0.1356265544891357,0.5405356884002686,0.4156812131404876,0.4923948347568512,0.4365313947200775,0.2820743918418884,0.7274515628814697,0.1960335969924926,0.7664491534233093,0.2279716432094574,0.7616393566131592
8,8,train,3412,0.2698339223861694,0.6552718281745911,0.2914552092552185,0.6617856025695801,0.6109874248504639,0.3059244155883789,0.5640732645988464,0.4322661459445953,0.8061643838882446,0.1442713290452957,0.2501619458198547,0.6981356143951416,0.8418012261390686,0.120844617486,0.6112286448478699,0.3460726737976074,0.598773717880249,0.3457787632942199,0.3691026866436004,0.6528679728507996,0.2517326176166534,0.7017291188240051,0.2899774014949798,0.7014614343643188
9,9,train,2867,0.2082490921020507,0.7141883373260498,0.2178798615932464,0.7321683764457703,0.5407741069793701,0.3871616423130035,0.4380465447902679,0.549192488193512,0.7718868255615234,0.1867502778768539,0.1777353286743164,0.7673515677452087,0.8311327695846558,0.1331994384527206,0.554650604724884,0.4188903272151947,0.5072639584541321,0.4414601027965545,0.2831155061721802,0.726694643497467,0.1965657323598861,0.7623755931854248,0.2287315279245376,0.7583820819854736
10,10,train,2831,0.1888419985771179,0.7213611602783203,0.1960074752569198,0.7397341132164001,0.5099371671676636,0.4106163680553436,0.406573086977005,0.5589559078216553,0.7425947785377502,0.2109900414943695,0.1587696224451065,0.7733420133590698,0.8221452832221985,0.1387768983840942,0.5315415263175964,0.4216749668121338,0.478167861700058,0.4497691690921783,0.2567982375621795,0.7217695116996765,0.1780494004487991,0.7665240168571472,0.203641802072525,0.7622033953666687
11,11,train,3661,0.2715711593627929,0.6482148766517639,0.2910429239273071,0.6525869369506836,0.6090891361236572,0.306177407503128,0.5480955839157104,0.4449231624603271,0.7942668199539185,0.1507112830877304,0.2530278265476227,0.687920093536377,0.8303562998771667,0.1211529076099395,0.610268235206604,0.3410129845142364,0.5980497598648071,0.3386255502700805,0.3660323321819305,0.6485466957092285,0.2528896033763885,0.6961385607719421,0.2875572443008423,0.6971818804740906
12,12,train,3626,0.2000454068183899,0.7227658033370972,0.2082582265138626,0.7357541918754578,0.5013790130615234,0.4153258502483368,0.4193589091300964,0.5557913780212402,0.7473129034042358,0.216881439089775,0.169445663690567,0.7734007835388184,0.8286671042442322,0.1400666087865829,0.5199137330055237,0.4344191551208496,0.450635552406311,0.4689022004604339,0.2670954763889313,0.7245179414749146,0.1897567361593246,0.7661116719245911,0.215830847620964,0.7631608843803406
13,13,train,3483,0.1883804202079773,0.7187345623970032,0.1944109350442886,0.7396987676620483,0.4787507951259613,0.4435168206691742,0.3867581486701965,0.5627955198287964,0.7033647298812866,0.2601842582225799,0.1596209108829498,0.771166980266571,0.8124135732650757,0.1622867435216903,0.5012369751930237,0.4540247321128845,0.4369995296001434,0.4816204011440277,0.2469526529312133,0.7171671390533447,0.1785067468881607,0.7607653737068176,0.1991610080003738,0.7614822387695312
14,14,train,3009,0.2111611068248748,0.7196077108383179,0.2233697026968002,0.736440122127533,0.55449378490448,0.3701019585132599,0.4639997184276581,0.5566402077674866,0.7777034640312195,0.1951992958784103,0.1835573613643646,0.7688969969749451,0.8428168296813965,0.131360188126564,0.5649028420448303,0.4107005894184112,0.5187870264053345,0.4287321269512176,0.2911600470542907,0.7263630628585815,0.1966277211904525,0.7680400013923645,0.2321694642305374,0.7606687545776367
15,15,train,3121,0.2534072399139404,0.6729869246482849,0.2700074315071106,0.6839452385902405,0.5878607034683228,0.3286761343479156,0.5054603815078735,0.5050556659698486,0.7865689396858215,0.1702064126729965,0.2253676056861877,0.7212650179862976,0.8334013819694519,0.1267984211444854,0.5905011892318726,0.3720487356185913,0.5730600953102112,0.3675180673599243,0.3414477109909057,0.6797695755958557,0.2291970402002334,0.725189745426178,0.2647672891616821,0.7233836054801941
16,16,train,3157,0.2190352380275726,0.713756799697876,0.2369372546672821,0.7277176976203918,0.5602967739105225,0.3599098622798919,0.4713232815265655,0.5380005836486816,0.7809771299362183,0.1817127913236618,0.1923354119062423,0.7645474076271057,0.8391653895378113,0.1291774064302444,0.5654754042625427,0.3953313827514648,0.5316705703735352,0.4108569622039795,0.3013664186000824,0.7198682427406311,0.2068393528461456,0.764484703540802,0.2455627769231796,0.7573862075805664
17,17,test,3567,0.3183592855930328,0.6035730838775635,0.3472284972667694,0.5949008464813232,0.6284202933311462,0.2853612899780273,0.6239880919456482,0.3405888974666595,0.8070311546325684,0.1303474903106689,0.2984484434127807,0.6307656168937683,0.8251071572303772,0.117911659181118,0.6267977952957153,0.3097896575927734,0.6220192313194275,0.3018412888050079,0.4222936034202575,0.5767590403556824,0.3009701073169708,0.6361634731292725,0.3321304619312286,0.6498396396636963
18,18,train,2911,0.1958450376987457,0.725666344165802,0.2033941745758056,0.7490315437316895,0.5089216232299805,0.4153835773468017,0.4111856818199157,0.5717175006866455,0.745455265045166,0.2207677215337753,0.1684426665306091,0.7804571390151978,0.8283361196517944,0.1411760747432708,0.5293236374855042,0.4387455582618713,0.468234121799469,0.4624226093292236,0.2623094916343689,0.7309828400611877,0.1845941543579101,0.7731487154960632,0.2112879455089569,0.7712635397911072
19,19,train,4000,0.2032270580530166,0.7287905812263489,0.2159009724855423,0.7438681721687317,0.517058253288269,0.4101880490779876,0.4305389821529388,0.5634834170341492,0.7643671035766602,0.1976811438798904,0.1755447536706924,0.7810857892036438,0.8308586478233337,0.1307428926229477,0.5378304123878479,0.4303190112113952,0.4664652049541473,0.4638414084911346,0.2734439969062805,0.7381799221038818,0.1918754428625106,0.7755299210548401,0.2232741713523864,0.7691335082054138
20,20,train,3625,0.2560037672519684,0.660248339176178,0.2739304602146148,0.6659635305404663,0.5987460017204285,0.3269093334674835,0.5415906310081482,0.4756796061992645,0.7995563745498657,0.1569658368825912,0.2343770563602447,0.7017036080360413,0.8395432829856873,0.1243759393692016,0.59901362657547,0.3614131808280945,0.584443986415863,0.3630544245243072,0.3484895527362823,0.6650742292404175,0.2352634519338607,0.7098237872123718,0.2723237872123718,0.7074865102767944
21,21,train,2959,0.226439282298088,0.6929459571838379,0.240315780043602,0.7038494348526001,0.5654277205467224,0.3554230332374573,0.4717956483364105,0.5311157703399658,0.7800841927528381,0.1826176941394806,0.2013365775346756,0.7360738515853882,0.8343530297279358,0.1369674354791641,0.5773600339889526,0.3957696557044983,0.5468882322311401,0.4031673669815063,0.3060505390167236,0.6978520154953003,0.211798295378685,0.7435415983200073,0.2468937486410141,0.7373822927474976
22,22,train,4041,0.2165867239236831,0.7097564935684204,0.2284084260463714,0.7268165349960327,0.5575571656227112,0.3722885847091675,0.4790877401828766,0.5615592002868652,0.7862679362297058,0.1954861581325531,0.1861228048801422,0.7608281970024109,0.8428828716278076,0.1382862031459808,0.5662742853164673,0.4123811423778534,0.5287876129150391,0.4212000370025635,0.2953805923461914,0.719226598739624,0.1992486417293548,0.7600383758544922,0.2358986288309097,0.754777193069458
23,23,test,3436,0.2396190017461776,0.6905835866928101,0.2608968913555145,0.6976360082626343,0.5831654071807861,0.345258355140686,0.4925705790519714,0.5344350934028625,0.7849264740943909,0.18240787088871,0.2185000330209732,0.735304057598114,0.8390076160430908,0.1326750367879867,0.5831269025802612,0.3857150971889496,0.5593843460083008,0.3923237919807434,0.3252878189086914,0.6956273913383484,0.2243117541074752,0.7365334630012512,0.2619433104991913,0.7318786978721619
24,24,train,3757,0.1922391057014465,0.7298344373703003,0.1995176970958709,0.7420058250427246,0.4793073534965515,0.4338134825229645,0.4012944996356964,0.5612000823020935,0.7269569635391235,0.2398309707641601,0.1640257090330124,0.7751796245574951,0.8254610896110535,0.1476590931415558,0.5056939125061035,0.4477436542510986,0.440574586391449,0.4751379489898681,0.2521640658378601,0.7268711924552917,0.1782534271478653,0.7713339924812317,0.2026853859424591,0.7698491811752319
25,25,test,3769,0.2301140576601028,0.7029551863670349,0.2442753762006759,0.7173424959182739,0.5667054057121277,0.3551917672157287,0.4778854548931122,0.5444650650024414,0.7879446744918823,0.1760967522859573,0.1992566883563995,0.7555621862411499,0.8389273881912231,0.1268961578607559,0.5721361041069031,0.3941287100315094,0.5453859567642212,0.4004495739936828,0.3112784028053283,0.7094135284423828,0.2108901590108871,0.7547250986099243,0.2524604797363281,0.7484002113342285
26,26,train,2928,0.2155722081661224,0.7128080725669861,0.2257353216409683,0.7272034883499146,0.54297935962677,0.3903549015522003,0.4500735700130462,0.5539798140525818,0.7766735553741455,0.1919220387935638,0.1842997670173645,0.7609954476356506,0.8323056697845459,0.1376505941152572,0.5572202801704407,0.4194872081279754,0.5138831734657288,0.4384364485740661,0.28787761926651,0.7211782932281494,0.200149267911911,0.760103166103363,0.2349224686622619,0.7522043585777283
27,27,train,2953,0.2224415987730026,0.6980299353599548,0.2364313453435897,0.7093634009361267,0.5608785152435303,0.3658432960510254,0.4909482002258301,0.5282633900642395,0.7867437601089478,0.1805009394884109,0.1965060979127884,0.7464606165885925,0.8432422876358032,0.1293381452560424,0.5748350620269775,0.3998602032661438,0.539209246635437,0.4148665368556976,0.3027651309967041,0.7060180902481079,0.2069926708936691,0.7477163672447205,0.2458056658506393,0.7410635352134705
28,28,train,3602,0.2129555791616439,0.713068425655365,0.2221684008836746,0.7271678447723389,0.5232599973678589,0.3833774030208587,0.4468136429786682,0.571420431137085,0.7737260460853577,0.2021335810422897,0.183473065495491,0.7602977156639099,0.8450550436973572,0.1328478455543518,0.5418086647987366,0.4194682240486145,0.5020150542259216,0.4298133254051208,0.2871114313602447,0.7221596837043762,0.1948050558567047,0.7627385854721069,0.2288389205932617,0.7561421990394592
29,29,train,3208,0.2023510038852691,0.7265358567237854,0.2123332321643829,0.7390801310539246,0.5379390716552734,0.3986999690532684,0.4391214847564697,0.5571278929710388,0.7678255438804626,0.2009229511022567,0.1729657351970672,0.7729515433311462,0.8342925310134888,0.1392918527126312,0.5494251847267151,0.4204736351966858,0.5005066990852356,0.4495642483234405,0.2728491425514221,0.7272056341171265,0.1914371401071548,0.7696389555931091,0.2176111042499542,0.7648964524269104
30,30,train,3364,0.2204892784357071,0.7102962732315063,0.2311255186796188,0.7287585139274597,0.5479334592819214,0.3838538527488708,0.4763261377811432,0.549497127532959,0.7910807728767395,0.1884289979934692,0.1966215968132019,0.7596759796142578,0.8497344255447388,0.1338349878787994,0.5616274476051331,0.4230580329895019,0.5123507976531982,0.4409718215465545,0.3006108701229095,0.7190753221511841,0.2057804316282272,0.7575129866600037,0.2424751222133636,0.7535415291786194
31,31,train,3600,0.2229843735694885,0.6961829662322998,0.2371201515197754,0.7094629406929016,0.5742874145507812,0.3471613228321075,0.4845965802669525,0.5217519998550415,0.7820971012115479,0.1807885020971298,0.1936536133289337,0.7460834980010986,0.84046870470047,0.1302171200513839,0.5848054885864258,0.3856402635574341,0.5523925423622131,0.3986249566078186,0.3051636815071106,0.7031426429748535,0.2065840661525726,0.7477161288261414,0.2435219883918762,0.7425209879875183
32,32,train,3735,0.1930516362190246,0.7277488112449646,0.2036079615354538,0.7428140640258789,0.5017070770263672,0.4193415343761444,0.4056387543678283,0.5779908895492554,0.7431061267852783,0.2279476374387741,0.1644930988550186,0.7796762585639954,0.8295542001724243,0.147917091846466,0.5208555459976196,0.4436505138874054,0.4612075984477997,0.4669279456138611,0.2597387433052063,0.7322109937667847,0.1843748688697815,0.7725836038589478,0.2097327709197998,0.7693439722061157
33,33,train,3772,0.3338608741760254,0.5917536020278931,0.3657017052173614,0.5808051824569702,0.6377654671669006,0.2829631865024566,0.6408109068870544,0.3118782639503479,0.8018487691879272,0.1244632229208946,0.3190155327320099,0.6169995665550232,0.8201361298561096,0.1165921315550804,0.6309452056884766,0.3090555667877197,0.6313523650169373,0.2984057962894439,0.4461696147918701,0.5585578680038452,0.3198637962341308,0.6208389401435852,0.3505988121032715,0.6312533020973206
34,34,train,2885,0.1944978833198547,0.7340434789657593,0.2012436091899871,0.7512776851654053,0.5122948288917542,0.4132719039916992,0.4328035414218902,0.5560765862464905,0.7597953081130981,0.2054377347230911,0.1634796410799026,0.7864808440208435,0.8372564315795898,0.1360118836164474,0.532312273979187,0.4363679885864258,0.4531818330287933,0.4717468321323395,0.2619469463825226,0.7384340763092041,0.1823008805513382,0.7789700031280518,0.2082875519990921,0.7749321460723877
35,35,train,3527,0.1897258758544922,0.7155200839042664,0.1972203105688095,0.732544481754303,0.4872163832187652,0.4350986182689667,0.401233047246933,0.5450115203857422,0.7023047804832458,0.2442145943641662,0.1630532294511795,0.7603321671485901,0.8062806129455566,0.1461575776338577,0.5091286301612854,0.4414117336273193,0.4544426500797272,0.466646283864975,0.252932995557785,0.7118932008743286,0.1812858879566192,0.7529301643371582,0.2036923766136169,0.7503600120544434
36,36,train,3442,0.2290853708982467,0.694323718547821,0.2432682663202285,0.7037749886512756,0.5562455654144287,0.3620722889900207,0.472824364900589,0.5437677502632141,0.7805414199829102,0.1923805922269821,0.2012419700622558,0.7416374683380127,0.8397669196128845,0.134676307439804,0.5718308687210083,0.4040403366088867,0.5462426543235779,0.4014709293842315,0.3060088455677032,0.7022350430488586,0.2116275131702423,0.7438169121742249,0.2471818327903747,0.7387414574623108
