index,Id,EssaySet,Score1,Score2,EssayText,split
1253,14123,6,0,0,reconizing the celllets out emzymes to attack,train
1003,15749,6,0,0,use there tails to whip around and transfer information.they stretch out and find something closest to them.connect together and form one cell.,train
513,14510,6,0,0,cells transport energy across the membrane.,train
258,14063,6,0,0,cytoplasm-jello like solution that is there for them cell to swim through.flagella-has a tail that helps move them throughout the membrane.cilia-moves cell.,train
80,15364,6,0,0,The first process used by cells to control the movement of substances acrossed the cell membrane are Ion Channels. They let only ions pass through the lipid bilayer and move along the cell. The second process that is used are carrier proteins they help carry the proteins acrossed the cell. The third way used is enzymes. They help move the substances across the cell so they can pass through the cell membrane.,train
693,14115,6,0,0,One of the three proccesses is when the cells travel through the blood flow.,train
344,15210,6,0,0,"They use the flagellum to move, therefore it could help move things across the membrane. Also the muscles, like with blood flow, and finally the heart because it pumps blood and oxygen all over the body.",train
1372,14420,6,1,0,1. A permeable membrane chooses what objects enter and leave the cell.2. Active transport helps larger objects pass through this permeable membrane.3. Passive transport also helps other objects move from inside the cell or out.,train
144,14938,6,0,0,The cell gets rid of waste.The cell lets some substences inside.The cell makes some substances.,train
450,13969,6,0,0,Proteins are carried by ribosomes to the golgi apparatus.Lipids are stored in the cell membrane to later be sent all over the cell.Stuff that needs to be obstructed from the cell is decomposed by the Lysosomes that travel throughout the cell.,train
611,14943,6,0,1,"mitosis, they seperate to make it easier to pass things through the cell. They are selectively permeable which alows them to chose what gets in and out of the cell.",train
1520,13987,6,0,0,Replication-,train
1389,14929,6,0,0,The mitocodriaGogi apperatus Nucleus,train
176,14285,6,3,3,"Three processes used by cells to control the movement of substances across the cell membrane are diffusion, osmosis, and active transport. Diffusion is the process of substances moving across a membrane from a high concentration to a low concentration, or with the concentration gradient. Osmosis is the same process as diffusion but uses water instead of particles. Active transportation is the process of substance moving through a membrane against the concentration gradient, or from low to high concentration.",train
1161,15163,6,0,0,One type of movement control is passive transportation.,train
413,15325,6,0,0,"Cell to cell contact,",train
873,15282,6,0,0,"acctive transport, diffusion, non-active transport.",train
1406,14677,6,0,0,Three processes the cell does is hypertension and hypotension.,train
1541,14010,6,0,0,1. Golgi apperatus2. Lysosomes3. Endure Rectal,train
1174,14079,6,0,0,tRNAmRNArRna,train
112,14864,6,0,0,"The cellia it has little tails that make a cell move, the water vain that go to the membran of the cell, and the memebran that controls the every thing to make the cell move.",train
1562,14860,6,0,0,"1. Flagella: long whip like and helps the cell move, the cell only has one                         2. Silla: little hair like and helps the cell move, many are on the cells.     3. I do not know",train
1272,14236,6,3,3,"Three processes used by cells to move substances across the membrane are Osmosis, Diffusion, and Active Transport. Active transport uses energy to move substances from a low concentration to a high concentration. Diffusion carries substances from a high concentration to a low concentration. Also Osmosis takes water only and moves it from a high concentration to a low concentration.",train
1091,14974,6,0,0,"cellular respiration, ion channle, lipid bilayer",train
1426,14032,6,0,0,The ribsomes carry it throughout the cell.The mitocandria carries it to the nucleus.The clear liquid stuff carries it through the cell as well.,train
730,14183,6,0,1,Cells have protein channels that direct the movement of substances in and out of the cell. Osmosis is the process in which outside substances can penetrate through cell membrane. Diffusion is the process of substances moving on a gradient from high to low.,train
956,14438,6,0,0,1.) When an emzyne csuch as insulin attaches to a cell it tells the cell to let in sugar.2.) equalibrum is when one side has more of a protien then the other so they transfer the protiens over untill they are equal.3.)When a protien fits into a channel protien to make it change shape for a bigger protien to come through.,train
1781,14584,6,0,0,muscle brain and heart,train
644,14544,6,0,0,"Three processes used by cells to control the movement of substances across the cell membrane is type of phase their on, the protein that tells when to replicate.",train
1429,14298,6,0,0,1.Transcription2.Translation3. Reflection,train
167,14424,6,0,0,One process is the cell wall because that is the outer covering of the cell so it doesn't let anything out of it.  The second process is the ribosomes because it cannot go past the cell membrane.  The third process is cell membrane itself because it also protects everything and doesn't let anything past the it so it don't touch the cell wall.,train
926,15311,6,2,2,Passive transport moves substances without assistance across a membrane it goes from high concentration to lower ones. Active transport requires protiens to move substances asroos the cell membrane against the concentration gradient. Vesicles are 'pouches' that the cell uses to transport large particles it suronds the object and pinches it off.,train
87,14777,6,0,0,they use messanger thing they takek them and som other things i really dont rember so ye but that was my little thing and you people suck makeing us take the stupid tests,train
1089,14104,6,1,1,First the cell can move water across the cell by using osmosis.  The cell can also use a process caled respiration which is when the cell moves oxygen across it. And the third is waste removal.,train
1796,14994,6,0,0,flagellumvacuolesrespiration,train
1310,14135,6,0,0,MITOCHONDRINE FLAGELLA,train
733,14609,6,0,0,1. Mitochondrian carry energy.                2. Flagella makes sure everything moves properly in the cell.,train
135,14203,6,1,1,1)protein channells only allow certain things through.     2)the cell membrane only aloows in small things.     3)active transport,train
1028,15592,6,0,0,"Cilia- Hair like structures that cover the organism, the friction of the hairs moving allows the organism to moveFlagellum- A long whip like structure is wiggled and the organism moves.",train
1447,14204,6,0,0,1. the cells only let certain cells in 2. they use little holes in the outer layer to let substances in.3. they fight off any bacteria or anything they dont want on the cells membrane,train
1324,14217,6,0,0,one process used by cells to control movement of substances across the cell membrans is the cell wall. another processes but wich cells use to control the substances that cross the cell membranes are the phospholipids that line that cell wall these help keep unwanted thing out as well. lastly one last process used by cells to control the movment of substances across the cell membrans are membranes thar act as little doors that open and close to let thing inside.,train
285,14255,6,0,0,transport of substances across the cell membrane diffusionwhich is the process of moving matter and materials from one end to the other.,train
924,14014,6,3,3,"One of the ways cells can move substances across the cell membrane is by diffusion. Diffusion moves substances from an area of high concentration, to an area of low concentration. Another way cells move substances across the cell membrane is by osmosis. Osmosis moves water down the cell membrane. The last way cells move substances across the cell membrane is by the sodium-potassium pump. The sodium-potassium pump takes sodium ions out of the membrane and puts potassium ions into the membrane.",train
1626,15235,6,0,0,flagella- for movement.water.,train
268,15419,6,0,0,-Against the flow movement that takes physical energy to move the substances-With the flow this requires no energy to to move across the surface-,train
193,14727,6,1,1,It uses osmosis to control the movement of water across the cell membrane,train
1663,14018,6,0,0,"Three processes used by cells to control movement of substances across the cell membrane are, diffusion, secretion, and absorption.",train
833,15615,6,0,0,They control the flow of the substances.,train
50,15337,6,0,0,Cell WallVacuole,train
1585,15071,6,0,0,1.Digestion 2.reproduction 3.breaking down materials,train
476,14226,6,0,0,They have flagella to help them move the substances across the cell membrane. The cell membrane also chooses if the bacteria or substance can enter. Then the cell uses active transport.,train
1729,14287,6,0,0,Three processes used by cells to control the movement of substances acrosss the cell membrane are,train
5,14501,6,2,2,"A cell uses diffusion, osmosis, and transportation. In diffusion, substances are able to travel across a semi permiable membrane. Osmosis mainly uses water to move across a cell membrane. There are two types of transport: active and passive. Active transport uses energy from the cell to move over the cell membrane while passive transport uses heat.",train
1500,15040,6,0,0,All the membranes are different from evrey other one.,train
1148,15006,6,1,1,"Osmosis- the movement of water across the cell membraneCellular respiration- movement of oxygen across the cell membraneHomeostasis- sending out, or taking in nutrients to maintain stability",train
683,15716,6,0,0,THE GOLIGI APPERTIUS,train
1791,15103,6,0,0,they use there body movments,train
1464,14655,6,0,0,-to keep there cell in the same shape.-to find food.-to keep diffrent bacteria out of people system.,train
1786,15746,6,0,0,nucleuscell membrane,train
1650,14745,6,0,0,Diffusion is the movement of low concentration to high concentration in the cell membrane. Osmosis is the movement of water going from a low concentration to a high concentration in the cell membrane.,train
291,15221,6,0,0,OSMOSSES' DIFUSSION AND THE MEMBRAINE,train
1610,15661,6,1,1,endocytosis is particles going into the cellexocytosis ss particles going out of the cellosmosis is water moving in and out of the cellpenocytosis is small and liquid particles going into the cellphagocytosis is large particles going into the cell,train
107,15626,6,0,0,Cells use organelles to move things around it. there are 2 of things that can be used to move it throughout the cell. they are the smooth and rough Endoplasmic Reticulims,train
596,14691,6,0,0,One is the ability to reproduce so quickly.     Two the rate at which and finaly they are very hard to extinct.,train
26,14138,6,0,0,"mitosis. The cell splits up to a sister, as they call it.miosis. The sister chromatid grows",train
1,14290,6,0,0,"1) The cell  outer wall membrane: Attaches with the rest of the structures and  functionsof the outer most cell.2) The cell's nucleus: Is the major working system that tells the other parts what to do, a correspondent.3) The cell cytoplasm: moves waste and gathers nutrients from the entire cell to supply it with life.",train
668,14008,6,0,0,the cell can move because of the nucleus. The cell wall is located behind the cell membrane so I thank this would  have something to do with it.I aslo thank it is the mitochrondia.,train
950,14484,6,2,1,"Three processes used by cells are diffusion, which is the movement of molecules over a selectively permeable membrane, osmosis, which involves water being passed over the membrane, and active diffusion, which requires energy from the cell to move particles through the membrane.",train
1644,14427,6,0,0,Three processes used by cells to control substance movement are:Nucleus- tells the cell what to do.Ribosomes- transports proteins across the cell.Endoplasmic reticulum- carries ribosomes through the cell.,train
1199,14354,6,0,0,one of the proccesses is the cell wall that blocks anything from getting to the inside,train
1379,14464,6,0,0,"Body, Flagellum, Feet",train
1304,14214,6,0,0,"Three processes used by cells to control the movement of substances across the cell membrane are flagenal, bristles, and rebosomes.",train
209,14959,6,0,0,The cell membrain takes nutrients from the outside of the cells and takes them to the main cell membrain.,train
1630,14231,6,0,0,"the cell membrane controls them by having openings only certain substances can go in, by making a substance that wont allow them to come in and by letting some in",train
1237,15516,6,0,0,osmosismeosismitosis,train
1480,15517,6,0,0,The first process is when the ribosomes collect all of the substances to take it in the cell. The other process is when the ribosomes takes the substances out. The third is when a virus injects its protein in the cell.,train
213,15727,6,0,0,PHOTOSYNTHESISFLAGELLUM,train
955,14504,6,0,0,Interphase: Substances enterMetaphase: Nutrients are collectedAnaphase: Unneccessary substances leave,train
1105,14690,6,0,0,"The chromosomes help move things acroos the cell, the chemicals, and the substanes in the cell help move",train
1653,15122,6,0,0,They might have a Flagtum or whip like tail to move.,train
1233,14723,6,0,0,Three processes used by cells to control the movement of substances are;1.Lipids2.Mitochondria,train
1635,15077,6,0,0,mitosisosmosismeiosis,train
1789,15464,6,0,0,"Osmosis, difusion, and phospholipid difusion are three processes by which a substance can move across the cell membrane. Osmosis is the dirusion of a substance through a selectively permeable membrane; usually a substance such as water. difusion is the difusion of other semi-small chemicals or atoms moving across the membrane. Phospholipid difusion is the difusion of larger chemicals or atoms across a membrane with the use of a protien.",train
859,14220,6,0,0,The purpose of the membrane is to help pass over the stuff your  body takes in or needs. It separates the good stuff and the bad.,train
1046,15352,6,0,0,"there are thre different movements for substances in a cell.  one movement of substance is when the cell is swelling and is too full and to move it it uses a method to push the substance to another cell.  another movement is when there is less substance in a cell, causing it to shrink and it uses a method to let substances enter.  when the cell is making substance leave it is pushing against the normal flow making it harder and using  more energy. but bringing more substance in for a cell uses little to no energy at all for a cell.  the third method is when two cells are equlvalent in substance to each other and does not swell or shrink, but stays constant.",train
1517,14650,6,0,0,Flagella- flagella are long  whip-like structures that help them move across an area.Cilia- cilia are hair-like structures that allow the cell to move aroundSlime- slime helps snails slide across areas.,train
699,15284,6,0,0,They can Diffuse and seperate.,train
283,14082,6,0,0,Passive TransportActive TransoprtDiffusion,train
940,14638,6,0,0,The cell membrane lets things in.Protein picks up the sustance and moves it around.The substance floats in the cellmembrane.,train
116,15665,6,0,0,"The cell membrane only allows certain materials intop the cell, by guarding the wall.",train
1058,14325,6,0,0,the cell membrane is controlled,train
1605,14670,6,0,0,the nucleousThe cytoplasm,train
1624,14716,6,0,0,"There is transition, translation, and transcription.",train
168,14258,6,0,0,The nucleus holds all the DNA and controls the cells functions. The proteins help control what passes through the cell membrane. The cell membrane also determines what comes in and out of the cell.,train
54,15263,6,0,0,Photosynthesis is the process in which an organism collects enegry from sunlight.Homeostasis is the process in which an organism stores and collects enegry.Another process in which an organism produces it's own enegry.,train
686,14513,6,0,0,by carring them,train
1440,15149,6,0,0,they use channel proteins to move stuff in and out of the cellthey also use receptor proteins to move stuff in and out,train
110,14339,6,0,0,"Mutation, transcription, and translation are three processes.",train
1782,14229,6,0,0,transfusion,train
1617,15126,6,0,0,"The three phases I know are metaphase,anaphase, and telophase.",train
1594,15677,6,0,0,SOME CELLS USE FLAGELAM FOR MOVEMENT,train
345,14141,6,0,0,"There are many processes that control the movement of substances across the cell membrane, but three of the processes are, the movement through the cell's selectively permeable membrane, the movement of waste products by the lysosmes, and the excretion of protiens for the use of the rest of the body.",train
157,14489,6,0,0,Cells can control which amino acid strains pass through the membrane as directed by the nucleus of that cell.,train
1096,15701,6,0,0,the lipeds let the suff in that is needed for thecell,train
508,15052,6,0,0,"Active transport helps with the flow of water in the membrane. Protein transport helps bring enzymes into the cell. The channel proteins, 'V' shaped, move things in and outside of the cell. Also, carrier proteins, tube shaped, move things in and outside of the cell.Passive transport helps bring proteins into the cell.",train
1195,14904,6,1,1,"Cells have a selective membrane which only allow certain things to enter and leave the cell. It controls, for example, how much water leaves and enters the cell. Cells also use proteins as means to transport things through the cell to other cells.",train
1425,15009,6,0,0,prophasemetaphasetelephase,train
1370,15534,6,0,0,Three types of processes used by cells to control the movement of substances are Osmosis.,train
1323,14853,6,0,0,one proses is called cell movement that is where the cell is moved thrue the cell by the organells,train
316,14224,6,2,2,"1. Cells can use Passive Transports, which is where there is no energy used.2. Cells can use Active Transports, which is where there is energy used.",train
