,Id,pred
0,3898,2
1,3680,1
5,3084,1
6,2963,2
7,3631,1
8,3412,2
9,2867,2
10,2831,2
11,3661,2
12,3626,1
13,3483,3
14,3009,2
15,3121,2
16,3157,1
18,2911,2
19,4000,2
20,3625,1
21,2959,2
22,4041,1
24,3757,2
26,2928,2
27,2953,1
28,3602,1
29,3208,2
30,3364,2
31,3600,1
32,3735,2
33,3772,1
34,2885,2
35,3527,2
36,3442,2
37,3842,2
39,3509,2
41,3916,1
42,4043,2
43,3022,2
44,3499,2
45,2872,1
46,3857,2
47,3827,2
49,3578,1
51,3788,2
52,3279,2
55,3774,1
56,3825,2
57,3736,2
58,3831,1
59,3038,2
60,3182,1
61,2903,2
63,3468,2
64,3359,1
65,3964,2
66,3159,1
67,3101,2
68,3732,1
69,3045,2
70,3414,2
71,2860,1
72,3519,2
73,2835,1
78,3273,1
80,3662,1
81,3793,2
82,2950,2
86,3219,2
87,2908,2
88,3712,1
90,3134,2
91,3610,2
92,3910,2
93,3203,1
96,3683,1
97,4014,2
98,3982,2
99,3676,2
101,3866,2
103,3636,1
104,3054,2
105,3196,1
107,3465,2
110,3231,2
111,3704,2
112,2968,1
113,3039,2
114,3710,2
116,3239,1
117,3630,2
118,3550,2
119,3885,2
120,3915,2
121,2992,2
122,3681,2
124,3200,1
125,3398,2
126,3303,2
127,3673,2
128,3391,2
129,3241,2
131,2805,1
133,3115,2
134,3128,1
135,3925,2
136,3070,1
137,3448,1
138,3171,2
139,3317,1
140,2820,1
142,3002,1
144,3617,2
145,3139,2
147,3112,1
148,2868,2
149,3855,2
150,3466,2
151,3721,1
152,3371,2
153,3340,2
155,3462,2
156,3985,2
157,3419,2
158,2915,1
160,2878,1
162,3140,2
164,3526,1
165,3873,1
169,3970,2
170,3390,1
171,3678,1
172,2844,2
173,3926,2
175,3841,1
176,3777,2
177,3646,2
179,4022,2
180,4059,2
181,2973,1
182,3073,1
183,3097,2
184,3346,1
185,3463,2
186,2951,1
187,4004,1
188,3538,1
190,3455,1
191,3269,2
192,3130,1
194,2798,1
195,3967,2
196,3304,3
197,3482,2
198,3523,2
199,3165,1
200,3706,2
201,2818,2
202,3572,1
203,3746,2
204,3675,2
207,2907,1
208,3141,2
209,3576,1
211,2991,1
212,3311,1
213,3095,1
214,3454,2
215,3059,2
216,3470,2
217,3035,2
218,3473,1
219,3803,1
220,2858,2
221,3638,1
222,2927,2
223,3806,1
224,3277,2
226,3268,1
227,3366,1
228,3100,2
229,3177,1
230,3478,2
231,3909,1
232,2861,1
233,2832,1
234,3614,2
235,3533,2
238,3144,1
239,3840,2
240,3862,2
241,2902,1
242,3286,2
244,3975,1
245,4027,1
246,3327,1
247,3205,2
249,3773,2
250,3884,1
251,3586,2
252,3056,2
253,3111,2
254,2971,1
255,3187,2
256,3818,1
257,3271,1
258,3785,2
259,3227,1
262,3655,2
263,3697,1
264,3703,1
265,3960,1
266,2916,2
267,3786,2
268,2944,2
269,3598,2
270,3601,1
271,3750,2
273,3224,1
275,2854,2
276,3437,2
277,3176,2
278,3459,1
279,3068,1
280,3079,2
282,3332,2
285,2850,1
286,4025,1
287,2912,2
288,4065,1
289,3075,2
290,3236,1
291,3849,1
292,3994,2
293,3694,2
294,3024,1
295,3342,2
296,2919,2
297,3148,1
298,3274,2
300,2952,1
301,3000,2
302,3355,2
303,3377,2
305,3417,2
306,2884,2
307,3387,2
309,3282,2
312,2924,2
313,3607,2
314,3485,2
315,3962,2
316,3369,1
317,3903,3
319,3052,2
320,3543,2
321,3820,2
323,3108,2
324,4032,1
325,3086,2
326,4050,1
327,2800,2
328,3438,2
329,3318,3
330,3896,2
331,3577,1
332,2965,2
333,3922,2
335,3403,1
336,3525,2
337,3096,1
339,3505,2
340,3961,1
341,3999,1
342,3358,2
343,3424,2
344,3042,1
345,3907,2
347,3767,1
348,3207,2
349,3973,1
350,3741,2
351,3150,2
353,3834,2
354,3087,2
356,3565,1
358,3689,1
359,3484,2
360,2849,2
363,2921,1
364,3329,1
365,3766,1
366,3335,2
367,3645,2
368,3453,1
369,3339,2
370,3620,2
372,3204,1
373,3201,1
374,3595,2
375,3584,2
376,3899,1
377,2819,2
378,3945,1
380,3937,1
381,3902,2
384,3605,1
385,4058,1
386,3333,2
387,2857,1
389,4018,2
390,2937,2
391,3971,1
392,3653,1
393,3905,1
394,3457,1
395,3725,2
397,3529,1
398,3378,2
399,3731,2
400,2851,2
401,3986,2
403,2870,1
404,3023,2
405,3489,0
406,3051,2
407,3199,2
409,3230,2
410,3074,2
411,3307,2
412,2933,1
413,2896,2
414,3570,2
415,3027,2
416,3561,2
417,3720,2
418,3900,2
419,3639,1
420,3212,1
421,3362,2
423,3949,1
424,3309,1
425,3753,2
427,3060,2
428,3510,2
430,3528,3
431,2906,2
432,2979,2
434,3356,2
435,3872,2
437,3367,2
438,3811,1
439,3886,2
440,3979,2
442,2898,1
443,3935,2
