index,Id,EssaySet,Score1,Score2,EssayText,split
1249,6177,3,1,1,"Pandas in China are similar to koalas in Australia in that they are exclusive about their habitat, and especially eating requirements. Panda's eat almost nothing but bamboo, while koalas eat eucalyptus leaves exclusively. They are both different from pythons, because they are very invasive, and will eat whatever crosses their path.",train
348,5440,3,2,1,"Pandas in China are similar to Koalas in Australia, because their both specialist and they both stick to one main food. Pandas rely on bamboo and Koalas rely on eucalyptus leaves. They are diff from pythons because pythons are all over the world while pandas and koalas are in one place, also because a python is a snake and a generalists, while pandas and koalas are not.",train
98,5364,3,1,1,"Pandas in china are similar to koalas in Australia because they both almost always eat the same thing. In the article it says Chinas panda which eats almost nothing, but bamboo & Australia's koala eats eucalyptus leaves almost exclusively. They differ from pythons because",train
1064,6284,3,1,1,Pandas are similar to Koalas in Australia because they each eat one specific food and they are both considered a specialist according to paragraph 21. They are both different from pythons because a python is a generalist and they don't need such a specific thing like pandas and koala according to paragraph 13.,train
934,6002,3,2,2,"Pandas in China and koalas in Australia are both specialists while pythons are generalists. Pandas and koalas are also similar in the fact that they eat one thing, almost exclusively pandas eat bamboo and koalas eat eucalyptus leaves. Pythons, on the other hand, eat a variety of food; rats, other rodents, and even tried to eat an alligator, but it exploded in the process. Pandas and koalas also are confined to one part of the world, while pythons are now in many.",train
89,4981,3,1,2,"Pandas in China are similar to koalas in Australia because they are both specialists. Both eat almost nothing but a certain type of plant from their native lands. Both koalas and pandas are different from pythons in that, according to the author, pythons are generalists. They are able to live in many places though small adaptations such as eating whatever animals they can find.",train
204,4930,3,1,0,"A China panda eats almost nothing, but bamboo koalas bear eat eucalyptus leaves, those two animals are similar because they both eat a food amount of leaves or something that is green. Those two animals are different from pythons because pythons hurt and wrap their pray around them. Panda's and koala bears stay in rain forests, pythons you will mostly catch them in an hot enviroment.",train
1735,5193,3,1,1,"Chinese panda are similar to koalas in Australia be cause the both eat what nature has provided for tem such as bamboo and eucalyptus leaves. While on the other hand pythons prey on other animals, killing them.",train
191,6092,3,1,2,"Pandas and koalas are both specialist animals meaning they only eat one exclusive thing or live in one exclusive area. Pythons are generalists, they eat many different things & can live in a large selection of habitats.",train
201,5597,3,1,2,Pandas in China are similar to koalas in Austrila because they both primarily eat only one thing. For pandas its bambo an koalas its the eucalyptus leaf. They are both different from pythons because they would have a harded time adapting because pythons eat almost anything and they only eat one thing.,train
677,5219,3,1,1,"Pandas are similar to koalas because pandas eat nothing but bamboo and koalas eat nothing but eucalyptus leaves. Its also says in the Article ""they are both specialists.""",train
352,6113,3,1,1,"Panda's in China are similar to koalas in Australia because they are both specialist's. In China, the panda eats almost nothing but bamboo and in Australia, the koala bear eats almost nothing but eucalyptus leaves. They're both different from pythons because other species are specialists, then pythons. Pythons are the generalists.",train
1804,5260,3,1,2,"Pandas in China are similar to koalas in Australia because they both are similar creatures who don't migrate a lot and who have adapted to their environments. For example, ""A specialist is China's panda,which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"". These are different from pythons because pythons eat many things and go different places. For example,"" the snakes are imperiling 5 endangered species in the Florida Keys..."".",train
604,5983,3,0,0,"A specialists in China's panda, which eats almost nothing but bamboo, or Australia's Koala beer. A python swallowed an alligator they eat totally different things.",train
402,6205,3,1,1,"The pandas in China and koalas in Australia are both specialist species. They have a limited food source as the panda can only eat bamboo and the koala can only eat eucalyptus leaves. The python on the other hand is a generalist as it could live is a wide range. According to the map, the python can live on about a third of the United States; places the panda and koala probably could not live.",train
1390,6025,3,0,0,"The pandas in China and the koalas in Australia are similar because they are warm, furry mammals. The pythons is a reptile and its not warm or furry.",train
930,5395,3,1,1,"Pandas in China are similar to koalas in Australia because they are both specialist, they live in one certain place and eat one certain thing. On the other hand pandas are diffrent from pythons because pythons are a generalist species and can live almost half the US and eat almost anything.",train
1521,6202,3,2,2,"Pandas in China and Koalas in Australia both are considered to be specialists which more they rely on certain food and do not like change. 'What favors specialists in stability."" Pythons on the other hand are generalists which means they can adapt rather quickly and live in most different locations. Pythons can adapt to change unlike pandas and of Koalas.",train
1439,6294,3,0,1,They are both similar because of eating only one food which they both have in common. And a python is a generalist to where the panda and the koalas are specialist.,train
804,5581,3,1,1,"Pandas and koalas are both specialist species and only eat, one type of food. They are different from pythons because pythons are generalists and eat a verity of food.",train
430,6067,3,1,1,"A panda from china and a koala bear from Australia are similar because they both only eat one type of food the article says that the panda only eats bamboo and the koala bear only eats eucalyptus leaves. They are different from pythons because they are like ""human beings,"" says the article",train
579,6257,3,1,1,"Pandas almost eat nothing but bamboo like a koala bear only eats eucalyptus leaves. Pythons are completly different, they will eat anything they find, like a wood rat or even an alligator.",train
686,5303,3,1,0,"Pandas and koalas are similar because they are specialists and a python is different because it is a generalist. According to the article racoons, pythons, cock roaches and white tailed dear are all generalists, therefore a generalist can live anywhere with assistance of technology.",train
958,4988,3,1,2,"Panda  and koalas are similar because they're both specialists and they both eat pretty much only one type of plant. They are both different from pythons because pythons are generalists, so they will eat almost anything; also pythons are invasive and pandas are koalas are not.",train
1767,6401,3,0,0,China's panda is similar to Australia's koala because they basically eat the same thing act the same. They're different from pythons because they don't eat other animals. Most people would think a panda is better than a python because snakes can be dangerous.,train
1297,6122,3,0,0,Pandas in China share traits with koalas in Australia. They both have the same diet which is bamboo. They also live in the same climate,train
180,5280,3,1,1,"Panda's only eat bamboo, koala's only eat eucalyptus leaves. Koalas and pandas only eat certain things. Pythons on the other hand pose a major threat which pandas and koalas dnt. Pythons eat key largo wood rats. They have to have tracking devices.",train
1010,5542,3,1,1,Pandas in China and koalas in Australia are similar because they eat the same thing all the time. Koalas eat eucalyptus leaves almost exclusively and pandas eat nothing but bamboo. Snakes eat mice and other things that are etable for them. Any thing that alive and they can put down there mouth.,train
1802,5063,3,1,1,"Pandas in China are similar to koala in Australia because they both eat natural green resources, such as bamboo and eucalyptus leaves They differ from pythons because of their different eating habits. Whereas, a python is most likely to eat other animals and are more dangerous.",train
310,5057,3,2,1,"Pandas and koalas live in one specific area, china or Australia limited by its habits. Each animal ""eats almost nothing but bamboo, or... eats eucalyptus leaves almost exclusively."" A python, however, adapts and changes, giving it many options for survival, such as Asia or its now USA home.",train
1282,6695,3,1,1,"Pandas in China are similar to koalas in Australia because they both eat certain things like plants, and python eat living creatures. "" A specialist  is China's panda which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively."" I believe they are both different because pandas and koalas are harbivors, and pythons are carnivors.",train
392,6343,3,1,1,"There are many differences between a panda from China, a koala from. Austrailia and a python. For example, panda's and koala's are specialist (they eat on specific food plants), while pythons eat everything and anything.",train
921,5329,3,2,1,"The pandas and the Koala bear are alike because they aren't eating people or other animals. Pandas eat bamboo and Koalas eat eucalyptus leaves, they are also alike because they are specialist. Pandas and Koalas are different from pythons because a python is a generalist and pythons are viewed as a threat to society they are dangerous and eat other animals and possibly humans.",train
171,5114,3,2,2,"Pandas in China and koalas in Australia are similar because of their classification as a specialist species. The article sides that these animals are specialists because they eat almost exclusively are species. What a python is however, is a generalist. The article claims that generalists not only eat in wide range of food but they also can live in various areas and adapt very quickly to change. Pandas in China are similar to koalas in Australia because they are specialists, and that's why they are different from pythons.",train
440,6567,3,0,1,A panda and a koala bear are both specialist. The panda will eat almost anything but bamboo. The koala mostly eats eucalyptus.,train
1323,5136,3,0,0,Pandas and Koalas are alike and they are both rare animals. They are different because Pandas eat nothing but bamboo and Koalas eat nothing but eucalyptus leaves.,train
687,5893,3,1,1,"According to the article, both pandas from China and koalas from Australia are similar because they are both specialists. This means they are both dependent selective food source. On the other hand, the article describes pythons as generalists because they could live almost anywhere in the world, have they the opportunity to. This is how pandas and koalas are alike and different from pythons, because they are specialists and are generalists as the article says in paragraph 20 - 21.",train
1339,5214,3,1,1,"pandas in china and koalas in Australia are similar because they are both specialists, meaning they generally eat the same thing for every meal. Pandas eat bamboo and koalas eat eucalyptus leaves. these animals are different from pythons by not being a generalist meaning that they can survive almost anywhere.",train
943,5803,3,1,1,Both pandas and koalas are the same because they only eat one thing. They are different from pythons because pythons snack on whatever they can get the hands like a snake for example or an alligator.,train
158,4977,3,1,0,Pandas in China are similar to koala bears in Australia beause they both eat plants and try to stay out of harms way. On the other hand pythons are different because they will eat anything from mice to alli gators and kill what is ever in its path.,train
536,5173,3,1,1,Both China's Panda and Australia's Koala bear only eat esentially one type of food and rarely eat others. Panda's eat bamboo and Koala eat eucalyptus leaves. Although a python can adapt to eating any kind of animal.,train
128,5092,3,0,0,China's panda eat almost nothing but bamboo and Australia's koala beer eats eucalyptus leave eucalyptus: alrre of genes.,train
131,6251,3,0,0,Pandas in China are similar to koalas in Australia because they both live in an environment where pythons would not be able to live in. Pythons live in a warmer climate while the pandas and koalas do not.,train
190,4975,3,1,2,"Pandas in China are similar to koalas in Australia because they both eat mostly only one kind of food. Pandas eat mostly bamboo and koalas eat mostly eucalyptus leaves. Pandas and koalas are different from pythons because pythons will eat anything they can find. For example, that pythons in Florida that tried to eat an alligator.",train
181,5270,3,1,1,Pandas in China are similar to koalas in Australia because they both don't eat meat. They are both different from a python because they don't eat meat and a python does. The panda eats bamboo and the koala eats eucalyptus leaves. Python was seen trying to eat an alligator.,train
212,5968,3,2,2,The pandas in China only eat bamboo and the koalas in Australia mainly eat eucalyptus leaves while pythons are adapting to new environment and eating what ever comes a long. The difference between the animals and the reptiles are that the koalas and pandas are not spreading and adapting to different environments while the pythons are.,train
1370,6336,3,0,0,Pandas in China are similar to koalas in Australia because they are totally different to pythons. They are both different to pythons because they have different food habits. For example in the article it says pandas eat bamboo and koalas eat eucalyptus leaves.,train
662,5530,3,0,0,"Koalas & Pandas are both animals that are becoming extinct. However, snakes are becoming overly popular. '...Hundreds of pythons out of the weeds"" (p 11) this shows how many snakes there really are.",train
437,5065,3,1,2,"Pandas in China are similar to koalas in Australia and they both differ from pythons. Pythons, like humans are generalists. ""We live in an age that favors generalists rather than specialists"" because generalist are more effective to adapting. However, pandas and koalas are specialists, ""which eats almost nothing but bamboo"" or ""eucalyptus leaves almost exclusively."" Therefore, unlike pythons, they cannot adjust.",train
1167,5014,3,0,0,Pandas in China are similar to koalas in Australia because they both are under the category of a harmless animals and eat nothing but plants mainly. They both differ from python because pythons are dangerous reptiles that can kill someone or an animal and panda and koalas are harmless.,train
1529,5609,3,1,1,Pandas in China are similar to Koalas in Australia is they both eat type of plants. The Panda eats eucalyptus leaves almost exclusively (their both specialist) The difference between the two and a python is a python's s generalist. (They can live anywhere).,train
56,6637,3,1,1,Pandas in China are similar to kaolas in Australia by they only eat plants like bamboo or eucalyptus leaves. They are both different from pythons by they don't eat other animals like a rat with a microchip.,train
1334,6629,3,2,2,"Pandas and koalas are similar because they depend entirely on their location to survive. Their only food source is where they live. They are different from pythons because pythons can live pretty much anywhere. In the article it says a python lived in a tourist car and due tried to eat an alligator, so they can actually survive.",train
