,index,split,Id,c3 (N),c3 (Y),c8 (N),c8 (Y),c10 (N),c10 (Y),c7 (N),c7 (Y),c0 (N),c0 (Y),c4 (N),c4 (Y),c9 (N),c9 (Y),c11 (N),c11 (Y),c6 (N),c6 (Y),c2 (N),c2 (Y),c5 (N),c5 (Y),c1 (N),c1 (Y)
0,0,test,6707,0.3152946829795837,0.5670978426933289,0.3652499616146087,0.4671468436717987,0.3700281977653503,0.4704651534557342,0.3584056794643402,0.492520660161972,0.3749043643474579,0.4714225530624389,0.376770555973053,0.449820876121521,0.3666187524795532,0.4633669853210449,0.3340189158916473,0.5019038319587708,0.3968110680580139,0.4320876598358154,0.3661345839500427,0.4600040912628174,0.3408166766166687,0.4863881468772888,0.3523300588130951,0.4747485220432281
1,1,train,5884,0.2941319644451141,0.595730721950531,0.3583864867687225,0.5056014060974121,0.3665594458580017,0.5051411390304565,0.3543228209018707,0.5376796722412109,0.3743481636047363,0.5072298645973206,0.3654327988624573,0.4900708794593811,0.3524223864078522,0.5000250935554504,0.3307239115238189,0.531583309173584,0.3902675807476043,0.4700419306755066,0.353018581867218,0.4990201294422149,0.3309261202812195,0.5248672962188721,0.3414568901062011,0.5154500007629395
2,2,train,6325,0.3001786172389984,0.5399498343467712,0.3708492517471313,0.4450958669185638,0.3726240396499634,0.4457947015762329,0.3640332818031311,0.4717955589294433,0.377872496843338,0.4437893629074096,0.379587322473526,0.4315234124660492,0.3675660789012909,0.4429403841495514,0.3372503817081451,0.4826856255531311,0.3996089100837707,0.4214972853660583,0.3713311553001404,0.4398941099643707,0.3402624130249023,0.4691841006278991,0.3572982251644134,0.4544892311096191
3,3,train,6386,0.2669142186641693,0.5697067975997925,0.3265445828437805,0.478832870721817,0.3304129540920257,0.4784869253635406,0.3248451948165893,0.4993195235729217,0.3359158337116241,0.4754817485809326,0.3332160413265228,0.4654875099658966,0.3239752054214477,0.4748193025588989,0.3073180913925171,0.5019793510437012,0.3519226014614105,0.4519552588462829,0.3254324793815613,0.4727555215358734,0.302001416683197,0.4984234273433685,0.3120834231376648,0.4869434535503387
4,4,test,6229,0.2700965106487274,0.6119083166122437,0.3270545601844787,0.5319055914878845,0.3321726322174072,0.5314079523086548,0.325112372636795,0.5614237785339355,0.341664582490921,0.5316920876502991,0.332104742527008,0.5156644582748413,0.322190374135971,0.5228962898254395,0.3044158518314361,0.5509006381034851,0.3527520298957824,0.4941902160644531,0.322256326675415,0.5245776176452637,0.3039328455924988,0.5408200025558472,0.3117071092128753,0.5408980846405029
5,5,train,5482,0.2870977520942688,0.6118484735488892,0.3318946659564972,0.5510889887809753,0.3343645632266998,0.5488220453262329,0.3300426602363586,0.5717645287513733,0.340563029050827,0.5454870462417603,0.3372750282287597,0.5442892909049988,0.3321801424026489,0.5474173426628113,0.3183169662952423,0.5678829550743103,0.3518911600112915,0.5157731175422668,0.3266664445400238,0.5499668121337891,0.3145302236080169,0.5597359538078308,0.3235338032245636,0.5581832528114319
6,6,train,5046,0.3060863316059112,0.571834921836853,0.3867804408073425,0.4601912796497345,0.3950206041336059,0.4628458619117737,0.3740889430046081,0.4887860119342804,0.4096732139587402,0.4627493321895599,0.388963907957077,0.4428148865699768,0.3817185163497925,0.4604622423648834,0.3549300730228424,0.4957908689975738,0.4080937206745147,0.4329091906547546,0.3845622539520263,0.4561038017272949,0.3562681674957275,0.4875456392765045,0.3714097440242767,0.4728883504867553
7,7,test,5123,0.3120852708816528,0.516843855381012,0.4163300693035126,0.3984733819961548,0.4231943786144256,0.3992024958133697,0.3971791565418243,0.4212859869003296,0.4332179129123688,0.401995301246643,0.4234503805637359,0.389125257730484,0.4126645028591156,0.4004219770431518,0.3721943199634552,0.446917861700058,0.4439989030361175,0.3737469017505646,0.412788063287735,0.3939040899276733,0.3781383037567138,0.4296320974826813,0.3938036262989044,0.4138804972171783
8,8,train,5019,0.2941574454307556,0.5702241063117981,0.364551693201065,0.4949052929878235,0.3681893050670624,0.4953857064247131,0.352071464061737,0.5189864039421082,0.3734820783138275,0.4944886267185211,0.3763196170330047,0.4792715907096863,0.3642321228981018,0.4897300601005554,0.3388419151306152,0.5239717364311218,0.3897702991962433,0.4581131041049957,0.3650023341178894,0.4905228614807129,0.3424994647502899,0.5126835107803345,0.3505436480045318,0.5027320384979248
9,9,train,5941,0.2401473373174667,0.6179628372192383,0.2739154100418091,0.5622354745864868,0.2738253474235534,0.5612372159957886,0.2765132784843445,0.583740234375,0.2772142291069031,0.5576152205467224,0.2802396714687347,0.5541336536407471,0.2736082077026367,0.5571796298027039,0.2591823041439056,0.5759941935539246,0.2964261770248413,0.5294277667999268,0.2720259428024292,0.5584177374839783,0.2601223886013031,0.5700608491897583,0.2645096778869629,0.5690383315086365
10,10,train,5712,0.3023415207862854,0.5968768000602722,0.3750413954257965,0.5076931715011597,0.3831223547458648,0.5077068209648132,0.3664256036281585,0.5339791178703308,0.3901743590831756,0.5078038573265076,0.3835422396659851,0.4908676445484161,0.3707010746002197,0.5032019019126892,0.3450802266597748,0.5325506329536438,0.3980601131916046,0.4748311936855316,0.371640145778656,0.4965197145938873,0.3477116823196411,0.5234678387641907,0.3601760864257812,0.5186204314231873
11,11,train,5531,0.2850430905818939,0.5999304056167603,0.3477669656276703,0.5155078172683716,0.3547239899635315,0.5140961408615112,0.3388185203075409,0.5454504489898682,0.3625063598155975,0.5098532438278198,0.3538522124290466,0.50103759765625,0.3428541123867035,0.5104650259017944,0.3269074261188507,0.5398042798042297,0.368222177028656,0.4843319356441498,0.3421058058738708,0.5091472268104553,0.3256578147411346,0.530056893825531,0.3358651399612427,0.5245456695556641
12,12,train,6749,0.2810397148132324,0.6022464036941528,0.3448320031166076,0.523592472076416,0.3511569201946258,0.5215691328048706,0.3355774581432342,0.5526540875434875,0.3555143773555755,0.5217397212982178,0.3527365922927856,0.5136855244636536,0.3433006107807159,0.5215337872505188,0.3219534754753113,0.5473546981811523,0.3644778132438659,0.4913786947727203,0.3414344787597656,0.5201220512390137,0.3231121897697449,0.5401888489723206,0.3337823450565338,0.534977376461029
13,13,train,5608,0.2730285823345184,0.5968108177185059,0.352986067533493,0.5068410634994507,0.360645592212677,0.5072484612464905,0.3393848538398742,0.5400083661079407,0.3692218959331512,0.5017032623291016,0.3611897230148315,0.4903502464294433,0.3489888906478882,0.5018956661224365,0.3280163109302521,0.531192421913147,0.3680397272109985,0.4816111028194427,0.3507276773452759,0.4988631904125213,0.3258969783782959,0.5231751203536987,0.339533656835556,0.5153688788414001
14,14,train,6175,0.2532722949981689,0.6035623550415039,0.2921053469181061,0.5462632179260254,0.2911950945854187,0.5449706315994263,0.2913551032543182,0.5647377371788025,0.2962143421173095,0.5478987097740173,0.2948070466518402,0.5300678014755249,0.2879654467105865,0.5376445055007935,0.2696636617183685,0.5671166777610779,0.3175709545612335,0.5066466927528381,0.2865419089794159,0.5363937616348267,0.2754867374897003,0.5504859089851379,0.2793208956718445,0.5494561195373535
15,15,test,5790,0.2801234424114227,0.5909386277198792,0.345634251832962,0.5049377679824829,0.3541989922523498,0.5040032863616943,0.3406375348567962,0.537927508354187,0.3616973161697387,0.4995067715644836,0.3502424955368042,0.4907158017158508,0.338640958070755,0.4989079236984253,0.3222748041152954,0.5309421420097351,0.3666824400424957,0.4747263789176941,0.342151403427124,0.4977297484874725,0.321702629327774,0.5234891176223755,0.3326133787631988,0.5139851570129395
16,16,train,4960,0.2821504473686218,0.6055788993835449,0.3523648679256439,0.5189656019210815,0.3579121828079223,0.5192238688468933,0.3439163565635681,0.5585281252861023,0.3687269389629364,0.5185238122940063,0.3615477681159973,0.5037569999694824,0.3468933403491974,0.5160512924194336,0.3311242759227752,0.5494531989097595,0.3779512941837311,0.4869445860385895,0.3508358895778656,0.5100035071372986,0.3269409835338592,0.5362718105316162,0.3387341201305389,0.5313742756843567
17,17,train,6576,0.3179565072059631,0.5186249017715454,0.4258769750595093,0.4082058668136596,0.4313996732234955,0.4112870693206787,0.4054399728775024,0.429503470659256,0.4379011690616607,0.4126069843769073,0.4319951832294464,0.3956752419471741,0.4228227138519287,0.4078830778598785,0.3821739852428436,0.4538778066635132,0.4496696889400482,0.3813312649726867,0.4246992170810699,0.4037895202636719,0.3882157504558563,0.4350846707820892,0.4052434861660003,0.4203086793422699
18,18,train,5728,0.2488243132829666,0.5944693684577942,0.301041305065155,0.5100588202476501,0.3033517897129059,0.5121428370475769,0.2994405925273895,0.5344818830490112,0.3153971433639526,0.5089526772499084,0.3087368905544281,0.4916750788688659,0.298359215259552,0.5050527453422546,0.275612324476242,0.5383008718490601,0.3231463134288788,0.4782029688358307,0.2971636056900024,0.5035314559936523,0.2789933681488037,0.5232642889022827,0.2861086130142212,0.518971860408783
19,19,test,6473,0.3188506960868835,0.5068999528884888,0.3994537889957428,0.4101408421993255,0.4021675884723663,0.4127876460552215,0.3839258253574371,0.432862639427185,0.4082902371883392,0.4153666198253631,0.4072624444961548,0.398544579744339,0.3996992111206054,0.4108353853225708,0.3621621429920196,0.4486699104309082,0.4215490221977234,0.3840345442295074,0.3965612649917602,0.4075766801834106,0.3711079657077789,0.4341031312942505,0.3842869102954864,0.4185077548027038
20,20,train,5875,0.2638405561447143,0.6245301365852356,0.3034335970878601,0.5784069895744324,0.305197536945343,0.5771399736404419,0.3009400069713592,0.592412531375885,0.3108085691928863,0.5733344554901123,0.307274729013443,0.573676347732544,0.3027442395687103,0.5753154754638672,0.290713220834732,0.5874783396720886,0.3236452341079712,0.5524014234542847,0.2977809309959411,0.5768285989761353,0.28971728682518,0.5844138860702515,0.2954064011573791,0.5846322178840637
21,21,train,5580,0.3285756111145019,0.529062032699585,0.4211160540580749,0.4194046854972839,0.4276671111583709,0.421413779258728,0.4010079205036163,0.4445421993732452,0.4337669312953949,0.424104630947113,0.428884208202362,0.4069124162197113,0.42145836353302,0.4183308482170105,0.3803584277629852,0.4596218466758728,0.4466751217842102,0.391921728849411,0.4196050465106964,0.4150876998901367,0.3857660591602325,0.4454898536205292,0.4038465917110443,0.4307686984539032
