,Id,pred
0,21401,0.4742734175125769
1,20284,-0.3358405030837719
3,21678,-0.4105125125292364
4,21033,-0.11439997660602286
6,21629,-0.32563700827061415
8,20342,-2.0022281188108777
10,21184,0.28454756087822536
11,20657,0.3819158368656159
12,21063,1.3097537943861775
14,20210,1.6119447112614484
15,20073,-0.22905769374321405
16,21112,1.018666476513705
17,20260,0.15050667448656724
18,20611,-0.34969623229720664
19,20035,-1.0484699499977568
20,21065,-0.8483351385323875
21,20779,-0.5754372568001286
22,20660,-1.6272415029756768
23,20360,-0.8074267638824701
25,21159,-0.055580397822200214
26,20132,-1.960800421114165
27,20929,-1.3520969185854423
28,20649,1.1292167344865789
29,21595,1.2531392474981915
30,21185,0.14116938280392294
31,20482,0.585768685148937
32,19995,0.3839095481381778
33,21375,-0.7689093189920859
35,20001,1.0339278661270885
36,20102,1.222383885380559
39,21403,0.007083861912122485
41,21426,-0.6766720900237723
42,20403,0.6551211127510486
43,21557,-0.5610542671482451
45,20171,0.42170545770386814
46,21175,1.0930503312299304
47,20378,1.1269762134757904
48,21494,1.283624908422156
49,20322,0.7029323513960573
50,21333,1.046236404595777
51,21565,-0.07878277453223889
53,20544,-0.5463931383822203
54,21053,0.40453802827009133
55,20696,0.012299096659513519
56,20958,0.8672047716466053
57,21423,0.8816374930411849
58,20618,-1.6550424556354935
59,20204,-0.9564544181689482
60,20309,-1.5890308910455342
63,20738,-1.230708308432502
64,21484,-1.1162877141808958
67,21188,0.9667858477632251
70,21346,0.6516665356849938
71,21715,0.6647426722520237
72,21354,0.26488095415984364
73,20959,0.9472393555892535
74,21085,-2.0088813588659336
76,21691,0.16306220974132168
77,21193,0.24421275419699495
78,20453,0.7538508796595249
80,21138,0.4201678904200004
81,21356,-1.3309929640276092
83,21337,0.7974455410623433
84,21260,1.233560082481778
85,20016,-0.3721462387346996
87,20772,0.14354439686427076
88,20287,-0.8315040992712515
90,21248,-0.46832568310759176
91,21503,0.2601290129307002
92,20751,1.200458358751607
93,20327,-1.4781048545558104
94,21723,0.26268876803192176
95,20009,0.8316971192943251
96,19971,-0.49924010382523687
97,21236,-0.4011675144908234
98,20563,0.3861728197074054
99,21656,-1.5316934606221486
100,20901,-1.1654292459711841
101,21041,0.62334938778665
104,20720,-1.6134945691672222
106,21697,0.056611454978642756
107,21622,-0.9672338036623847
108,21436,0.45303897809976196
109,21158,-0.5899026166839398
110,20333,0.03245876568758701
111,20036,0.3164793640379023
112,20859,1.4209569388594856
113,21227,0.7604489874757536
114,20840,-1.1532729913381519
116,21661,0.6992819066442707
117,20457,-0.052425558739934756
118,21575,0.8276645835315461
119,20677,-1.0246510518162342
120,20839,-1.1647730884186405
122,21471,-0.7561508260907414
123,20920,-1.4855195348322434
124,21510,0.8164717035598237
125,20352,0.28058109089329125
126,21291,0.8776391653421006
127,21000,1.5664565563677444
128,20275,-0.12991966883211944
129,20443,-0.9787421553028891
130,21330,-0.36903019566089706
131,20377,1.41697342721292
132,21399,-1.6062538003355373
133,21071,-0.01677132332666455
134,20444,-0.32813785663757855
135,20197,-0.7937338122678501
136,20304,1.0395151609696502
137,21032,-1.7334613292424321
138,21144,-1.099698002240758
140,21288,1.1098562170643722
142,21607,1.4359280171942863
143,21169,-1.1548663755504367
144,21522,-0.16982074133210678
145,20546,0.5034486748950469
146,20577,-0.11621717849473108
148,21374,1.0670962638892805
149,20281,-1.2998630680830037
150,21727,0.1005253588886075
152,20795,-1.5869742996348326
153,20571,0.31596180782693595
154,21585,-2.969080198180117
155,20108,-0.7414598576213021
156,20905,-0.8049481041048103
157,20483,0.940289064864777
158,20821,0.07860263298018796
159,21739,-0.4295777442032582
161,20511,-1.7512921913053134
162,21128,-0.21313320892058812
163,20680,1.3669027497072517
164,20490,0.16118647625130517
166,21186,-1.7494871679623185
168,20252,0.8545250424274533
169,20439,-0.17970003136199747
170,20623,0.2670356361228311
171,21116,-2.071728653002429
173,21060,0.7726836669402736
174,20557,-2.0312139934376927
175,21069,-1.8698552974941687
176,20279,0.6270256098437007
177,20985,0.3363555690813881
179,20217,-0.5775121084479652
181,20769,-0.1266677036167065
182,21300,-0.2730829971352641
183,20854,0.3845265986930624
184,21093,0.829964135809843
185,20524,0.8371042935051259
187,20501,1.1694719253534036
188,21639,0.06343266195189345
190,20107,-0.8468229650813903
192,20590,1.6868933871166298
193,20721,0.2656362593145483
195,21508,0.0366514866343477
196,20801,-0.39711563433255115
197,20239,0.5570896031388115
198,21345,-0.602538235577877
199,20763,0.3531813351264881
200,20000,-0.3625012944745362
201,21501,0.514578771877863
203,20049,-0.10568329216075875
205,21078,0.5790726662974229
207,21476,-1.2566469731784051
208,21630,-0.46940722295415005
209,20954,0.5342149454572276
210,20328,-0.15143388164184166
212,20803,0.7926277480123904
213,21211,-1.501780342731041
214,21303,-0.6256677066944779
215,20896,-0.09299630222751297
216,20019,0.9968674046395208
217,20712,-0.4509224959767026
218,21068,0.6734136568281672
219,20045,0.7534916098635963
220,21289,-0.14362903969979968
221,21687,-0.04615218447096664
222,20785,1.028802263142197
223,20066,-0.20359960303507368
224,20341,0.5959653120061412
225,20638,0.7074216200368513
226,21205,-0.16864389035278998
227,20848,-1.0570369013503544
228,20157,1.2592669694332808
230,20023,0.2597061654013876
231,19989,0.5407288769545763
232,20253,0.6554510254624543
234,21746,-0.722712465490888
235,20316,0.5900504826266204
236,21740,0.7372207107896931
237,20365,-2.1768777339314735
239,20982,-0.5260427368709082
240,21077,-0.418571036855752
242,21521,-0.5509293441344805
243,21646,1.2711610954892114
244,20746,-2.058762088659528
245,20963,-0.7560602906845607
246,20367,-0.072529365744097
247,19992,1.294722826283208
250,20288,-0.14196246874867058
251,20442,-0.8147813987509898
253,21372,-1.7592067917108811
255,21058,0.886023682979792
256,20842,1.476712196752083
258,21120,0.9182943681467332
260,21020,0.5287482254095108
261,20697,0.5040623387853496
262,21284,1.470461442235315
263,21726,1.0704967523396387
265,20266,-0.702658340749887
267,20778,0.40455324939136084
268,21173,-1.457508237587769
269,20525,0.04282594335324635
270,20456,0.011498861806362457
272,19972,-0.16257167622071375
273,21430,0.8185970185369713
275,20314,-2.6168215005895528
276,20313,0.8388772578013256
278,21664,-1.3419363272711082
279,20486,0.24598030221701217
280,21296,1.197304328437859
281,20335,0.9449605846050407
282,21642,-0.11071236740132794
283,20076,-0.15242238201871186
284,21524,1.054924355980246
285,20249,-0.5805858572631503
286,20059,-0.1852573176687534
287,20195,-1.4549873173932588
288,21298,-0.8944584050655394
290,20820,0.6113559180613133
291,21580,0.21065591665049765
292,21692,-0.3890976065041158
293,20994,1.0065351441323909
294,20325,0.8277380675846735
296,20755,-1.6021535945519503
297,20014,-0.06894387762774228
298,20631,0.35743615718894434
299,20399,-0.297486806231036
300,20581,0.5900671975962551
301,21720,0.8621271846123763
305,21660,-0.002290572958126581
306,20376,-0.9394965615844384
307,20413,0.11585674066393928
310,20906,1.3617136786779758
311,20692,0.9386179751633991
312,21463,0.07007883650679059
313,19955,-2.0108353834495665
314,20569,-0.01653403001079718
316,20218,0.22396837927236254
317,20384,1.6729810076032865
319,21394,-0.17190965052520543
320,21095,-0.8727180995731463
322,20902,1.4480409591396022
323,20551,-0.8459141067401899
324,21519,0.6486459380218456
325,20743,0.010218076384715993
326,20366,-0.2608595905299729
327,20890,1.1509724379778707
328,20512,-1.1934872760943438
329,20226,0.20960954923307262
331,20221,-0.0005404716399607002
332,21504,0.2523328545452873
333,21224,-1.117241640508349
334,21469,-0.72380393496844
