,Id,pred
1,5884,1
2,6325,1
3,6386,1
5,5482,1
6,5046,1
8,5019,1
9,5941,2
10,5712,1
11,5531,1
12,6749,1
13,5608,1
14,6175,1
16,4960,1
17,6576,1
18,5728,1
20,5875,1
21,5580,1
22,5266,2
23,5648,1
24,5603,1
26,6197,1
29,6447,1
30,6195,1
31,5369,1
33,6267,1
35,5245,1
37,5977,1
38,6766,1
39,6625,1
40,5128,1
41,5421,1
42,5264,1
43,4969,1
44,6259,2
45,5346,1
46,5506,1
47,5446,1
50,5824,1
51,6131,2
53,5174,1
54,6356,1
56,6637,1
60,6151,1
65,5551,1
66,5088,1
67,6740,1
68,6797,2
72,6734,1
73,6168,1
74,5743,1
75,5000,1
76,6040,1
77,6479,1
78,5938,1
79,5752,1
81,5247,1
82,6238,2
83,6568,2
84,5011,1
85,6379,1
86,6504,1
87,5880,1
88,5640,1
89,4981,2
90,6222,2
91,5225,1
94,6169,1
95,6029,1
97,5698,1
98,5364,1
100,5520,1
101,5976,1
102,5897,1
104,6231,1
105,5401,1
106,6621,0
108,5296,1
109,6728,2
110,5139,1
111,5637,2
113,5466,1
114,6774,2
115,5041,1
117,5730,2
118,5688,2
120,5192,1
121,4949,1
122,5165,1
125,5049,2
127,5781,1
128,5092,1
129,5196,1
130,5877,1
131,6251,1
132,6544,1
133,6798,1
134,6068,1
135,6644,2
137,6575,1
138,5236,1
140,6561,1
141,5412,1
142,5281,1
143,6434,2
144,5308,1
146,6096,1
147,5168,1
148,6404,1
149,5067,1
150,6804,1
151,5177,1
152,5301,1
153,5254,1
154,5375,1
156,5595,1
157,5536,1
158,4977,1
159,5073,1
161,5522,1
162,6328,1
163,6694,1
164,5271,1
165,5437,1
168,5720,1
169,5328,1
170,6699,2
171,5114,1
173,6250,1
174,6046,1
175,5924,1
176,5686,1
178,5217,2
179,5908,2
180,5280,1
181,5270,1
183,5353,1
184,5386,1
185,5295,2
187,6033,1
188,5672,1
189,6165,1
190,4975,2
191,6092,1
192,5721,2
194,6712,1
195,5083,1
196,5072,1
197,5108,1
198,6508,1
199,5175,2
200,5921,1
201,5597,1
203,6436,1
204,4930,1
205,6281,1
206,5891,1
207,5866,1
208,5585,1
211,6242,2
212,5968,1
213,6509,2
214,4923,1
215,6566,2
216,5912,1
217,5008,1
218,6807,1
219,5182,1
221,6103,2
222,4984,2
223,5705,1
224,6210,1
225,5010,1
226,6241,1
227,5141,1
228,6285,1
229,6742,2
231,5463,1
232,6051,1
233,6370,1
234,6653,2
235,6601,1
236,5750,1
237,6738,1
238,4954,1
240,6448,2
241,5988,2
242,5289,2
243,5867,1
244,5349,1
246,5563,0
247,6785,1
248,5435,1
249,6522,1
250,6016,1
251,6484,1
252,6056,1
253,6520,1
256,6615,1
258,6171,1
259,5934,1
260,5571,1
263,5022,1
264,6584,2
265,6123,1
266,5309,2
267,5483,1
269,5077,1
270,5887,1
271,5320,1
272,6186,1
274,5095,1
275,6264,1
276,6372,1
277,4937,2
278,6458,1
280,5719,1
281,5315,1
282,5624,1
283,6628,1
284,5461,1
285,5922,1
286,6796,1
287,5176,1
288,5234,1
289,6739,1
290,6531,1
291,5024,1
292,5978,1
293,5546,1
294,6745,2
295,6626,1
296,6109,1
297,5932,1
298,5319,1
299,6282,2
300,5799,2
301,6421,1
302,4979,1
303,5379,1
304,5606,1
305,6124,2
307,6185,1
309,6410,2
310,5057,1
311,6671,1
312,5892,1
313,5389,1
315,5273,1
317,6782,1
318,6369,2
319,5860,1
320,5548,1
322,5183,1
323,6157,1
324,6317,1
325,6350,1
326,5121,1
327,5714,1
328,5526,1
329,6430,2
330,5587,2
331,6394,1
332,5341,2
333,6280,2
336,5780,1
337,5186,1
338,6538,1
339,5372,1
340,5760,2
341,5087,1
342,6806,1
344,6253,1
345,5471,1
346,5652,1
348,5440,1
349,6760,1
350,6147,1
351,5946,1
352,6113,1
353,6141,1
354,6667,2
355,6552,1
356,5287,1
358,5025,1
359,5367,2
360,5633,1
362,5190,2
364,6602,1
365,6783,1
366,5711,1
367,5232,1
368,5246,2
369,6385,1
371,5703,1
372,6198,1
373,6438,1
374,6559,2
375,6091,1
376,6105,1
377,5003,1
378,6291,1
379,5017,1
380,6768,1
381,4985,1
383,6726,1
385,5868,1
386,5452,1
387,5670,1
388,6616,1
389,6144,1
391,6240,2
392,6343,1
393,6148,1
394,5918,2
395,4998,1
396,5382,1
398,5258,1
399,6384,1
400,6095,1
401,5947,1
402,6205,2
403,5879,1
404,5741,2
405,6022,1
406,5967,1
407,6085,1
409,5216,1
410,5810,1
411,5500,2
412,4929,2
413,5210,2
414,5776,1
415,6753,1
416,6743,1
417,5695,1
419,5693,1
420,5663,1
421,5552,2
423,6464,1
424,5979,2
425,6160,1
426,5515,1
427,5666,1
428,6048,1
429,5829,2
430,6067,1
431,6277,1
432,6359,1
433,5284,1
434,6135,1
435,5161,2
436,5373,1
437,5065,1
438,5492,1
439,4953,1
440,6567,1
441,5650,1
442,5229,2
444,4974,2
445,5163,2
447,6517,1
448,5905,2
449,5457,1
450,6489,1
451,6256,1
452,6074,1
453,5811,1
455,6143,1
456,4987,1
458,5586,1
459,6059,1
460,5524,1
461,5622,2
462,6072,2
463,6744,1
466,6631,2
467,6298,1
468,6541,2
469,5404,1
470,5881,1
471,6494,1
472,4963,1
475,6605,2
477,6465,1
478,5999,1
479,6591,1
480,5313,1
481,6779,2
482,6589,1
484,5185,1
485,5015,1
486,6689,1
487,5138,1
488,6519,1
489,5179,2
490,5496,1
492,6342,1
493,5746,1
494,6735,1
496,5503,1
497,4993,1
498,5590,2
499,5987,1
501,5948,2
502,4934,2
503,6154,2
505,6659,2
507,6269,1
509,6714,1
510,5820,1
511,5244,1
512,5561,2
514,6270,1
515,6560,1
517,5582,1
519,6353,1
521,5337,1
522,5935,2
523,5405,1
525,6305,1
526,5032,2
528,6784,1
531,6801,1
532,6263,1
536,5173,1
537,5626,2
538,5455,1
539,6201,2
540,5485,1
542,6133,2
543,6316,2
544,6592,1
545,5716,1
546,5562,1
547,4933,1
549,6268,1
551,5249,1
552,5861,1
553,5390,1
554,6038,1
555,6272,1
556,5692,1
557,5144,1
558,5890,1
559,5037,1
560,5731,1
561,6066,1
563,6617,2
564,5557,1
565,6324,1
566,6526,1
567,5772,1
568,5156,1
570,6084,1
571,5363,1
573,4925,1
574,5268,2
576,6662,1
577,6115,1
578,4972,1
579,6257,1
580,6685,1
582,6569,1
583,5360,1
584,5181,1
585,6119,1
586,5774,2
587,6550,1
588,5424,1
589,5111,1
590,5478,1
592,5757,1
593,4935,1
594,5973,1
595,5664,1
596,6493,0
597,5690,2
598,5398,1
599,6206,1
600,5222,2
601,6228,1
602,6017,1
603,6572,1
604,5983,1
605,5769,1
606,5602,1
607,5102,2
608,5205,1
609,5279,1
610,6041,1
611,6295,1
612,6136,1
613,5259,1
614,6283,1
615,5779,1
616,6558,1
617,6323,1
618,6771,1
619,4980,1
620,5202,1
621,6043,1
623,6640,1
624,5285,1
625,5826,1
626,6682,1
627,5096,1
628,4976,1
629,5599,2
630,5338,1
632,6098,1
633,6780,1
634,6028,1
635,5547,1
636,5831,1
637,6061,1
638,5933,1
639,5034,1
640,5661,1
641,5564,1
643,5777,1
644,6736,1
645,6345,1
646,6516,1
647,5589,1
648,6409,1
649,5252,1
650,5647,1
651,6126,1
652,5910,1
654,5717,1
656,6127,1
657,6613,1
658,5438,1
659,4946,1
661,5835,2
662,5530,1
663,5130,1
664,6611,1
665,6050,2
666,5241,2
667,5957,1
669,5601,1
670,6417,1
671,6727,1
672,6396,1
673,5042,1
676,5282,1
677,5219,1
678,6492,1
679,6254,2
681,5713,1
682,6463,1
683,5274,1
686,5303,1
687,5893,1
688,6039,1
690,5331,1
691,6188,1
692,6019,1
693,5359,2
698,6018,1
700,6389,1
701,5870,1
702,6606,1
703,5155,1
704,5747,1
705,5765,1
706,6748,1
707,5445,1
708,5203,2
709,5980,1
711,5796,1
712,5018,1
713,6573,1
715,5734,1
