,index,split,essay_id,c1 (N),c1 (Y),c6 (N),c6 (Y),c5 (N),c5 (Y),c8 (N),c8 (Y),c0 (N),c0 (Y),c10 (N),c10 (Y),c2 (N),c2 (Y),c7 (N),c7 (Y),c9 (N),c9 (Y),c11 (N),c11 (Y),c3 (N),c3 (Y),c4 (N),c4 (Y)
0,0,train,6409,0.9204431772232056,0.1161426603794097,0.782995343208313,0.1891465634107589,0.9811730980873108,0.0673412382602691,0.5662260055541992,0.2661144733428955,0.2524816691875458,0.5429714918136597,0.2669408321380615,0.4926970601081848,0.4059294760227203,0.3688712418079376,0.9745340943336488,0.0635139346122741,0.804720938205719,0.1784296482801437,0.9706599116325378,0.0700455382466316,0.9767698645591736,0.05829668790102,0.2437585741281509,0.5343852639198303
1,1,train,6827,0.962716281414032,0.093820609152317,0.9467493295669556,0.1068746745586395,0.9838635921478271,0.0710437521338462,0.894759476184845,0.1313240528106689,0.7272384762763977,0.2494531273841858,0.6796286702156067,0.2518641054630279,0.8461743593215942,0.1627910882234573,0.9837979674339294,0.0620855055749416,0.9520773887634276,0.1046212166547775,0.9783666729927064,0.0750384405255317,0.9831255078315736,0.0586414635181427,0.7608724236488342,0.244987353682518
2,2,train,7343,0.9737793803215028,0.0604731366038322,0.9643173217773438,0.0742757990956306,0.9854121804237366,0.048991035670042,0.9304782152175904,0.1038007289171218,0.8455824255943298,0.1662317663431167,0.8218446969985962,0.1760002374649047,0.93361634016037,0.1129797622561454,0.9849939942359924,0.0469778291881084,0.9678263664245604,0.0757368430495262,0.9822824001312256,0.0531309135258197,0.9854254722595216,0.0421839952468872,0.8628817200660706,0.1853370368480682
3,3,test,7479,0.9755308032035828,0.0511724799871444,0.9680511951446532,0.057022251188755,0.986294686794281,0.0434142015874385,0.9369876980781556,0.0763846412301063,0.8696079850196838,0.1162501871585846,0.8254149556159973,0.1286911368370056,0.9327386021614076,0.082361564040184,0.9866055846214294,0.0405997261404991,0.9696189761161804,0.058102298527956,0.9836137294769288,0.0465721152722835,0.9863089323043824,0.0384936109185218,0.8850992918014526,0.127299278974533
4,4,train,6538,0.8924159407615662,0.1569279134273529,0.6788201332092285,0.2699690759181976,0.980465531349182,0.0640466660261154,0.4173177778720855,0.3772042691707611,0.1816074252128601,0.6266767978668213,0.1946875751018524,0.5790311098098755,0.2672334015369415,0.4736730754375458,0.9741483926773072,0.0643213018774986,0.7182654738426208,0.2733006179332733,0.9659153819084167,0.0786527320742607,0.97728830575943,0.0586952902376651,0.1574049890041351,0.657910943031311
5,5,train,7250,0.7998613119125366,0.2866264581680298,0.5328487753868103,0.4041704535484314,0.9716635942459106,0.112105056643486,0.3099488317966461,0.4987431168556213,0.1062911301851272,0.7729246616363525,0.1116622537374496,0.7300362586975098,0.1395838409662246,0.6545159816741943,0.9677228927612304,0.0948214456439018,0.5411085486412048,0.3901197910308838,0.9496409893035888,0.1274949610233307,0.9721368551254272,0.0807785838842392,0.1093763783574104,0.7667926549911499
6,6,train,7064,0.887574315071106,0.1525248736143112,0.7311128973960876,0.2384750247001648,0.980472981929779,0.0708150267601013,0.5214099884033203,0.3268442749977112,0.2294038534164428,0.6254206895828247,0.2447953522205352,0.5660436749458313,0.2863075733184814,0.4762977361679077,0.9727425575256348,0.0651402473449707,0.7760686278343201,0.2201317250728607,0.9675676226615906,0.0792884901165962,0.975802719593048,0.0589549988508224,0.2245311588048935,0.6018670201301575
7,7,train,7163,0.9434117674827576,0.1043683141469955,0.8855957388877869,0.1336435377597808,0.9831078052520752,0.0682725086808204,0.7351762652397156,0.184399664402008,0.4338043332099914,0.3825726509094238,0.4195594191551208,0.3538388907909393,0.6069753170013428,0.2357198596000671,0.9807811975479126,0.0624530874192714,0.8978474736213684,0.1308647990226745,0.974915087223053,0.0739513710141182,0.9809746742248536,0.0561522208154201,0.402290016412735,0.4142049551010132
8,8,train,7060,0.9534310698509216,0.0750559493899345,0.9046120643615724,0.1087347865104675,0.98403000831604,0.0495210848748683,0.7808528542518616,0.1639148592948913,0.441236287355423,0.3683875501155853,0.4377219676971435,0.3353452980518341,0.6974287033081055,0.2030729800462722,0.9804445505142212,0.0502969436347484,0.9140596389770508,0.1113469451665878,0.976457178592682,0.0587457008659839,0.9820858240127563,0.045108288526535,0.4245292544364929,0.4196982979774475
9,9,train,7031,0.9564749002456664,0.107329748570919,0.9332507252693176,0.1201982125639915,0.9806764125823976,0.0815856009721756,0.8748041391372681,0.150464579463005,0.6738520860671997,0.2874799072742462,0.6100901365280151,0.2915962338447571,0.8102526664733887,0.1850353479385376,0.9822048544883728,0.0693705603480339,0.9376057982444764,0.1184466779232025,0.9738807082176208,0.0849072486162185,0.9819211959838868,0.0617103166878223,0.7356681227684021,0.2664174437522888
