,Id,pred
1,9083,1
2,9589,1
3,8591,1
4,8575,1
7,8381,1
8,8313,1
9,8531,1
10,9800,1
12,8949,1
13,8260,1
14,8653,1
17,9578,1
18,8994,1
19,8332,1
21,9479,1
22,9164,1
23,8185,1
24,8945,1
25,8939,0
26,8689,1
27,8815,1
28,9483,1
29,8322,1
32,8434,1
33,9446,1
34,8344,1
35,8970,1
36,9793,1
37,8846,1
38,8404,1
39,8463,1
40,8207,1
41,9280,1
42,9509,0
44,9011,1
46,8321,1
47,8093,2
48,8505,2
50,8659,1
51,9503,1
52,8656,1
53,9528,1
55,8258,1
56,8112,1
57,8274,1
58,9207,1
59,8163,1
60,8413,1
62,8821,1
63,8839,2
64,9715,1
65,8645,1
66,8666,1
67,9710,1
69,9363,1
70,8384,1
71,8219,1
72,8704,1
73,8582,1
74,8600,1
75,9016,0
77,8775,1
78,8594,1
79,8127,1
81,8114,1
82,9716,1
84,8639,1
86,9312,1
87,8288,1
89,9297,1
90,8987,1
91,8140,2
92,8997,1
94,9200,1
95,9317,1
96,8225,1
98,8224,1
99,8538,1
100,8196,1
101,9097,1
102,8198,1
103,8265,1
104,8181,1
105,8971,1
106,8678,1
107,8183,1
109,8560,1
110,8357,1
111,8853,1
112,9519,0
114,9243,1
115,9733,1
116,9037,1
117,9318,1
118,9063,2
119,8748,1
120,8615,1
121,8583,1
123,8406,1
124,9138,1
125,8717,1
126,8566,1
127,8318,1
129,9007,1
130,8249,1
131,9431,1
132,8325,1
133,9553,1
134,8369,1
135,9797,1
136,9380,1
138,9504,1
140,9740,0
141,8244,1
142,9109,1
143,8075,1
144,9013,1
145,8869,1
146,8353,1
148,9154,1
149,8456,1
150,8736,1
151,9106,1
152,8568,1
153,8770,0
155,8141,1
156,8339,1
157,8774,1
158,8440,1
159,8247,1
160,9572,1
161,8349,1
162,8399,1
163,9459,1
164,8626,1
165,8605,1
167,9272,1
168,8930,0
169,8697,1
170,8771,2
171,8525,1
172,9206,1
173,9387,1
176,8328,1
177,9233,1
179,9460,1
180,8716,1
182,9449,0
183,8574,1
184,9419,1
185,8072,1
186,9076,1
187,9683,1
188,8966,1
190,8864,1
191,9099,1
193,9090,1
194,8190,1
196,9394,1
197,8416,2
198,8131,1
200,9534,1
201,9089,1
202,8836,1
205,8229,1
206,9626,1
207,9354,1
208,9573,1
209,8785,1
210,9170,1
211,8872,1
212,8732,1
213,9451,1
214,9283,2
215,9373,1
216,8239,1
217,8335,1
218,8608,1
220,9275,1
221,9057,1
222,8283,1
223,8932,1
225,9260,1
227,8714,1
228,9550,1
229,8609,0
230,8252,1
232,9680,1
233,9263,1
234,9807,1
235,9644,1
236,8544,1
237,8984,1
238,8499,1
240,8426,1
241,8918,1
242,8676,1
245,8172,1
246,8303,0
247,9374,1
248,9456,1
250,9169,1
251,8530,1
252,8481,1
253,8797,0
254,8581,1
255,8809,1
256,9184,1
257,9726,1
258,9582,1
259,8816,1
260,8429,1
261,8555,1
263,9221,1
264,9748,1
265,8557,1
266,9603,1
267,8893,1
268,9241,1
269,8212,1
271,8158,1
272,8892,1
273,9785,1
274,9546,1
275,9129,1
276,8519,0
277,8218,1
278,9443,1
279,8752,1
280,8149,1
281,8523,1
282,8948,1
283,9213,1
284,9723,1
285,8644,1
286,8700,1
287,8081,2
288,8669,1
290,8570,1
291,9042,1
292,9788,1
293,9679,1
294,8865,1
295,8611,1
296,8826,1
297,9219,1
298,8130,1
299,9172,1
300,9491,1
301,9435,1
302,8798,1
303,8908,1
304,8907,1
305,8450,1
306,9753,1
307,8314,1
308,8393,1
310,8738,1
311,9384,1
313,9250,1
314,8871,1
315,9231,1
316,8958,1
318,9163,1
319,8850,1
320,9458,1
321,8409,1
322,9620,1
323,9593,1
324,8365,1
326,9630,1
327,8360,1
328,8616,1
329,9718,1
330,8668,1
331,8143,1
333,9414,1
334,8362,1
335,8250,1
336,8455,1
337,9566,1
338,9465,1
339,8199,1
340,8448,1
341,8115,0
343,9600,1
344,9764,1
345,9288,1
346,8989,1
347,9719,1
349,8237,1
350,8509,1
351,8843,1
352,8345,1
353,9796,1
355,8927,1
356,8921,1
357,8617,1
358,8145,1
361,8086,1
363,9119,1
365,8718,1
367,9237,1
368,9079,1
369,9301,1
372,8592,1
373,8167,1
374,9194,1
375,9547,1
376,9305,1
377,8073,1
378,8304,1
379,8402,1
380,8316,1
382,8432,1
383,9545,1
384,8793,1
389,8184,1
390,8443,1
391,9127,1
392,8293,1
393,8197,1
394,8284,1
395,8330,1
396,9473,1
397,9061,1
398,9707,1
399,9096,1
400,9548,1
401,9158,1
403,9450,1
404,9051,1
408,9095,1
409,8559,1
411,8089,1
412,9367,1
413,8188,1
414,8934,1
415,8619,1
416,8240,1
417,8080,1
419,9409,1
420,8885,1
421,9313,1
423,8308,1
426,8105,1
427,9531,1
428,9395,2
429,9031,1
431,8154,1
433,9474,0
435,9448,0
436,8870,1
438,9440,2
439,8292,1
440,9574,1
441,8632,1
443,8473,1
444,9423,1
445,8189,1
447,8703,2
449,9624,1
451,9246,1
452,9751,1
456,8136,1
457,8729,1
458,9077,1
459,9337,1
460,9493,1
461,8233,1
462,8787,1
464,8296,2
465,9557,1
466,9139,1
467,9242,1
468,8077,1
469,8420,1
470,8464,1
471,8859,1
472,8358,1
473,9725,1
474,8856,1
477,8884,1
479,8534,1
480,8973,1
481,9259,1
483,9212,1
484,9686,1
485,8486,1
487,9060,1
489,8389,1
490,8781,1
491,8235,1
492,8825,1
493,9583,1
495,8597,1
496,9117,1
497,9588,1
498,8444,1
499,9028,1
500,8327,1
502,8457,1
503,8151,1
504,9516,1
505,8170,1
506,8553,1
507,8454,2
508,8375,1
509,9480,1
510,8227,1
511,9662,1
512,9805,1
513,8978,1
514,8849,1
515,8650,0
516,8571,1
518,9072,1
519,9193,1
520,8912,0
521,9518,1
522,9575,2
523,9571,1
524,8629,2
525,8890,1
526,9022,1
527,8132,1
529,9372,1
531,8891,1
532,8648,1
533,8844,1
534,8251,1
535,8248,1
536,9468,1
537,8711,2
538,8492,0
540,8649,1
542,8992,2
544,9744,1
545,8186,1
546,9674,0
547,9350,1
549,8737,1
550,8541,1
551,9529,1
552,9696,1
