,index,split,essay_id,c3 (N),c3 (Y),c2 (N),c2 (Y),c11 (N),c11 (Y),c8 (N),c8 (Y),c9 (N),c9 (Y),c0 (N),c0 (Y),c10 (N),c10 (Y),c6 (N),c6 (Y),c7 (N),c7 (Y),c5 (N),c5 (Y),c4 (N),c4 (Y),c1 (N),c1 (Y)
0,0,train,8905,0.5019072890281677,0.4541192948818207,0.5109291076660156,0.4429611265659332,0.5097273588180542,0.4495211541652679,0.5091924667358398,0.4457736611366272,0.4987111687660217,0.4535155296325683,0.501241147518158,0.4533955752849579,0.5006935000419617,0.4541378319263458,0.499637633562088,0.4543380439281463,0.5002647638320923,0.4541455507278442,0.5066164135932922,0.4475801587104797,0.502696692943573,0.4545001685619354,0.4994552731513977,0.4525631964206695
1,1,train,9123,0.5952781438827515,0.4042711853981018,0.6111712455749512,0.3901312351226806,0.6038928031921387,0.3959398567676544,0.6084482669830322,0.391812652349472,0.5923808217048645,0.4047009944915771,0.5951162576675415,0.4039246141910553,0.594664990901947,0.405169814825058,0.5892240405082703,0.4062066972255707,0.5906975269317627,0.4040872752666473,0.6041334271430969,0.3933629393577575,0.5975053906440735,0.4050935208797455,0.593585193157196,0.4035069346427917
2,2,train,9754,0.5006418824195862,0.4541462361812591,0.5147079825401306,0.4427452385425567,0.5105206370353699,0.4478511810302734,0.5109307169914246,0.4462783336639404,0.4985435307025909,0.4536535143852234,0.5008352398872375,0.453469455242157,0.5008237957954407,0.4536983370780945,0.4988750517368316,0.4542921781539917,0.5008935928344727,0.4529283940792084,0.5095551013946533,0.4470466673374176,0.5022091269493103,0.4531631469726562,0.4990617930889129,0.4525627791881561
3,3,train,9383,0.5519519448280334,0.4350394308567047,0.5652332901954651,0.4234116971492767,0.5580317974090576,0.4284777045249939,0.5623038411140442,0.4260450005531311,0.5498456954956055,0.4346902072429657,0.5517932176589966,0.4347131848335266,0.5508404970169067,0.4353706836700439,0.5475545525550842,0.4355051517486572,0.5490888357162476,0.4339044988155365,0.5598830580711365,0.4272226095199585,0.5524221062660217,0.4352172613143921,0.5505803227424622,0.4340843856334686
4,4,train,10003,0.4880958199501037,0.460328072309494,0.4994886517524719,0.4486531913280487,0.497144877910614,0.4542725682258606,0.4952719509601593,0.4524491429328918,0.4851313531398773,0.4596355557441711,0.4875365197658539,0.4591443538665771,0.4872172176837921,0.4597394466400146,0.485740602016449,0.4607777297496795,0.4866379201412201,0.4595163464546203,0.4950302839279175,0.4529509544372558,0.4891997873783111,0.4593122899532318,0.4861159920692444,0.4586780965328216
5,5,train,9633,0.61907958984375,0.3744139969348907,0.6387558579444885,0.3557725548744201,0.6342067122459412,0.3590855002403259,0.6365420818328857,0.3560441434383392,0.6139723062515259,0.3762353062629699,0.6191825866699219,0.3732282817363739,0.6211621761322021,0.373421311378479,0.6129956245422363,0.3767316043376922,0.6124783754348755,0.3757657408714294,0.6277500987052917,0.3611273765563965,0.624668300151825,0.3720103204250335,0.6175007224082947,0.3730323910713196
6,6,train,9790,0.5828858017921448,0.415894865989685,0.5978978872299194,0.4020631313323974,0.5905914902687073,0.4073465168476105,0.59519362449646,0.4046084880828857,0.580456554889679,0.4161589741706848,0.5825485587120056,0.4155153334140777,0.5815737843513489,0.4166211783885956,0.5768988728523254,0.4174182713031769,0.5784837007522583,0.4154111444950104,0.591079831123352,0.4063490629196167,0.5842353701591492,0.4159797728061676,0.5810320973396301,0.415057361125946
7,7,train,9954,0.5299248099327087,0.4449053704738617,0.5442954897880554,0.4327844381332397,0.5378940105438232,0.4376879334449768,0.5401137471199036,0.4363381862640381,0.5273690223693848,0.4446806013584137,0.530064582824707,0.4440946280956268,0.529154896736145,0.4448253810405731,0.5260604023933411,0.4452658891677856,0.5274244546890259,0.4437920153141022,0.5387154221534729,0.4372098445892334,0.5306232571601868,0.4443608224391937,0.5281699299812317,0.4439399838447571
8,8,train,8945,0.5476558804512024,0.4338339567184448,0.5601965188980103,0.4224123656749725,0.5535599589347839,0.4274646341800689,0.556990921497345,0.4250965118408203,0.5449110269546509,0.4341205954551697,0.5469780564308167,0.4336188733577728,0.5469257831573486,0.4337641894817352,0.5436451435089111,0.4337497055530548,0.5453972816467285,0.4325218498706817,0.556122899055481,0.4254944324493408,0.5474465489387512,0.4341011047363281,0.5468198657035828,0.4323326647281647
9,9,test,10313,0.6153441071510315,0.3748338222503662,0.6368775367736816,0.3540581464767456,0.6318100094795227,0.3575654923915863,0.6348371505737305,0.3540478944778442,0.6098534464836121,0.376270592212677,0.6156843304634094,0.3728395104408264,0.618354856967926,0.3731909394264221,0.6101897358894348,0.3769870698451996,0.6098073720932007,0.3758746683597564,0.6251848936080933,0.3607377707958221,0.6213219165802002,0.3713826239109039,0.6147721409797668,0.3729996681213379
