,index,split,Id,c8 (N),c8 (Y),c7 (N),c7 (Y),c10 (N),c10 (Y),c0 (N),c0 (Y),c4 (N),c4 (Y),c2 (N),c2 (Y),c9 (N),c9 (Y),c3 (N),c3 (Y),c6 (N),c6 (Y),c5 (N),c5 (Y),c11 (N),c11 (Y),c1 (N),c1 (Y)
0,0,train,1405,0.4112584590911865,0.4893523454666137,0.4244931042194366,0.479534387588501,0.4161419570446014,0.4817635715007782,0.4561032950878143,0.4615070223808288,0.4517700970172882,0.4624643623828888,0.4510298669338226,0.4554766416549682,0.4168370068073272,0.4877149164676666,0.4145210087299347,0.4855035543441772,0.4500077664852142,0.466082364320755,0.422707736492157,0.4860491752624511,0.4135940074920654,0.4827459156513214,0.4491518437862396,0.4561620652675628
1,1,train,462,0.4052033126354217,0.4951332509517669,0.4222621619701385,0.4825267493724823,0.4120462536811828,0.4863313138484955,0.4556317925453186,0.4652560353279114,0.4516897201538086,0.467424064874649,0.4476360380649566,0.4601828157901764,0.4152381122112274,0.4908584654331207,0.4121060669422149,0.4883148372173309,0.4461601078510284,0.4721764922142029,0.4216014742851257,0.4873204827308655,0.4093698859214782,0.485551655292511,0.4452485740184784,0.4586107134819031
2,2,train,1532,0.5291144251823425,0.3553243577480316,0.5499577522277832,0.33796426653862,0.5334181189537048,0.344676524400711,0.5646089315414429,0.3368857502937317,0.5698333382606506,0.342168390750885,0.5624709129333496,0.3362298011779785,0.5427086353302002,0.3423009812831878,0.5396135449409485,0.3406395614147186,0.561873733997345,0.3435064256191253,0.5432449579238892,0.3469338417053222,0.5323228240013123,0.3462043702602386,0.5599184632301331,0.3342783451080322
3,3,train,469,0.4096445739269256,0.4948705434799194,0.4243173599243164,0.4846809506416321,0.4152563214302063,0.4878408014774322,0.4526476860046386,0.4656020998954773,0.4525274336338043,0.4700281918048858,0.4501143395900726,0.4624477922916412,0.4173312187194824,0.4924485087394714,0.4148642420768738,0.4893960356712341,0.445252001285553,0.4781360328197479,0.4237518608570099,0.4897583723068237,0.4131973087787628,0.4885699450969696,0.4446471035480499,0.4624237418174743
4,4,test,21,0.4347029030323028,0.4505630433559418,0.44889697432518,0.4403696358203888,0.4384507536888122,0.4419480860233307,0.4708341360092163,0.430945336818695,0.4843689203262329,0.4231081008911133,0.4756665527820587,0.4145899713039398,0.4411738812923431,0.4489956796169281,0.4400027692317962,0.4452644288539886,0.4784176647663116,0.4309895932674408,0.4466229081153869,0.4460846185684204,0.43638876080513,0.4449610114097595,0.4797277152538299,0.4139343798160553
5,5,train,421,0.4091625511646271,0.5032138824462891,0.4223611652851105,0.4921543896198272,0.4181411564350128,0.4947687983512878,0.4424686729907989,0.4782812297344208,0.4487625956535339,0.4818542301654815,0.4454458653926849,0.4725603759288788,0.4154050946235657,0.5020212531089783,0.41231369972229,0.4988133609294891,0.4383884966373443,0.4904227256774902,0.4221664667129516,0.4971008002758026,0.4116163551807403,0.4956588745117187,0.4414710104465484,0.4728609323501587
6,6,train,1589,0.6069403886795044,0.366772323846817,0.6402425765991211,0.3446292281150818,0.6077670454978943,0.3449818789958954,0.6471047401428223,0.345616728067398,0.6304040551185608,0.3438569605350494,0.6099082231521606,0.3390194475650787,0.6308552622795105,0.3544591665267944,0.6229152679443359,0.3438651263713836,0.6227766871452332,0.3540056943893432,0.6181848049163818,0.3510721623897552,0.6098442673683167,0.354423314332962,0.6124657392501831,0.3318345844745636
7,7,train,427,0.5292030572891235,0.3934652209281921,0.5531988143920898,0.3782722055912018,0.5379815697669983,0.384915143251419,0.5705552697181702,0.3722525835037231,0.5713253021240234,0.3705870509147644,0.5598164200782776,0.3660030663013458,0.5453816056251526,0.384674459695816,0.5440495610237122,0.381024569272995,0.562191903591156,0.3745794594287872,0.5461556315422058,0.3856501579284668,0.535506546497345,0.3870910406112671,0.5632990002632141,0.3565625846385956
8,8,train,193,0.4474635422229767,0.4958763420581817,0.4592187702655792,0.4853087961673736,0.4520903527736664,0.4912306368350982,0.4772810637950897,0.475237101316452,0.4774707853794098,0.4768777787685394,0.4732610583305359,0.4681106805801391,0.4551281034946441,0.4943268001079559,0.4533047378063202,0.4917082786560058,0.4702515602111816,0.4834250509738922,0.4578797519207001,0.4934000372886657,0.4515585303306579,0.4896614551544189,0.4689823091030121,0.4705536961555481
9,9,train,44,0.4369253814220428,0.4626484215259552,0.4534492492675781,0.4499993026256561,0.4407630562782287,0.4546064734458923,0.4876035749912262,0.4336650967597961,0.4823654890060425,0.4365003108978271,0.4803728461265564,0.4256776571273803,0.4440066218376159,0.4574424922466278,0.4426391124725342,0.4547826647758484,0.4741649031639099,0.4420727491378784,0.4491852819919586,0.457341194152832,0.438971608877182,0.4550513029098511,0.4770791232585907,0.4283239543437958
10,10,test,1496,0.3988760709762573,0.4999951720237732,0.4109144508838653,0.4898134469985962,0.4050429761409759,0.4912460446357727,0.4347047209739685,0.4771770238876343,0.442063570022583,0.4757416546344757,0.4374098777770996,0.4693322479724884,0.4046973884105682,0.4979934394359588,0.4020848274230957,0.4948140382766723,0.4306690990924835,0.4866122901439667,0.4122409224510193,0.4938870370388031,0.4006737470626831,0.4931922256946563,0.4303076267242431,0.4709994196891784
11,11,train,1636,0.4458706974983215,0.4505406320095062,0.4595278799533844,0.4401280879974365,0.4515381455421448,0.4429951608181,0.4772142767906189,0.4333726167678833,0.4881764352321625,0.4266729056835174,0.4832767844200134,0.4203799068927765,0.452508807182312,0.4479566514492035,0.4520422518253326,0.4445770978927612,0.478649377822876,0.4339698553085327,0.4572995007038116,0.4475056529045105,0.4489155411720276,0.4446808397769928,0.4791966676712036,0.4191164672374725
12,12,train,273,0.4487740397453308,0.4215441346168518,0.4620684683322906,0.4083829522132873,0.4503633379936218,0.4135438203811645,0.4828195869922638,0.4029447138309479,0.4988148808479309,0.4018166959285736,0.4943506121635437,0.3924121260643005,0.4537922739982605,0.4162971675395965,0.4530157148838043,0.4115354120731354,0.4890490770339966,0.4063627421855926,0.459901750087738,0.4155341386795044,0.4507795870304107,0.4137114286422729,0.4896139204502105,0.3894759118556976
13,13,train,680,0.5644047856330872,0.3629718422889709,0.5897903442382812,0.3396081626415252,0.5706064701080322,0.3452558517456054,0.60299152135849,0.3408389985561371,0.6059191823005676,0.3444121778011322,0.5950409173965454,0.3393806219100952,0.5804108381271362,0.345150887966156,0.5770336985588074,0.3402866125106811,0.5966406464576721,0.3506220281124115,0.5775850415229797,0.349122017621994,0.5671187043190002,0.3496162891387939,0.5909169912338257,0.3320976793766022
14,14,train,1346,0.4388065040111542,0.4651346802711487,0.4592479765415191,0.4496175348758697,0.4466154277324676,0.4560613334178924,0.4904487431049347,0.4358124136924743,0.4890955090522766,0.4395308494567871,0.4848597049713135,0.4318075478076935,0.4474184513092041,0.4587848782539367,0.4456044435501098,0.4550181329250335,0.4769623577594757,0.4435031414031982,0.455454021692276,0.4575463831424713,0.4444037079811096,0.4549710154533386,0.4862270653247833,0.4285937249660492
15,15,train,1319,0.4533442258834839,0.4603415131568908,0.4737577736377716,0.4438661634922027,0.4581117033958435,0.4494616687297821,0.5085339546203613,0.4212862551212311,0.5090643167495728,0.4204948544502258,0.4941820502281189,0.4193026721477508,0.4617398977279663,0.451346218585968,0.4615161120891571,0.4507366716861725,0.5021260976791382,0.4288965761661529,0.4668397903442383,0.4519666135311126,0.456926017999649,0.4533620178699493,0.4968734383583069,0.4185726940631866
16,16,train,408,0.4848641753196716,0.3996841609477997,0.5003407001495361,0.3854964077472687,0.4871003925800323,0.3905022144317627,0.5166491866111755,0.3811164498329162,0.5344138145446777,0.3793831765651703,0.5270773768424988,0.3693988621234894,0.4888163805007934,0.3935856819152832,0.4881699979305267,0.3894062042236328,0.5253407955169678,0.385223925113678,0.4923784434795379,0.3925504982471466,0.4852723479270935,0.3929523229598999,0.5291711688041687,0.3655649125576019
17,17,train,890,0.4395620822906494,0.4470961689949035,0.4529617130756378,0.4374687373638153,0.4441932439804077,0.4416048228740692,0.4663652181625366,0.4315484464168548,0.4735934436321258,0.4273660778999328,0.4727385342121124,0.42178875207901,0.4462746083736419,0.4442842900753021,0.4447562098503113,0.4416981637477875,0.467955082654953,0.4323683381080627,0.4494191408157348,0.4444225132465362,0.4424639642238617,0.4422779381275177,0.4735867381095886,0.4223592877388
