,essay_id,pred
0,6409,1
1,6827,0
2,7343,1
4,6538,2
5,7250,2
6,7064,1
7,7163,1
8,7060,2
9,7031,1
12,6080,2
13,6265,2
14,7396,2
15,6630,1
16,7521,2
18,6391,2
20,7330,2
21,7672,1
22,6133,2
23,6715,1
24,7022,2
25,7089,2
26,6097,1
27,6353,2
28,6596,2
29,7088,2
30,6021,2
31,6408,2
32,6191,1
35,7082,2
38,6813,2
40,6845,2
42,7307,2
43,7666,2
44,7545,2
46,7352,2
47,7236,1
50,6395,1
51,7377,2
52,6183,2
54,7311,1
56,7332,2
57,6516,2
58,6062,2
59,6645,2
60,6576,2
61,7220,0
62,6218,2
63,7703,2
64,7169,2
66,6707,2
67,6010,2
68,7294,2
70,7200,2
71,7159,2
72,7092,1
73,6359,1
74,6347,2
75,7547,2
76,6311,1
77,7201,1
79,7694,2
80,6477,2
81,6243,2
83,6584,2
84,7650,1
85,7317,2
86,7344,2
87,7259,2
88,6883,1
89,7548,2
92,6144,1
93,7669,2
96,6782,1
97,7065,1
98,6734,1
100,7272,2
101,6582,2
102,6061,2
103,7369,2
104,7631,1
106,6378,2
108,7023,2
110,6659,2
111,6317,2
112,7202,2
113,6522,1
114,7368,1
115,6464,1
117,6253,2
118,7659,2
119,6335,2
121,6719,1
122,7074,1
123,7015,2
125,7190,2
127,7297,1
128,6221,2
129,7520,1
130,6610,1
131,6920,2
132,7078,2
133,7341,1
134,6197,2
135,7658,1
136,7634,1
138,6175,1
139,7410,1
140,7258,1
141,7039,1
142,7136,2
144,6075,2
146,7474,1
147,7442,1
148,6534,1
149,6152,2
150,6069,2
152,6425,1
153,6264,2
154,7051,1
155,6422,1
156,7174,2
157,7181,2
158,6178,1
159,7071,1
161,6521,2
162,6306,1
164,6839,1
166,6411,1
167,6726,2
168,7223,1
169,6257,1
171,6223,2
173,6868,2
174,7557,1
175,7036,2
176,7361,1
177,6562,1
178,7142,2
179,6212,1
180,6285,1
181,7532,1
182,7696,2
183,6804,2
185,7020,2
186,6461,2
187,6672,1
188,7699,2
189,6120,1
190,6536,2
192,7042,2
193,7676,2
195,7401,2
196,7681,2
197,6407,2
199,6386,2
200,6493,2
201,6156,2
202,6505,2
204,6754,1
205,7619,2
207,7398,2
208,7415,2
210,7535,1
211,6732,2
212,6192,2
213,7685,2
216,7048,1
217,6597,2
218,6605,1
219,6483,2
221,6474,2
222,7656,1
223,7566,2
224,6670,1
225,7327,1
226,6970,2
227,7453,1
228,7524,1
229,6724,2
230,6725,1
231,6797,2
232,6292,2
234,6459,1
235,6189,1
236,6040,1
237,6567,1
238,7335,2
239,7409,2
240,7623,2
241,6934,1
242,6884,2
243,6736,2
244,6787,1
245,7549,2
247,6446,2
248,6015,2
249,7452,2
250,7702,2
251,6636,2
252,7695,2
253,6099,1
254,7109,2
255,6875,1
256,7326,2
257,6849,2
258,7397,2
259,7627,1
260,6440,2
261,6918,1
263,7376,2
266,6809,2
268,7644,1
270,6102,1
272,6329,2
273,7162,2
274,7046,1
275,6828,1
276,7244,2
277,6247,2
278,7470,2
279,6967,2
280,6796,1
282,6569,2
284,7542,2
285,7166,2
286,7070,2
287,7654,1
289,6658,2
290,7080,2
291,7374,1
292,7150,1
293,7400,1
294,7404,2
295,6470,2
296,6325,1
297,7475,2
298,6137,2
299,6430,1
300,7283,2
302,6829,2
303,6469,1
305,6924,2
306,7263,2
307,6482,1
308,7581,1
309,7613,2
310,6433,2
312,7127,2
313,7497,1
314,6277,1
315,7646,2
316,7300,2
317,6985,1
318,6741,2
319,7495,2
320,6665,2
321,7281,2
322,6904,2
323,6701,2
324,7310,2
325,7459,2
328,6367,2
329,7211,2
335,6289,2
336,7007,2
337,7418,2
338,6336,2
339,7285,2
340,7339,2
341,6049,1
342,7125,2
343,5989,2
344,6007,2
345,6714,2
346,7555,1
347,6502,2
349,6269,1
350,6818,2
351,7414,1
352,7477,1
353,7403,2
354,6039,2
356,6762,2
357,6403,1
358,6365,2
359,7187,2
360,6051,1
361,7488,2
362,6892,1
363,7424,2
364,6222,2
365,7657,2
367,7471,1
368,7306,1
369,6228,2
370,6638,2
372,6615,2
373,7585,1
375,6800,2
376,7355,2
377,6735,1
379,6978,0
380,6030,2
381,6273,1
383,7137,1
384,7651,2
385,7538,2
386,6673,0
387,6346,2
388,6318,2
389,6591,1
390,6957,2
391,6526,1
392,6270,2
393,6159,1
394,7068,2
395,6301,2
397,6686,1
398,7622,2
399,6897,2
400,6024,1
402,7514,2
403,6974,2
404,7075,2
405,7172,2
406,6287,2
407,7000,2
408,6983,1
409,7637,2
410,6712,2
411,7324,1
412,7171,1
413,6959,2
414,6507,2
417,7192,1
418,7253,2
419,6065,2
420,6054,2
421,6356,1
423,6490,1
425,7030,2
428,6334,1
430,6319,2
431,6436,2
433,6304,2
434,6752,2
435,6512,2
436,6696,2
437,6076,1
438,7016,2
439,7489,1
440,7232,0
442,7120,1
443,7262,1
444,6224,1
446,7086,1
447,6259,2
448,7151,2
449,6018,1
452,7528,2
453,6093,1
455,6429,0
456,6202,1
457,6106,2
459,6549,2
460,6770,2
462,7615,1
463,7047,1
465,6999,1
466,6320,1
467,6896,1
468,7590,1
469,6031,2
472,6520,2
473,6234,1
474,6668,2
475,6710,1
476,6656,2
