,index,split,Id,c9 (N),c9 (Y),c5 (N),c5 (Y),c3 (N),c3 (Y),c7 (N),c7 (Y),c2 (N),c2 (Y),c10 (N),c10 (Y),c8 (N),c8 (Y),c0 (N),c0 (Y),c11 (N),c11 (Y),c1 (N),c1 (Y),c6 (N),c6 (Y),c4 (N),c4 (Y)
0,0,train,21401,0.3142163753509521,0.6109013557434082,0.2182958573102951,0.7580711841583252,0.2107281684875488,0.7899754047393799,0.2577168643474579,0.7177702784538269,0.7869377136230469,0.259496659040451,0.2800147533416748,0.6745408773422241,0.2928741574287414,0.6399096250534058,0.2217908650636673,0.7681920528411865,0.3197575807571411,0.6294865608215332,0.3460298180580139,0.6430193781852722,0.2317912280559539,0.761719822883606,0.6758487224578857,0.3395107388496399
1,1,train,20284,0.4354341626167297,0.5773050785064697,0.3109399974346161,0.744223952293396,0.2388016730546951,0.797633945941925,0.3461147248744964,0.7188184261322021,0.8479254841804504,0.2298229336738586,0.3849048316478729,0.6639043092727661,0.4398598670959472,0.5952290892601013,0.3197960257530212,0.7495073080062866,0.4557915329933166,0.5807873010635376,0.4396770000457763,0.6404679417610168,0.3436621129512787,0.7327510118484497,0.7652208209037781,0.266118586063385
2,2,test,21473,0.2721123099327087,0.6970396041870117,0.1940687000751495,0.8031507730484009,0.1811089366674423,0.8250426650047302,0.2305397689342498,0.7676531672477722,0.7872446179389954,0.2899243831634521,0.2436920702457428,0.7434087991714478,0.2634468674659729,0.7201712727546692,0.1987866312265396,0.8039780259132385,0.2777494490146637,0.7162868976593018,0.3328930735588074,0.6941556930541992,0.2109609246253967,0.8003816604614258,0.6497710347175598,0.3706902265548706
3,3,train,21678,0.64325350522995,0.3278482556343078,0.5337597131729126,0.5163323283195496,0.3560528457164764,0.6766563653945923,0.5469101667404175,0.5085064768791199,0.8437732458114624,0.191183939576149,0.6133845448493958,0.4014239013195038,0.6540265083312988,0.3444542586803436,0.5425105690956116,0.5083701610565186,0.6610638499259949,0.3301834762096405,0.6059389710426331,0.4375959634780884,0.565841019153595,0.4886694252490997,0.7971856594085693,0.1836975365877151
4,4,train,21033,0.449042409658432,0.5581051111221313,0.3284487426280975,0.7345903515815735,0.2470537722110748,0.7940165996551514,0.363335907459259,0.7065045833587646,0.8184735774993896,0.2282413691282272,0.4033865928649902,0.6437324285507202,0.4465856552124023,0.5808457732200623,0.3384242653846741,0.7390660047531128,0.4621608257293701,0.5663018226623535,0.44535031914711,0.6102780103683472,0.3635470271110534,0.7187870144844055,0.7459560632705688,0.2641072273254394
5,5,test,21683,0.5789912343025208,0.3932190537452698,0.5000585913658142,0.5319274663925171,0.3533994257450104,0.6618379950523376,0.527745246887207,0.5013731122016907,0.8510178327560425,0.1880045235157013,0.5541127324104309,0.4517780840396881,0.5895708203315735,0.3989303410053253,0.501372218132019,0.5291892886161804,0.5875059962272644,0.387345403432846,0.5669268369674683,0.4479277431964874,0.5182941555976868,0.5132806897163391,0.7984464764595032,0.2000429183244705
6,6,train,21629,0.5064786076545715,0.4994193017482757,0.3674324750900268,0.7113115787506104,0.2658040225505829,0.7714909911155701,0.403247058391571,0.6789364814758301,0.8236691951751709,0.2167710065841674,0.447180300951004,0.6069217920303345,0.511023223400116,0.5302160382270813,0.3790878057479858,0.7114139199256897,0.5271680951118469,0.5009089708328247,0.4839464724063873,0.6019893288612366,0.4148981273174286,0.678883969783783,0.7738619446754456,0.2293284237384796
7,7,test,21350,0.8293537497520447,0.1818418204784393,0.7247074246406555,0.3357563018798828,0.4532299339771271,0.5874575972557068,0.6980401277542114,0.3723366558551788,0.8860725164413452,0.1446239948272705,0.7997820973396301,0.2378837317228317,0.8266300559043884,0.1967303603887558,0.7524502277374268,0.3145314455032348,0.819108784198761,0.1999620199203491,0.7729656100273132,0.2903462946414947,0.7592562437057495,0.302449494600296,0.8874953389167786,0.1243899315595626
8,8,train,20342,0.856980562210083,0.1632937341928482,0.7952096462249756,0.2743133306503296,0.5093033313751221,0.5438809990882874,0.7569847702980042,0.3333704769611358,0.8939318060874939,0.1408587396144867,0.8421640992164612,0.2029731273651123,0.8573306798934937,0.1798048913478851,0.8189356327056885,0.2589471340179443,0.8480576276779175,0.1794542223215103,0.8225768208503723,0.2476247102022171,0.8131683468818665,0.2601144313812256,0.895391047000885,0.1197227165102958
9,9,test,20416,0.190215528011322,0.7769059538841248,0.1402197629213333,0.8472357988357544,0.1448937952518463,0.8503347039222717,0.1712378114461898,0.810547947883606,0.6939345002174377,0.369841068983078,0.1739362627267837,0.8079231381416321,0.1736403703689575,0.8042923808097839,0.1426518112421035,0.8476452231407166,0.193624809384346,0.7982795238494873,0.25814950466156,0.755671501159668,0.14876289665699,0.8487862348556519,0.5247007012367249,0.4796251952648163
