,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
0,276,45,0,37,11,4,5,5,10,12.222222222222223,11.855464076750408,4.333333333333333,9.292944444444444,37,3,13,7,31,11,0,test
1,227,34,1,27,6,3,0,4,4,11.5921568627451,11.855464076750408,4.0,12.093633333333333,27,3,12,7,30,13,1,train
2,364,62,2,51,13,6,2,6,7,9.93978494623656,10.504223727775692,2.1666666666666665,8.478549462365592,53,6,13,10,42,12,2,train
3,345,56,0,50,15,5,2,5,8,10.600000000000001,11.20814326018867,4.25,9.68822142857143,48,4,17,8,38,16,3,train
4,88,15,1,15,0,0,2,2,0,6.0,8.841846274778883,3.0,5.433166666666667,17,1,3,1,8,1,4,train
5,181,30,0,24,8,5,0,3,3,10.876190476190477,10.504223727775692,3.0,9.174790476190477,24,3,9,5,23,9,5,test
6,218,41,0,30,6,2,1,2,9,20.302439024390246,14.554592549557764,6.0,7.980831707317073,30,1,6,4,14,5,6,test
7,292,50,1,40,15,7,0,3,6,9.866666666666667,11.20814326018867,4.333333333333333,8.252766666666666,39,3,13,6,24,10,7,train
8,441,81,1,55,16,12,6,7,9,13.953846153846156,13.427899808715576,4.5,8.449982051282051,54,4,18,13,54,16,8,train
9,217,37,0,33,9,4,0,3,4,14.967567567567569,13.81666964889586,6.5,9.675181081081082,32,2,13,7,21,11,9,train
10,457,76,3,56,14,5,2,7,8,13.915789473684212,13.81666964889586,6.0,9.357452631578948,55,4,24,14,44,19,10,train
11,236,34,2,29,10,8,0,4,4,15.035294117647062,15.903189008614273,7.5,10.517052941176471,27,2,15,10,25,11,11,test
12,199,33,1,30,4,1,1,6,5,19.260606060606065,15.903189008614273,9.0,11.015118181818183,32,1,9,5,25,9,12,train
13,321,53,0,38,18,10,2,4,8,12.349685534591195,12.457975602129121,6.0,11.067106289308178,39,3,18,8,34,18,13,train
14,370,62,1,44,17,11,3,7,13,12.006451612903227,12.161744961471694,4.75,9.753525806451613,43,4,19,10,42,20,14,train
15,303,50,0,36,15,8,1,2,7,27.200000000000003,22.918633597333717,14.0,11.1693,36,1,14,12,21,13,15,test
16,347,57,4,43,13,10,2,5,6,16.72280701754386,15.021129683784007,6.0,9.288198245614035,42,3,18,13,31,17,16,test
17,152,25,1,23,5,1,1,2,2,16.400000000000002,14.554592549557764,9.0,9.929300000000001,25,1,9,4,17,7,17,train
18,207,33,0,28,7,4,1,4,4,12.660606060606062,13.81666964889586,5.5,8.761263636363637,29,2,11,7,22,8,18,train
19,185,36,0,27,8,7,0,1,6,11.644444444444446,11.20814326018867,3.5,7.160966666666667,27,2,7,4,18,6,19,train
20,124,20,0,19,5,3,0,3,3,16.0,14.554592549557764,7.0,11.734,20,1,7,4,15,7,20,test
21,292,48,1,42,9,4,1,6,8,8.133333333333335,9.516144504307135,2.75,9.166075,41,4,11,5,31,13,21,train
22,154,24,0,21,7,5,0,1,5,22.933333333333337,19.287186520377343,10.0,12.063983333333335,22,1,10,8,15,11,22,train
23,138,23,0,19,6,4,0,1,5,16.156521739130437,14.554592549557764,7.0,8.896430434782609,20,1,7,4,13,6,23,train
24,361,60,2,49,13,5,1,6,10,13.333333333333336,14.06817628641468,6.0,9.3655,49,3,18,11,34,14,24,train
25,41,5,0,5,1,0,1,1,0,26.0,13.023866798666859,3.0,16.5165,6,1,3,3,6,4,25,train
26,237,38,0,31,11,7,1,4,8,15.592982456140351,14.06817628641468,5.0,11.328714035087721,32,3,15,11,23,15,26,train
27,113,21,0,18,6,3,0,0,3,14.114285714285714,13.023866798666859,5.0,9.189528571428571,18,1,5,3,8,4,27,train
28,212,39,0,31,9,6,1,2,5,14.97948717948718,14.554592549557764,3.5,8.65241794871795,34,2,7,8,20,9,28,train
29,186,28,1,21,4,3,3,0,1,9.885714285714286,11.20814326018867,4.5,7.150542857142858,24,2,9,4,19,5,29,train
30,198,34,0,29,5,5,2,2,6,17.129411764705885,14.554592549557764,6.0,8.573782352941176,29,1,6,4,19,6,30,test
31,372,61,2,46,16,6,1,8,12,16.134426229508197,15.247664890283005,9.5,10.067496721311475,48,2,18,9,39,16,31,test
32,374,63,1,44,11,10,0,2,10,14.74920634920635,14.554592549557764,6.333333333333333,9.440163492063492,44,3,19,12,31,17,32,train
33,191,31,0,26,5,2,1,1,6,13.94193548387097,13.023866798666859,5.5,10.51755806451613,26,2,11,6,19,9,33,train
34,341,55,1,41,10,5,1,6,9,13.125925925925927,13.023866798666859,5.333333333333333,8.623003703703704,43,3,15,9,34,11,34,train
35,260,41,2,34,10,6,1,3,7,12.295934959349594,11.855464076750408,3.6666666666666665,8.5507081300813,34,3,11,7,24,10,35,train
36,160,30,0,24,4,1,2,3,8,14.666666666666666,15.903189008614273,7.0,6.7035,24,1,7,5,11,2,36,train
37,246,42,2,34,10,9,2,3,7,10.361904761904762,11.20814326018867,4.0,8.46637619047619,35,3,12,6,26,11,37,train
38,301,48,4,40,11,7,2,4,7,25.033333333333335,20.267338824336647,15.0,10.622716666666667,40,1,15,9,35,11,38,train
39,369,62,1,45,11,7,1,5,6,11.411612903225809,11.979248473330827,4.0,9.090410967741935,42,5,20,12,39,16,39,train
40,400,68,2,52,11,8,2,4,11,14.903482587064676,14.06817628641468,6.333333333333333,9.221994527363183,54,3,19,11,45,17,40,train
41,224,35,1,28,7,3,1,5,5,16.142857142857146,15.247664890283005,5.5,9.46707142857143,31,2,11,9,23,11,41,train
42,37,6,0,6,1,0,0,1,1,15.733333333333334,11.20814326018867,3.0,11.8291,7,1,3,2,4,3,42,train
43,384,67,3,52,20,11,0,8,12,18.176119402985076,14.554592549557764,7.0,9.77586119402985,54,2,14,8,45,17,43,test
44,212,33,1,26,6,4,1,6,1,16.400000000000002,14.554592549557764,5.5,9.364474999999999,26,2,11,8,21,10,44,train
45,105,17,1,17,4,2,0,0,2,11.505882352941178,13.023866798666859,5.0,8.19499411764706,18,1,5,3,11,3,45,test
46,291,48,1,42,11,3,1,5,10,9.8,11.20814326018867,4.25,9.495033333333335,45,4,15,8,29,11,46,train
47,391,59,5,51,14,9,3,7,9,15.391525423728815,14.90622815163357,5.5,11.058777966101694,51,4,22,17,48,19,47,train
48,444,66,1,50,14,8,3,8,10,13.764848484848484,12.68835289967788,6.0,10.990007878787878,50,5,30,14,53,26,48,train
49,267,48,0,36,9,8,3,5,7,11.4,11.855464076750408,4.666666666666667,9.364474999999999,36,3,14,7,25,13,49,test
50,193,31,0,25,5,5,1,4,5,13.165591397849463,11.855464076750408,3.3333333333333335,10.261291397849464,25,3,10,7,20,10,50,train
51,103,17,0,17,3,1,1,2,1,12.811764705882354,11.20814326018867,2.0,8.702217647058824,16,2,4,4,11,4,51,train
52,165,28,1,26,5,3,0,3,6,15.485714285714288,15.903189008614273,9.0,8.9728,28,1,9,5,17,6,52,train
53,283,52,2,47,8,6,6,5,8,12.317948717948719,13.5591,3.0,8.140079487179488,46,3,9,10,31,10,53,train
54,255,41,3,37,7,6,1,4,6,14.053658536585367,13.81666964889586,6.0,9.274763414634148,41,2,10,6,31,11,54,test
55,254,42,2,37,9,4,3,5,7,16.97142857142857,15.903189008614273,6.5,10.693338095238095,37,2,13,10,27,14,55,train
56,205,36,0,34,10,5,1,2,5,13.857142857142856,13.81666964889586,5.0,9.918214285714285,33,2,10,7,17,9,56,train
57,212,35,0,26,5,2,2,2,6,10.380952380952381,10.504223727775692,3.6666666666666665,8.72659523809524,27,3,11,5,19,9,57,train
58,116,20,2,19,6,1,0,0,2,14.0,13.023866798666859,2.5,9.659,21,2,5,6,12,6,58,train
59,64,12,0,11,1,0,1,0,2,14.8,13.023866798666859,2.0,10.810866666666666,13,1,2,3,7,5,59,train
60,142,23,0,22,5,1,0,4,5,17.895652173913046,15.903189008614273,10.0,10.269473913043479,22,1,10,5,13,7,60,train
61,353,60,2,51,9,5,1,8,11,19.333333333333332,16.52667757954773,8.0,10.651,54,2,16,11,37,16,61,test
62,375,65,0,42,17,15,2,2,11,10.807692307692308,11.698219412168324,4.5,9.30096153846154,42,4,18,9,36,15,62,train
63,321,55,4,48,13,8,2,7,8,10.590909090909092,10.686352973137792,3.0,9.486136363636364,48,4,12,7,39,16,63,train
64,333,57,0,46,10,8,2,4,8,17.71578947368421,15.247664890283005,8.0,10.036415789473683,47,2,16,9,31,16,64,train
65,267,48,0,38,14,8,0,4,11,15.433333333333335,13.81666964889586,6.0,9.432316666666667,40,2,12,7,25,11,65,train
66,246,44,2,38,8,4,4,1,6,11.321212121212122,11.20814326018867,3.3333333333333335,7.95260303030303,38,3,10,6,22,10,66,train
67,322,54,2,43,12,7,1,6,11,17.46666666666667,16.52667757954773,8.0,9.361811111111113,45,2,16,11,29,12,67,train
68,283,51,0,42,12,7,0,4,8,13.866666666666669,13.023866798666859,4.333333333333333,9.831766666666667,42,3,13,9,31,13,68,test
69,178,33,1,26,5,6,1,3,4,12.660606060606062,12.161744961471694,3.0,8.282778787878788,29,2,6,5,19,5,69,train
70,150,26,0,24,8,3,1,2,4,11.353846153846156,11.20814326018867,3.5,9.747069230769231,24,2,7,4,18,7,70,train
71,270,50,0,44,8,6,3,4,6,8.0,8.841846274778883,2.0,7.9221,44,5,10,5,29,9,71,train
72,156,24,1,20,4,2,2,1,1,13.133333333333333,12.161744961471694,4.5,9.495033333333335,22,2,9,5,20,8,72,train
73,264,50,0,43,11,4,0,2,13,11.466666666666669,11.20814326018867,2.6666666666666665,7.936966666666667,44,3,8,6,26,8,73,train
74,247,45,0,37,7,6,1,5,5,10.444444444444445,11.855464076750408,3.0,8.240277777777777,38,3,9,7,24,11,74,train
75,83,14,0,13,3,3,1,2,2,14.171428571428573,13.023866798666859,3.0,7.714471428571429,14,1,3,3,8,3,75,train
76,329,50,1,45,11,4,2,9,5,10.600000000000001,10.686352973137792,4.25,10.2567,46,4,17,7,46,18,76,test
77,120,22,1,21,2,1,2,2,2,6.218181818181819,7.168621630094336,1.5,7.053009090909091,23,2,3,1,12,2,77,train
78,254,44,0,33,14,10,1,1,4,25.78181818181818,20.267338824336647,12.0,10.84299090909091,33,1,12,9,21,14,78,train
79,187,24,0,22,6,0,0,5,2,21.46666666666667,16.52667757954773,6.5,12.784616666666667,23,2,13,11,20,12,79,train
80,254,44,1,36,9,6,1,9,7,13.13939393939394,13.023866798666859,4.333333333333333,9.02919393939394,38,3,13,9,26,13,80,test
81,333,59,0,43,17,10,1,6,7,15.324293785310736,14.554592549557764,5.0,9.696881920903955,45,3,15,12,36,15,81,train
82,408,68,6,49,17,11,3,5,12,16.12549019607843,15.021129683784007,6.333333333333333,9.404884313725491,48,3,19,13,38,18,82,train
83,229,43,1,32,11,8,3,3,4,15.111627906976745,14.554592549557764,6.0,9.84383023255814,33,2,12,8,19,12,83,test
84,302,52,0,40,9,5,3,3,10,14.625641025641025,14.06817628641468,3.6666666666666665,8.140079487179488,41,3,11,11,29,11,84,train
85,51,6,1,6,2,1,0,1,0,22.400000000000002,13.023866798666859,4.0,14.460766666666668,8,1,4,3,7,4,85,test
