,Id,pred
0,21401,2.543306589126587
1,20284,0.3413773477077484
3,21678,0.4385630488395691
4,21033,1.0339630842208862
6,21629,-0.1793592870235443
8,20342,-5.422634124755859
10,21184,0.8834490180015564
11,20657,4.244151592254639
12,21063,7.684218883514404
14,20210,7.645725727081299
15,20073,-0.0431087464094162
16,21112,4.516391277313232
17,20260,1.0286750793457031
18,20611,0.050776056945323944
19,20035,-0.6882621049880981
20,21065,-0.5256781578063965
21,20779,-0.6854264140129089
22,20660,-5.487059116363525
23,20360,-1.411770224571228
25,21159,-1.6255784034729004
26,20132,-2.994394540786743
27,20929,-2.7397778034210205
28,20649,7.530908107757568
29,21595,7.333085536956787
30,21185,1.8287914991378784
31,20482,3.6957647800445557
32,19995,1.9907273054122925
33,21375,-1.853685975074768
35,20001,2.489119291305542
36,20102,7.401391506195068
39,21403,0.3650597035884857
41,21426,-2.0699381828308105
42,20403,5.500035762786865
43,21557,-0.30493927001953125
45,20171,0.1927492618560791
46,21175,5.02218770980835
47,20378,3.982928514480591
48,21494,4.312446117401123
49,20322,7.005442142486572
50,21333,4.920438766479492
51,21565,2.8560328483581543
53,20544,-1.0022145509719849
54,21053,2.5077011585235596
55,20696,-0.043172918260097504
56,20958,3.3700623512268066
57,21423,5.152866840362549
58,20618,-3.723022699356079
59,20204,-1.4488133192062378
60,20309,-5.383932590484619
63,20738,-3.002169609069824
64,21484,-3.172534465789795
67,21188,5.795193672180176
70,21346,4.876280307769775
71,21715,4.675497055053711
72,21354,3.763540029525757
73,20959,6.966960430145264
74,21085,-6.831177711486816
76,21691,0.8708930015563965
77,21193,2.7434070110321045
78,20453,3.5863869190216064
80,21138,1.7952492237091064
81,21356,-1.6848458051681519
83,21337,2.390462636947632
84,21260,3.9295809268951416
85,20016,0.592475414276123
87,20772,1.4820590019226074
88,20287,-3.114830493927002
90,21248,-1.1446325778961182
91,21503,2.561859130859375
92,20751,7.675520420074463
93,20327,-3.2366490364074707
94,21723,2.2687439918518066
95,20009,2.042628526687622
96,19971,0.876483142375946
97,21236,-0.9255159497261047
98,20563,1.8723787069320679
99,21656,-3.1563034057617188
100,20901,-2.5770723819732666
101,21041,0.3394521474838257
104,20720,-1.7793928384780884
106,21697,4.615657329559326
107,21622,-4.263675212860107
108,21436,0.6457282900810242
109,21158,-0.8943103551864624
110,20333,0.7406544089317322
111,20036,0.893318235874176
112,20859,5.989075183868408
113,21227,5.349409580230713
114,20840,-2.4820263385772705
116,21661,1.8363136053085327
117,20457,-0.46535786986351013
118,21575,1.3176970481872559
119,20677,-1.492728352546692
120,20839,-0.8461676239967346
122,21471,-2.2641165256500244
123,20920,-4.176259994506836
124,21510,3.1949827671051025
125,20352,2.0521976947784424
126,21291,3.2960240840911865
127,21000,6.916440963745117
128,20275,-0.35664650797843933
129,20443,-2.2478973865509033
130,21330,-0.699506402015686
131,20377,7.260189533233643
132,21399,-4.497358322143555
133,21071,-0.489216685295105
134,20444,-0.5262696146965027
135,20197,-1.4696911573410034
136,20304,6.424982070922852
137,21032,-3.975158929824829
138,21144,-2.8676865100860596
140,21288,4.607599258422852
142,21607,5.396913051605225
143,21169,-3.8438973426818848
144,21522,-0.6975220441818237
145,20546,1.5701078176498413
146,20577,-1.511820673942566
148,21374,7.5979838371276855
149,20281,-3.765282154083252
150,21727,0.9783982634544373
152,20795,-2.535926580429077
153,20571,1.087564468383789
154,21585,-5.425238609313965
155,20108,-1.56938636302948
156,20905,-1.5814685821533203
157,20483,3.094202995300293
158,20821,2.865785598754883
159,21739,-0.3789445161819458
161,20511,-4.553382873535156
162,21128,0.49143463373184204
163,20680,5.687592506408691
164,20490,1.6272631883621216
166,21186,-5.198030948638916
168,20252,6.502716541290283
169,20439,0.09683232754468918
170,20623,1.531682014465332
171,21116,-4.908880710601807
173,21060,6.212459087371826
174,20557,-5.9280829429626465
175,21069,-5.93704080581665
176,20279,5.4485182762146
177,20985,2.562624931335449
179,20217,-0.5216299295425415
181,20769,0.6321486234664917
182,21300,0.5416160225868225
183,20854,0.9360314607620239
184,21093,4.796204090118408
185,20524,4.336884021759033
187,20501,4.083687782287598
188,21639,-0.04353226721286774
190,20107,0.1163981631398201
192,20590,6.423018932342529
193,20721,-0.02510392852127552
195,21508,1.8895124197006226
196,20801,0.13665799796581268
197,20239,2.5952253341674805
198,21345,-0.851136326789856
199,20763,3.4245822429656982
200,20000,0.18544301390647888
201,21501,2.661303758621216
203,20049,1.199830412864685
205,21078,0.8083105683326721
207,21476,-3.941223382949829
208,21630,-0.9572060108184814
209,20954,2.1450812816619873
210,20328,0.6691710352897644
212,20803,1.8751014471054077
213,21211,-5.396795749664307
214,21303,-2.212796926498413
215,20896,0.11739768832921982
216,20019,5.643422603607178
217,20712,-1.9598065614700317
218,21068,3.6544039249420166
219,20045,-0.28598833084106445
220,21289,-0.06534695625305176
221,21687,0.9834104180335999
222,20785,6.536497116088867
223,20066,1.0701195001602173
224,20341,0.9227312803268433
225,20638,1.846588134765625
226,21205,-0.8838515877723694
227,20848,-2.292581796646118
228,20157,5.6043806076049805
230,20023,1.6472970247268677
231,19989,2.961005210876465
232,20253,2.2291934490203857
234,21746,-1.6475743055343628
235,20316,3.0775787830352783
236,21740,5.761900424957275
237,20365,-4.741087436676025
239,20982,0.03668621927499771
240,21077,-1.3067816495895386
242,21521,-1.324940800666809
243,21646,4.800156116485596
244,20746,-5.754637718200684
245,20963,-2.185734987258911
246,20367,1.2120208740234375
247,19992,5.863867282867432
250,20288,1.504895567893982
251,20442,-1.5647393465042114
253,21372,-3.2905514240264893
255,21058,5.453842639923096
256,20842,6.809738636016846
258,21120,7.5379862785339355
260,21020,2.467744827270508
261,20697,1.9220900535583496
262,21284,5.855549335479736
263,21726,4.477316379547119
265,20266,-1.8174997568130493
267,20778,2.8457021713256836
268,21173,-0.4312237799167633
269,20525,1.1854028701782227
270,20456,2.6874399185180664
272,19972,-1.1000323295593262
273,21430,4.950031757354736
275,20314,-6.664644241333008
276,20313,2.0933077335357666
278,21664,-3.308223247528076
279,20486,0.3421977162361145
280,21296,4.257641792297363
281,20335,4.2362446784973145
282,21642,0.3276750445365906
283,20076,0.4087326228618622
284,21524,3.0244333744049072
285,20249,-0.21607516705989838
286,20059,1.3076013326644897
287,20195,-1.4378409385681152
288,21298,-2.488585948944092
290,20820,5.513706684112549
291,21580,3.139052152633667
292,21692,-0.21919938921928406
293,20994,4.870273590087891
294,20325,4.743410110473633
296,20755,-3.1770272254943848
297,20014,0.06215442717075348
298,20631,2.6776299476623535
299,20399,1.5958809852600098
300,20581,3.902146816253662
301,21720,4.719175338745117
305,21660,0.28721433877944946
306,20376,-1.4342985153198242
307,20413,-1.168419599533081
310,20906,3.5367767810821533
311,20692,4.15566873550415
312,21463,1.7687304019927979
313,19955,-3.072014093399048
314,20569,-0.6164422035217285
316,20218,0.3369569480419159
317,20384,5.685819625854492
319,21394,-0.21946048736572266
320,21095,-1.928585171699524
322,20902,5.081482410430908
323,20551,-1.2777003049850464
324,21519,6.287580966949463
325,20743,0.7117367386817932
326,20366,0.31935930252075195
327,20890,3.8766772747039795
328,20512,-1.8692396879196167
329,20226,2.5915720462799072
331,20221,0.789823055267334
332,21504,3.00066876411438
333,21224,-2.645347833633423
334,21469,-2.4182493686676025
335,20122,0.1750245988368988
336,21118,-1.6167389154434204
337,21420,-0.2174133062362671
338,21174,-0.7653130292892456
339,21102,2.395146131515503
340,21422,2.9310646057128906
342,20715,1.3294548988342285
343,21161,-1.5663787126541138
344,21206,1.729604959487915
345,20135,3.2396328449249268
346,20488,1.1167935132980347
347,21406,3.190107583999634
348,21732,-1.0568052530288696
349,20810,7.5651068687438965
350,20491,-5.046590328216553
352,20825,-2.422938108444214
353,21442,6.438046932220459
354,20650,-2.3765344619750977
356,20225,-0.08040562272071838
358,20782,-5.127298831939697
363,20307,-3.196129083633423
364,20591,4.176302433013916
365,21153,4.280323505401611
366,21708,3.428297519683838
367,20448,7.675776958465576
368,21654,0.21739619970321655
369,21750,-0.5369057655334473
370,20843,0.6826043725013733
372,20966,-2.510366678237915
373,20899,7.652602195739746
374,21314,3.070711374282837
376,20742,1.2054648399353027
377,20889,-0.8969343304634094
378,20870,2.5730252265930176
379,20837,-1.3596798181533813
380,20095,-2.820774793624878
381,21380,4.5562520027160645
382,20041,-0.9840487241744995
383,20573,0.09259995073080063
384,20121,-1.69426691532135
386,21044,3.375213146209717
387,21308,-1.0372719764709473
388,21666,5.491344928741455
389,20101,5.094900608062744
390,20724,-1.8504225015640259
392,20648,4.795662879943848
394,21005,0.9003864526748657
395,21400,-3.6961781978607178
397,21132,1.1768332719802856
398,19982,-2.060868978500366
399,21283,-1.8738551139831543
400,20447,-1.8550595045089722
401,21254,3.951446533203125
402,20791,-2.277719259262085
403,20192,2.8891899585723877
404,21552,3.8671181201934814
406,20392,6.595455169677734
407,21043,0.9568065404891968
408,20124,1.42259681224823
409,20727,-1.8623011112213135
412,20243,3.139775037765503
413,21321,3.241244316101074
