index,Id,EssaySet,Score1,Score2,EssayText,split
1650,17580,7,1,1,"Rose is emotionally strong and hopefull.  She provides words of encouragement to her little sister when Anna is doubting their family.  She is responsible in the fact that she has a job, goes to school, and helps out around the house when her parents are not there.",train
379,17838,7,0,0,THhey all have regrets in life about one important thing.,train
675,18095,7,2,2,She is caring for her sister. She asks her sister what is wrong and if she feels okay.,train
175,18070,7,0,0,That she is very selfish because she thinks that everything needs to help her via the quotations of her saying that it isnt fair that their dad has been gone for 4 months.,train
84,18261,7,0,0,"Rose's family is always busy working. Her mother and father, and even herself after school for a four-hour shift.",train
858,17691,7,0,0,"One trait that identifies Rose is that she likes to make other people happy. With her siste, Anna, she hid how she was feeling weighed down and tried to make her sister feel better. With her Aunt Kolab, she didn't want to tell her the truth because it would hurt her and her mother.",train
1327,17069,7,0,0,I think that Rose likes to keep her feelings to hereself like shes shy or just don't like to talk about her problems.,train
270,17457,7,2,2,Rose is a harworking young woman who would do most anything to protect her family.  Rose puts aside her life in order to help her brother through school.  She works instead of plays so that her brother can get through school and take care of her rather than the other way around.,train
146,17578,7,0,0,"'WE have our part to do to help Paul finish college. Then he'll get a good job, Anna, and he'll pay for you and me to go to college.'This shows that she is an incourager, and also how she is an adult to.",train
1322,18501,7,0,0,"Rose is really busy with her life, shes always tring to squeeze things in. In the lines 17-19 Rose tells the reader that shes afraid to tell her family how she feels, she feels weighed down by helping her family.",train
460,17053,7,0,0,"One trait that descirbes Rose is strong. When she is talking to Anna she tells her that the reason their dad had to leave is because he needed to go and work. Instead of showing her sadness about her dad leaving, she tells Anna that he did not have any other choice. He had to leave because he needed to raise money for the family.",train
1625,17086,7,2,2,"That Rose was kind and didn't want to hurt anyone. In the passage Rase said to her self that ' If she told the truth, she would hurt her aunt.'",train
946,17585,7,1,1,Rose is positive and kind. I think she is kind because she tries to make others stay positive and see the glass half full. She tries to make others feel as if they are helping and make them feel strong and good about themselves.,train
179,17218,7,1,1,Rose in very responceable because in the story she si stell Aunt Kolab that she is exausted from workin and aunt Kolab asks if it is putting too much stress on  her trying to help out this family.,train
1520,17529,7,2,2,"Rose is loyal to her family. She feels pressure but still feels the need to help the best way she can. When Rose spoke to her sister about why their father had to leave, telling her the job in Los Angrles paid more, it shows that she is loyal to her family members actions.",train
