,CH,W,CO,UW,NN,DT,RB,JJ,IN,GF,SMOG,RIX,DC,WT,S,LW,CW,NBW,DW,index,split
0,230,38,1,30,10,1,3,4,6,16.02105263157895,16.52667757954773,6.0,10.396268421052632,32,2,12,11,22,9,0,test
1,292,48,1,37,17,5,1,1,4,11.373049645390072,11.855464076750408,4.0,12.140587943262412,41,3,12,7,38,14,1,train
2,242,44,1,37,10,6,1,4,3,8.036363636363637,10.125756701596842,1.5,8.847327272727274,38,4,6,6,23,9,2,train
3,289,56,4,38,14,9,0,4,6,11.038095238095238,10.504223727775692,2.6666666666666665,9.355759523809525,37,3,8,5,34,11,3,train
4,320,56,0,35,16,8,2,3,6,14.609523809523811,14.06817628641468,3.6666666666666665,10.765580952380953,35,3,11,11,35,17,4,test
5,368,61,1,50,16,3,4,1,7,13.333333333333332,13.023866798666859,3.25,10.6965,49,4,13,12,45,16,5,train
6,253,40,0,34,9,1,1,2,9,15.0,15.247664890283005,6.0,11.734,34,2,12,9,29,13,6,train
7,132,20,1,20,4,0,1,3,3,12.22105263157895,11.20814326018867,4.0,12.418226315789473,22,2,8,4,17,7,7,test
8,284,49,1,42,13,1,3,5,5,12.247619047619049,12.457975602129121,2.6666666666666665,9.924796598639455,42,3,8,8,32,13,8,train
9,338,58,1,43,13,6,0,6,10,13.386206896551725,13.023866798666859,3.75,8.98380344827586,45,4,15,12,36,13,9,train
10,302,52,0,30,13,3,2,4,8,12.317948717948719,13.023866798666859,4.333333333333333,9.354694871794871,29,3,13,9,30,10,10,train
11,319,51,0,39,12,1,3,3,11,13.727450980392158,13.023866798666859,4.25,10.151449019607844,38,4,17,12,31,16,11,train
12,309,51,0,35,13,2,3,2,12,10.354509803921568,10.793553405168563,1.8,10.024969019607845,35,5,9,10,37,17,12,train
13,285,46,0,33,12,0,1,4,7,15.698550724637682,14.06817628641468,3.6666666666666665,11.262250724637681,32,3,11,11,31,17,13,train
14,316,51,1,41,11,6,3,4,6,15.427450980392159,15.021129683784007,4.333333333333333,10.362249019607845,41,3,13,13,29,17,14,train
15,308,54,2,40,21,6,1,0,4,9.844444444444445,10.686352973137792,2.25,9.277025925925926,41,4,9,7,34,14,15,test
16,313,54,2,40,13,5,3,4,8,10.585185185185185,11.698219412168324,2.75,9.277025925925926,40,4,11,9,30,14,16,train
17,151,25,0,24,9,1,0,2,1,8.200000000000001,10.125756701596842,3.5,11.8357,24,2,7,3,17,10,17,train
18,268,42,0,31,9,1,4,4,7,16.97142857142857,16.52667757954773,6.0,10.317385714285715,30,2,12,11,27,13,18,train
19,145,27,1,24,4,1,4,1,3,13.762962962962963,13.023866798666859,4.0,7.899774074074074,26,1,4,3,11,4,19,test
20,391,67,1,50,12,4,6,2,13,11.946666666666667,12.68835289967788,3.8,9.31531090909091,50,5,19,14,40,15,20,train
21,176,33,0,24,7,4,1,2,8,18.04848484848485,15.903189008614273,6.0,9.101178787878787,25,1,6,5,15,8,21,train
22,463,80,3,62,18,10,4,4,10,13.0,13.023866798666859,4.25,9.957625,62,4,16,12,55,15,22,train
23,264,48,2,36,14,4,2,3,7,12.933333333333335,12.161744961471694,3.5,9.432316666666667,38,2,7,5,28,8,23,train
24,213,35,2,31,7,2,7,0,4,12.714285714285715,14.554592549557764,4.5,9.015928571428573,33,2,9,8,25,8,24,train
25,251,46,0,38,12,2,3,3,7,8.078260869565218,9.516144504307135,2.0,7.639508695652174,38,4,8,5,22,9,25,test
26,232,41,0,34,6,2,2,3,9,12.102439024390245,13.023866798666859,4.5,7.734275609756097,34,2,9,6,19,5,26,train
27,357,60,1,47,16,3,6,6,12,10.133333333333335,10.793553405168563,2.6,9.231866666666667,46,5,13,9,44,14,27,test
28,265,43,2,39,11,5,2,1,3,15.111627906976745,15.903189008614273,5.5,10.578248837209303,37,2,11,10,34,11,28,test
29,284,47,1,33,11,1,1,5,7,12.224113475177305,13.023866798666859,4.333333333333333,10.460800709219859,35,3,13,9,27,15,29,train
30,219,35,0,29,7,0,4,2,7,20.857142857142858,18.243605946275583,7.0,11.237357142857142,31,1,7,7,28,9,30,train
31,242,40,0,29,11,1,2,4,5,14.0,14.554592549557764,5.0,10.54975,31,2,10,7,26,11,31,train
32,188,35,0,32,6,5,2,4,5,9.214285714285714,9.516144504307135,1.25,9.033071428571429,31,4,5,5,20,9,32,test
33,514,90,4,67,21,11,9,7,16,9.957575757575757,11.538034831475386,2.8333333333333335,9.567489393939393,64,6,17,13,64,19,33,train
34,279,52,3,36,13,7,1,2,6,13.476923076923079,12.161744961471694,3.5,9.177253846153846,37,2,7,5,28,13,34,test
35,372,62,4,48,15,7,3,3,10,10.121290322580647,10.793553405168563,3.2,9.854443225806452,48,5,16,9,47,15,35,train
36,231,39,1,29,12,1,3,1,5,13.953846153846156,13.81666964889586,3.5,9.057289743589743,30,2,7,7,22,9,36,test
37,268,44,0,37,11,2,6,3,6,11.672727272727274,11.698219412168324,2.75,9.923918181818184,38,4,11,9,30,12,37,train
38,218,35,1,29,7,1,2,2,7,10.380952380952381,11.855464076750408,4.0,8.72659523809524,29,3,12,7,23,9,38,train
39,340,52,0,44,16,3,2,3,8,17.702564102564104,15.470042427545799,6.0,11.783925641025641,48,3,19,14,35,23,39,train
40,221,37,0,27,11,2,1,3,5,13.886486486486488,13.81666964889586,4.0,8.821667567567568,28,2,8,7,23,9,40,train
41,176,29,0,25,7,1,2,2,7,17.117241379310343,15.903189008614273,8.0,9.975244827586206,27,1,8,5,19,5,41,train
42,422,66,4,55,19,5,6,2,7,11.044155844155846,10.914260884657427,2.5714285714285716,11.520672294372295,56,7,18,13,56,22,42,train
43,295,51,2,34,11,0,1,4,11,25.10588235294118,19.287186520377343,10.0,11.119825490196078,37,1,10,8,31,12,43,train
44,261,42,0,35,12,4,1,3,6,12.266666666666667,11.855464076750408,4.0,11.473995238095238,35,3,12,7,31,12,44,train
45,324,55,2,41,12,3,7,4,11,10.245925925925926,11.602472056035307,2.2,9.435513333333335,39,5,11,11,36,14,45,train
46,258,39,1,32,11,1,1,5,4,14.97948717948718,15.247664890283005,8.5,11.081648717948719,33,2,17,9,25,14,46,train
47,317,50,3,45,10,2,6,2,6,15.466666666666669,14.554592549557764,4.0,11.410766666666667,46,3,12,12,43,15,47,train
48,284,48,0,38,12,2,4,2,7,12.220289855072465,12.457975602129121,3.3333333333333335,10.23246811594203,37,3,10,8,34,11,48,test
49,188,32,0,25,9,1,1,3,6,17.8,15.903189008614273,8.0,10.6515125,24,1,8,5,17,8,49,test
50,57,10,0,10,3,1,1,1,1,8.0,8.841846274778883,1.0,10.448500000000001,11,1,1,1,6,3,50,train
51,358,61,2,45,18,9,1,4,5,15.346448087431694,15.021129683784007,3.0,10.080934972677596,45,3,9,13,31,19,51,train
52,269,47,2,37,11,0,5,3,7,10.65744680851064,11.20814326018867,2.25,9.93057659574468,39,4,9,8,30,11,52,test
53,193,34,0,25,10,6,3,1,3,16.211764705882356,14.554592549557764,3.5,10.517052941176471,24,2,7,8,22,11,53,train
54,319,51,0,34,15,4,4,5,6,11.374509803921569,12.161744961471694,3.5,9.532233333333334,33,4,14,10,33,15,54,train
55,241,42,1,35,10,6,2,4,5,13.219047619047622,13.023866798666859,3.0,10.722090476190477,35,3,9,9,25,15,55,test
56,206,37,0,30,9,2,2,3,9,12.805405405405407,13.023866798666859,3.5,9.248424324324326,31,2,7,6,19,8,56,train
57,290,49,1,36,14,1,6,4,6,13.063945578231293,13.023866798666859,3.3333333333333335,10.24704149659864,35,3,10,9,31,16,57,test
58,242,39,2,34,9,3,2,3,7,17.030769230769234,15.247664890283005,5.0,11.486520512820514,36,2,10,9,31,12,58,test
59,338,58,0,46,16,7,3,4,7,16.00919540229885,14.554592549557764,3.6666666666666665,10.312502298850575,46,3,11,12,39,19,59,test
60,339,55,0,40,11,2,3,6,8,14.606060606060607,14.554592549557764,4.666666666666667,10.000560606060606,40,3,14,12,33,16,60,train
61,267,50,3,41,15,7,1,2,9,8.16530612244898,9.516144504307135,1.75,9.077773469387754,38,4,7,5,31,11,61,test
62,367,62,4,47,13,4,3,2,7,13.915789473684212,13.5591,5.333333333333333,11.22732105263158,46,3,16,11,53,16,62,test
63,373,70,2,50,18,8,2,6,9,12.678260869565218,11.855464076750408,2.3333333333333335,10.040633333333334,53,3,7,7,46,14,63,test
64,209,36,2,30,11,2,1,0,2,11.466666666666669,11.20814326018867,2.0,9.495033333333335,29,3,6,6,23,10,64,test
65,423,72,2,56,16,6,5,5,14,19.955555555555556,16.52667757954773,8.5,11.124044444444445,56,2,17,11,47,21,65,train
66,201,36,0,27,7,6,1,4,6,10.533333333333335,13.023866798666859,3.5,8.03818888888889,28,2,6,6,17,7,66,train
67,258,41,0,34,10,3,4,2,6,14.053658536585367,14.554592549557764,5.5,10.815251219512195,35,2,11,8,30,8,67,train
68,336,55,1,40,20,5,1,3,9,10.945454545454545,11.602472056035307,3.0,10.785190909090911,39,5,15,11,33,15,68,train
69,184,30,0,25,4,1,2,4,3,14.0,13.023866798666859,3.5,9.1175,25,2,7,6,18,9,69,test
70,476,77,1,53,20,4,3,5,12,13.432727272727275,13.023866798666859,3.6,9.937093246753246,52,5,18,15,51,22,70,test
71,358,64,0,44,15,4,2,5,11,12.65,13.427899808715576,3.75,9.857912500000001,42,4,15,13,39,16,71,test
72,399,66,3,52,11,7,4,3,10,13.200000000000001,12.68835289967788,3.2,10.111453846153847,53,5,16,14,43,20,72,train
73,265,46,2,37,12,3,2,3,7,17.026086956521738,15.247664890283005,5.0,10.955995652173913,37,2,10,9,29,16,73,train
74,258,44,0,37,12,1,1,5,9,14.254545454545458,13.81666964889586,5.0,10.110654545454546,37,2,10,7,27,11,74,train
75,246,41,0,32,8,3,3,6,5,23.22926829268293,19.287186520377343,11.0,11.061807317073171,32,1,11,8,22,10,75,train
76,256,42,0,27,8,1,0,4,3,7.504761904761906,9.725611199111238,3.0,9.970185714285716,30,3,6,7,36,12,76,train
77,144,21,3,18,5,1,3,0,1,17.923809523809524,15.903189008614273,5.0,12.949052380952383,21,1,5,5,23,7,77,train
78,315,53,5,44,16,9,5,4,3,7.620168067226891,8.841846274778883,1.5714285714285714,8.641989075630253,42,7,11,7,44,12,78,train
79,353,59,1,44,15,4,4,2,8,7.4318644067796615,9.3871,2.0,9.03906813559322,46,5,10,6,49,10,79,train
80,169,27,2,23,6,1,5,1,2,12.807407407407409,13.023866798666859,3.0,10.154248148148149,25,2,6,6,21,7,80,test
81,149,24,0,19,4,0,0,3,5,16.26666666666667,15.903189008614273,7.0,10.090233333333334,21,1,7,5,15,6,81,train
82,368,61,4,40,16,8,3,5,9,13.31311475409836,13.023866798666859,3.75,10.346506557377051,39,4,15,12,43,20,82,train
83,352,58,1,41,17,3,3,3,6,11.536551724137931,11.979248473330827,2.2,9.92892896551724,40,5,11,12,34,16,83,train
84,176,25,1,23,8,1,1,2,5,22.8,20.267338824336647,10.0,12.4557,26,1,10,9,21,11,84,train
85,293,47,1,34,15,3,3,5,7,13.295652173913044,12.602617957971052,3.25,11.07211739130435,35,4,13,11,35,16,85,train
86,404,74,3,51,21,7,3,3,10,20.205405405405408,17.122413403193683,7.0,9.952645945945946,51,2,14,12,40,16,86,train
87,403,67,2,48,14,4,8,3,5,10.136119402985075,11.20814326018867,2.4,8.307557910447763,48,5,12,10,36,13,87,train
88,276,47,1,36,12,3,2,3,8,13.926241134751775,13.5591,4.0,9.788885815602836,36,3,12,10,28,12,88,train
89,380,64,2,50,15,5,1,8,13,12.65,12.602617957971052,3.5,9.11775625,49,4,14,11,40,15,89,train
90,459,83,2,58,15,10,8,4,15,13.60120481927711,13.427899808715576,4.25,8.280278313253012,55,4,17,13,44,17,90,train
91,198,34,1,29,8,4,0,3,6,12.68235294117647,13.023866798666859,4.5,8.65940588235294,31,2,9,6,20,8,91,train
92,357,58,0,41,14,2,2,8,10,12.560919540229884,13.5591,5.666666666666667,10.04026091954023,41,3,17,10,35,16,92,test
93,284,47,3,38,10,4,5,1,4,24.48695652173913,20.267338824336647,9.0,12.096795652173913,40,1,9,10,38,13,93,test
94,94,17,0,15,3,3,0,1,1,8.105882352941178,8.841846274778883,1.0,11.488688235294118,15,2,2,2,12,4,94,train
95,277,44,3,28,9,2,2,1,11,17.89090909090909,15.903189008614273,5.5,11.904972727272728,28,2,12,10,33,16,95,train
96,250,44,0,36,11,5,1,4,9,12.436363636363637,13.023866798666859,4.0,8.316336363636363,36,2,7,6,25,7,96,test
97,245,40,0,31,14,0,2,4,5,15.0,14.554592549557764,5.0,11.734,32,2,10,8,27,10,97,train
98,272,44,1,38,9,2,5,2,7,13.175193798449612,12.457975602129121,3.3333333333333335,10.9572007751938,38,3,10,8,34,13,98,train
99,391,61,3,45,13,2,2,8,12,11.437377049180327,12.340626583579944,3.6,8.64211180327869,45,5,18,13,38,14,99,test
100,273,48,0,39,12,3,1,4,12,12.233333333333334,12.457975602129121,4.0,9.364474999999999,38,3,12,8,29,11,100,train
101,294,50,0,40,8,2,3,2,8,16.26666666666667,15.903189008614273,6.5,8.7744,40,2,13,10,30,11,101,train
102,262,43,0,34,14,2,1,4,8,12.32093023255814,13.023866798666859,6.5,10.21103953488372,34,2,13,6,25,8,102,train
103,256,40,0,31,11,2,2,3,5,17.0,15.903189008614273,8.0,10.944500000000001,33,2,16,10,27,14,103,test
104,336,61,0,49,20,3,1,1,9,8.088275862068967,9.3871,2.2,11.834618620689655,50,5,11,6,47,12,104,train
105,195,33,0,29,8,0,1,2,5,6.824242424242425,9.725611199111238,1.6666666666666667,9.445433333333334,31,3,5,5,21,8,105,train
106,67,11,0,11,3,1,0,1,2,11.672727272727274,11.20814326018867,3.0,11.359372727272728,12,1,3,2,8,4,106,train
107,337,53,3,43,11,2,6,3,6,14.625641025641025,14.06817628641468,4.666666666666667,10.872964102564103,42,3,14,11,42,14,107,test
108,271,42,1,30,10,1,4,1,5,16.00487804878049,16.52667757954773,6.0,11.58549512195122,31,2,12,11,36,13,108,train
109,372,63,1,43,12,3,7,5,13,17.044444444444448,15.247664890283005,8.5,9.459693650793652,44,2,17,9,36,14,109,train
110,233,38,0,29,8,3,1,3,6,12.863157894736842,13.023866798666859,5.0,9.980742105263158,30,2,10,6,24,8,110,train
111,253,44,0,36,10,3,2,4,8,16.072727272727274,15.903189008614273,5.5,9.392927272727274,36,2,11,10,23,11,111,train
112,352,66,1,48,14,7,7,4,5,7.4303030303030315,8.841846274778883,1.1666666666666667,8.72770606060606,48,6,7,6,44,10,112,test
113,189,35,0,27,6,4,2,2,4,9.285714285714286,11.20814326018867,2.5,7.211357142857143,25,2,5,4,17,6,113,train
114,292,47,3,38,16,4,0,2,6,10.65744680851064,11.20814326018867,3.25,10.938448936170213,36,4,13,8,33,19,114,train
115,244,40,0,34,9,2,2,1,8,15.0,13.81666964889586,5.5,9.76025,35,2,11,7,27,10,115,train
116,198,34,0,28,8,2,3,1,2,10.329411764705883,12.161744961471694,2.5,9.123817647058823,29,2,5,5,20,6,116,test
117,455,76,2,52,19,1,8,4,12,14.442105263157897,14.554592549557764,4.5,9.565215789473683,52,4,18,16,46,20,117,train
118,432,66,5,45,18,2,4,7,13,15.084848484848486,14.554592549557764,5.25,10.675203030303031,44,4,21,16,50,21,118,train
119,258,44,0,34,11,2,2,4,7,9.854545454545455,11.20814326018867,2.0,9.20619090909091,33,4,8,8,26,10,119,test
120,287,54,2,38,11,7,0,3,6,15.985185185185186,14.554592549557764,3.0,9.361811111111113,38,2,6,8,26,12,120,train
121,240,39,0,26,11,1,2,2,7,8.248205128205129,9.3871,2.2,9.286713333333335,25,5,11,6,26,10,121,train
122,146,25,0,22,8,1,0,2,5,14.600000000000001,13.023866798666859,2.5,11.2041,22,2,5,6,16,10,122,train
123,280,50,2,37,11,3,2,8,6,13.200000000000001,13.023866798666859,4.5,8.034500000000001,38,2,9,6,23,8,123,test
124,241,39,2,35,11,2,1,1,4,19.702564102564104,15.903189008614273,9.0,11.643976923076924,39,1,9,5,31,9,124,test
125,296,49,1,38,10,2,2,3,8,16.33061224489796,15.903189008614273,7.5,9.040883673469388,40,2,15,10,28,11,125,train
126,184,34,0,29,10,2,0,3,6,17.129411764705885,15.903189008614273,6.0,8.573782352941176,30,1,6,5,16,6,126,test
127,370,61,4,50,18,7,4,2,9,13.379234972677597,13.5591,4.333333333333333,10.339787431693988,52,3,12,10,49,18,127,train
128,120,18,0,18,7,0,1,0,2,16.08888888888889,14.554592549557764,4.0,13.301522222222223,20,1,4,4,18,7,128,train
129,385,66,3,51,15,6,0,5,12,14.254545454545458,15.021129683784007,5.666666666666667,10.230275757575757,55,3,17,13,44,15,129,train
130,332,59,1,44,12,5,3,6,13,13.290395480225989,13.023866798666859,4.666666666666667,9.964509039548023,46,3,14,9,34,17,130,train
131,204,38,0,31,8,3,0,3,9,12.863157894736842,12.161744961471694,3.5,9.14968947368421,28,2,7,5,17,9,131,train
132,250,43,1,33,10,3,2,3,5,10.38449612403101,11.20814326018867,3.3333333333333335,9.121154263565892,34,3,10,6,26,9,132,train
133,196,35,1,27,5,1,3,3,7,9.285714285714286,10.125756701596842,4.0,7.6625000000000005,27,2,8,3,22,2,133,train
134,248,44,0,35,12,4,4,1,8,14.254545454545458,13.023866798666859,4.0,9.392927272727274,35,2,8,6,23,11,134,train
